Date,Day,Future,Expiry.Day,Start.Time,End.Time,Target,CE.Strike,CE.Open,CE.High,CE.Low,CE.Close,CE.SL.Price,CE.SL.Flag,CE.SL.Time,CE.PNL,PE.Strike,PE.Open,PE.High,PE.Low,PE.Close,PE.SL.Price,PE.SL.Flag,PE.SL.Time,PE.PNL,UT.Strike,UT.Open,UT.High,UT.Low,UT.Close,UT.SL.Price,UT.SL.Flag,UT.SL.Time,BPL,TT PL at SL,UT PL at SL,UT PL,Total PNL
2024-01-03,Wednesday,21664.0,FALSE,13:00:00,15:25:00,84.0,21500CE,116.0,127.35,47.6,60.6,162.39999999999998,False,,54.24,21650PE,103.5,179.45,93.45,150.15,144.89999999999998,True,2024-01-03 14:36:00,-42.43,21500CE,70.35,94.7,47.6,60.6,105.52499999999999,False,,0.0,-42.43,44.49000000000001,9.75,11.81000000000001
2024-01-10,Wednesday,21550.0,FALSE,13:00:00,15:25:00,84.0,21450CE,93.5,247.15,83.8,221.25,130.9,True,2024-01-10 14:15:00,-38.34,21550PE,107.1,118.25,16.8,17.7,149.93999999999997,False,,88.33,21550PE,72.5,84.35,16.8,17.7,108.75,False,,0.0,-38.34,33.528999999999996,54.8,49.98899999999999
2024-01-17,Wednesday,21660.75,FALSE,13:00:00,15:25:00,84.0,21650CE,98.3,115.95,35.25,43.6,137.61999999999998,False,,53.72,21650PE,95.5,140.55,60.05,124.35,133.7,True,2024-01-17 14:46:00,-39.15,21650CE,50.95,55.3,35.25,43.6,76.42500000000001,False,,0.0,-39.15,46.367,7.35,14.566999999999998
2024-01-24,Wednesday,21348.3,FALSE,13:00:00,15:25:00,84.0,21350CE,97.7,180.8,75.8,166.75,136.78,True,2024-01-24 14:35:00,-40.06,21350PE,100.45,122.7,23.0,27.1,140.63,False,,72.35,21350PE,53.3,59.0,23.0,27.1,79.94999999999999,False,,0.0,-40.06,46.145500000000006,26.2,32.2855
2024-01-31,Wednesday,21768.35,FALSE,13:00:00,15:25:00,84.0,21750CE,93.6,133.75,86.55,117.8,131.04,True,2024-01-31 15:05:00,-38.38,21600PE,85.9,89.75,60.2,77.1,120.26,False,,7.94,21600PE,63.2,78.85,62.25,77.1,94.80000000000001,False,,0.0,-38.38,21.841,-13.9,-30.439
2024-02-07,Wednesday,21930.25,FALSE,13:00:00,15:25:00,84.0,21850CE,101.65,172.85,96.85,144.05,142.31,True,2024-02-07 13:41:00,-41.68,21900PE,109.3,112.75,45.05,47.4,153.01999999999998,False,,60.81,21900PE,68.85,90.85,45.05,47.4,103.27499999999999,False,,0.0,-41.68,39.357,21.45,19.127
2024-02-14,Wednesday,21749.0,FALSE,13:00:00,15:25:00,84.0,21700CE,84.2,243.0,51.75,200.0,117.88,True,2024-02-14 14:23:00,-34.52,21700PE,84.8,116.75,21.35,21.65,118.71999999999998,False,,62.3,21700PE,50.5,54.2,21.35,21.65,75.75,False,,0.0,-34.52,33.452,28.85,27.781999999999996
2024-02-21,Wednesday,22258.9,FALSE,13:00:00,15:25:00,88.0,22200CE,96.0,100.25,14.65,17.45,134.39999999999998,False,,77.59,22250PE,84.65,291.95,80.7,267.8,118.51,True,2024-02-21 13:48:00,-34.71,22200CE,66.25,66.3,14.65,17.45,99.375,False,,0.0,-34.71,28.79,48.8,42.879999999999995
2024-02-28,Wednesday,21939.75,FALSE,13:00:00,15:25:00,84.0,21950CE,101.0,141.7,59.2,63.75,141.39999999999998,True,2024-02-28 14:07:00,-41.41,21950PE,111.55,131.2,52.6,112.05,156.17,False,,-1.62,21950PE,57.3,123.85,52.6,112.05,85.94999999999999,True,2024-02-28 14:33:00,0.0,-41.41,53.1345,-28.65,-16.925499999999992
2024-03-06,Wednesday,22375.35,FALSE,13:00:00,15:25:00,88.0,22250CE,98.05,289.85,92.5,268.7,137.26999999999998,True,2024-03-06 13:41:00,-40.2,22300PE,87.1,91.85,15.05,15.7,121.93999999999998,False,,70.53,22300PE,55.5,57.95,15.05,15.7,83.25,False,,0.0,-40.2,30.728999999999996,39.8,30.32899999999999
