Date,Day,Expiry.Day,Start.Time,End.Time,Future,Strike,CE Price,PE Price,Premium,SL.Time,Target,UT Scrip,UT.open,UT.high,UT.low,UT.close,Straddle.PL,UT.PL,Total PNL
2024-01-03,Wednesday,FALSE,10:32:00,15:25:00,71543.92,"('72400CE', '70700PE')",81.35,78.2,159.55,,140.0,,,,,,60.55562500000001,0.0,60.55562500000001
2024-01-10,Wednesday,FALSE,10:32:00,15:25:00,71408.75,"('72200CE', '70400PE')",80.75,75.5,156.25,,140.0,,,,,,29.846874999999997,0.0,29.846874999999997
2024-01-17,Wednesday,FALSE,10:32:00,15:25:00,72253.31,"('73200CE', '71200PE')",80.35,81.25,161.6,2024-01-17 11:17:00,140.0,72800CE,145.05,145.65,57.45,62.2,-34.34,81.03687500000001,46.696875000000006
2024-01-23,Tuesday,FALSE,10:32:00,15:25:00,71574.52,"('72600CE', '70500PE')",76.7,79.7,156.4,2024-01-23 10:43:00,140.0,72000CE,158.4,175.2,41.8,51.65,-33.235,104.77,71.535
2024-01-31,Wednesday,FALSE,10:32:00,15:25:00,71494.5,"('73700CE', '69500PE')",73.8,75.15,148.95,2024-01-31 11:40:00,140.0,70400PE,150.35,176.9,128.1,163.65,-31.651875,-15.179375000000011,-46.83125000000001
2024-02-07,Wednesday,FALSE,10:32:00,15:25:00,72369.95,"('73700CE', '71000PE')",81.05,85.7,166.75,,140.0,,,,,,47.415625,0.0,47.415625
2024-02-14,Wednesday,FALSE,10:32:00,15:25:00,71084.24,"('72300CE', '69800PE')",72.9,74.15,147.05,2024-02-14 14:24:00,140.0,70900PE,157.65,176.2,89.7,89.9,-31.248125000000005,65.779375,34.53125
2024-02-21,Wednesday,FALSE,10:32:00,15:25:00,73054.25,"('74100CE', '71700PE')",70.2,77.85,148.05,,140.0,,,,,,13.299375000000005,0.0,13.299375000000005
2024-02-28,Wednesday,FALSE,10:32:00,15:25:00,73148.64,"('74200CE', '71900PE')",72.3,80.05,152.35,2024-02-28 10:51:00,140.0,73700CE,151.25,152.7,53.4,58.1,-32.374375,91.259375,58.885000000000005
2024-03-05,Tuesday,FALSE,10:32:00,15:25:00,73460.2,"('74400CE', '72300PE')",77.5,76.25,153.75,2024-03-05 13:00:00,140.0,73300PE,154.45,221.4,144.8,190.0,-32.671875,-48.26562499999999,-80.9375
