Date,Day,Expiry.Day,Start.Time,End.Time,Future,Strike,CE Price,PE Price,Premium,SL.Time,Target,UT Scrip,UT.open,UT.high,UT.low,UT.close,Straddle.PL,UT.PL,Total PNL
2024-01-05,Friday,FALSE,09:38:00,15:25:00,21808.5,"('22050CE', '21400PE')",22.4,20.6,43.0,2024-01-05 14:18:00,42.0,21800CE,49.65,89.6,47.3,70.7,-9.03,-15.391499999999999,-24.421499999999998
2024-01-12,Friday,FALSE,09:38:00,15:25:00,21766.0,"('22050CE', '21350PE')",23.55,24.15,47.7,2024-01-12 10:05:00,42.0,21550PE,47.15,47.75,27.85,28.4,-10.017000000000001,18.2785,8.2615
2024-01-19,Friday,FALSE,09:38:00,15:25:00,21674.85,"('22150CE', '21150PE')",23.05,24.5,47.55,,42.0,,,,,,6.924499999999998,0.0,6.924499999999998
2024-02-02,Friday,FALSE,09:38:00,15:25:00,22029.6,"('22450CE', '21400PE')",23.3,22.85,46.150000000000006,2024-02-02 11:30:00,44.0,21700PE,46.8,105.45,41.05,84.1,-9.691500000000003,-14.508,-24.1995
2024-02-09,Friday,FALSE,09:38:00,15:25:00,21810.0,"('22300CE', '21150PE')",22.0,22.75,44.75,2024-02-09 10:01:00,42.0,22050CE,50.45,64.35,40.4,51.25,-9.3975,-1.3044999999999973,-10.701999999999998
2024-02-16,Friday,FALSE,09:38:00,15:25:00,22069.95,"('22450CE', '21500PE')",24.85,25.45,50.3,2024-02-16 10:14:00,44.0,21700PE,48.15,51.6,37.65,48.1,-10.563,-0.4315000000000028,-10.994500000000004
2024-02-23,Friday,FALSE,09:38:00,15:25:00,22278.0,"('22700CE', '21750PE')",26.15,26.85,53.0,,44.0,,,,,,16.22,0.0,16.22
2024-03-01,Friday,FALSE,09:38:00,15:25:00,22248.35,"('22600CE', '21600PE')",22.6,24.8,47.400000000000006,2024-03-01 10:28:00,44.0,21800PE,44.8,46.15,26.1,27.3,-9.954000000000002,17.051999999999996,7.097999999999994
2024-03-15,Friday,FALSE,09:38:00,15:25:00,22113.0,"('22500CE', '21500PE')",23.95,23.45,47.4,,44.0,,,,,,17.476,0.0,17.476
2024-04-19,Friday,FALSE,09:38:00,15:25:00,21877.9,"('22350CE', '21100PE')",24.9,24.35,49.25,2024-04-19 12:39:00,42.0,21500PE,45.6,49.8,25.35,30.8,-10.342500000000001,14.344000000000001,4.0015
2024-05-03,Friday,FALSE,09:38:00,15:25:00,22868.6,"('23100CE', '22400PE')",29.2,29.3,58.5,2024-05-03 10:22:00,44.0,22950CE,47.25,52.35,18.1,19.8,-12.285,26.9775,14.692499999999999
2024-05-10,Friday,FALSE,09:38:00,15:25:00,22119.5,"('22550CE', '21450PE')",22.05,23.7,45.75,,44.0,,,,,,16.892500000000002,0.0,16.892500000000002
2024-05-24,Friday,FALSE,09:38:00,15:25:00,22994.9,"('23500CE', '22400PE')",26.65,27.5,54.15,,44.0,,,,,,19.808500000000002,0.0,19.808500000000002
2024-05-31,Friday,FALSE,09:38:00,15:25:00,22753.45,"('24100CE', '21750PE')",24.85,25.65,50.5,2024-05-31 14:15:00,44.0,21250PE,56.2,93.9,55.75,86.4,-10.605000000000002,-17.422,-28.027
2024-06-07,Friday,FALSE,09:38:00,15:25:00,22973.0,"('23700CE', '21950PE')",24.65,24.6,49.25,2024-06-07 11:50:00,44.0,22450PE,48.1,52.2,27.2,28.3,-10.342500000000001,19.319,8.976499999999998
2024-06-21,Friday,FALSE,09:38:00,15:25:00,23615.0,"('23950CE', '23200PE')",25.4,27.1,52.5,2024-06-21 12:47:00,46.0,23700CE,48.95,83.05,40.75,45.4,-11.025,-15.1745,-26.1995
2024-06-28,Friday,FALSE,09:38:00,15:25:00,24198.0,"('24550CE', '23550PE')",29.35,28.75,58.1,,48.0,,,,,,19.618999999999996,0.0,19.618999999999996
2024-07-05,Friday,FALSE,09:38:00,15:25:00,24259.5,"('24550CE', '23800PE')",26.0,25.2,51.2,,48.0,,,,,,2.438000000000003,0.0,2.438000000000003
2024-07-19,Friday,FALSE,09:38:00,15:25:00,24766.0,"('25400CE', '23900PE')",28.15,26.35,54.5,2024-07-19 11:50:00,48.0,25150CE,54.75,60.6,41.05,42.9,-11.445,11.302500000000002,-0.1424999999999983
2024-07-26,Friday,FALSE,09:38:00,15:25:00,24566.6,"('24850CE', '24100PE')",29.4,31.0,60.4,2024-07-26 10:19:00,48.0,24350PE,57.3,58.4,18.55,21.45,-12.684,35.276999999999994,22.592999999999996
2024-08-02,Friday,FALSE,09:38:00,15:25:00,24839.0,"('25200CE', '24300PE')",28.2,26.05,54.25,2024-08-02 09:45:00,48.0,25050CE,48.1,56.9,27.8,32.25,-11.392500000000002,15.369000000000002,3.9764999999999997
2024-08-16,Friday,FALSE,09:38:00,15:25:00,24390.0,"('24700CE', '23950PE')",32.5,31.15,63.65,2024-08-16 10:26:00,48.0,24500CE,56.1,184.0,49.6,174.8,-13.3665,-17.391,-30.7575
2024-08-23,Friday,FALSE,09:38:00,15:25:00,24803.25,"('25150CE', '24400PE')",24.85,26.55,51.400000000000006,,48.0,,,,,,0.9860000000000071,0.0,0.9860000000000071
2024-08-30,Friday,FALSE,09:38:00,15:25:00,25315.0,"('25550CE', '24900PE')",31.85,33.9,65.75,,50.0,,,,,,16.5925,0.0,16.5925
2024-09-06,Friday,FALSE,09:38:00,15:25:00,25127.85,"('25400CE', '24650PE')",30.05,27.9,57.95,2024-09-06 09:46:00,50.0,25250CE,57.5,60.5,28.6,30.95,-12.169500000000001,25.975,13.8055
2024-09-13,Friday,FALSE,09:38:00,15:25:00,25349.45,"('25650CE', '24900PE')",31.25,33.0,64.25,,50.0,,,,,,14.6075,0.0,14.6075
2024-09-20,Friday,FALSE,09:38:00,15:25:00,25479.85,"('25850CE', '24850PE')",26.4,26.7,53.099999999999994,2024-09-20 10:36:00,50.0,25300PE,57.2,77.4,38.55,41.0,-11.151,-17.732,-28.883
