Date,Day,Expiry.Day,Start.Time,End.Time,Future,Strike,CE Price,PE Price,Premium,SL.Time,Target,UT Scrip,UT.open,UT.high,UT.low,UT.close,Straddle.PL,UT.PL,Total PNL
2024-01-05,Friday,FALSE,09:50:00,15:25:00,21809.3,"('22050CE', '21400PE')",22.2,20.45,42.65,2024-01-05 14:18:00,42.0,21800CE,49.65,89.6,47.3,70.7,-8.9565,-15.391499999999999,-24.348
2024-01-12,Friday,FALSE,09:50:00,15:25:00,21784.0,"('22050CE', '21400PE')",27.1,28.85,55.95,2024-01-12 10:07:00,42.0,21550PE,46.35,47.75,27.85,28.4,-11.749500000000001,17.486500000000003,5.737000000000002
2024-01-19,Friday,FALSE,09:50:00,15:25:00,21629.35,"('22100CE', '21100PE')",24.45,23.65,48.099999999999994,,42.0,,,,,,5.218999999999996,0.0,5.218999999999996
2024-02-02,Friday,FALSE,09:50:00,15:25:00,22037.9,"('22400CE', '21500PE')",28.2,30.15,58.349999999999994,2024-02-02 11:22:00,44.0,21700PE,47.2,105.45,41.05,84.1,-12.253499999999999,-14.632,-26.8855
2024-02-09,Friday,FALSE,09:50:00,15:25:00,21775.75,"('22250CE', '21100PE')",23.1,22.9,46.0,,42.0,,,,,,17.19,0.0,17.19
2024-02-16,Friday,FALSE,09:50:00,15:25:00,22051.0,"('22450CE', '21450PE')",24.1,22.0,46.1,2024-02-16 10:14:00,44.0,21700PE,48.15,51.6,37.65,48.1,-9.681000000000001,-0.4315000000000028,-10.112500000000004
2024-02-23,Friday,FALSE,09:50:00,15:25:00,22272.3,"('22700CE', '21750PE')",27.2,27.9,55.099999999999994,,44.0,,,,,,18.298999999999996,0.0,18.298999999999996
2024-03-01,Friday,FALSE,09:50:00,15:25:00,22274.05,"('22600CE', '21600PE')",26.2,23.95,50.15,2024-03-01 11:21:00,44.0,21850PE,45.75,46.6,30.8,32.2,-10.531500000000001,13.092499999999998,2.5609999999999964
2024-03-15,Friday,FALSE,09:50:00,15:25:00,22077.35,"('22450CE', '21450PE')",25.45,24.6,50.05,,44.0,,,,,,16.599499999999995,0.0,16.599499999999995
2024-04-19,Friday,FALSE,09:50:00,15:25:00,21884.0,"('22350CE', '21150PE')",24.75,25.8,50.55,2024-04-19 12:39:00,42.0,21500PE,45.6,49.8,25.35,30.8,-10.615499999999999,14.344000000000001,3.728500000000002
2024-05-03,Friday,FALSE,09:50:00,15:25:00,22871.6,"('23100CE', '22400PE')",29.7,29.25,58.95,2024-05-03 10:22:00,44.0,22950CE,47.25,52.35,18.1,19.8,-12.3795,26.9775,14.597999999999999
2024-05-10,Friday,FALSE,09:50:00,15:25:00,22157.75,"('22550CE', '21500PE')",24.95,23.35,48.3,,44.0,,,,,,15.966999999999995,0.0,15.966999999999995
2024-05-24,Friday,FALSE,09:50:00,15:25:00,22988.55,"('23500CE', '22350PE')",24.35,22.95,47.3,,44.0,,,,,,15.826999999999996,0.0,15.826999999999996
2024-05-31,Friday,FALSE,09:50:00,15:25:00,22715.35,"('24700CE', '20800PE')",22.25,22.75,45.0,2024-05-31 14:01:00,44.0,21250PE,52.2,93.9,48.0,86.4,-9.45,-16.182,-25.631999999999998
2024-06-07,Friday,FALSE,09:50:00,15:25:00,22950.7,"('24100CE', '21950PE')",25.45,25.5,50.95,,44.0,,,,,,15.590500000000002,0.0,15.590500000000002
2024-06-21,Friday,FALSE,09:50:00,15:25:00,23585.0,"('23900CE', '23200PE')",29.45,30.5,59.95,2024-06-21 13:02:00,46.0,23700CE,47.2,83.05,40.75,45.4,-12.589500000000003,-14.632,-27.221500000000002
2024-06-28,Friday,FALSE,09:50:00,15:25:00,24226.8,"('24600CE', '23550PE')",27.35,26.65,54.0,,48.0,,,,,,19.259999999999998,0.0,19.259999999999998
2024-07-05,Friday,FALSE,09:50:00,15:25:00,24272.05,"('24550CE', '23850PE')",26.35,26.65,53.0,,48.0,,,,,,1.5700000000000014,0.0,1.5700000000000014
2024-07-19,Friday,FALSE,09:50:00,15:25:00,24725.55,"('25400CE', '23850PE')",25.9,26.05,51.95,2024-07-19 11:50:00,48.0,25150CE,54.75,60.6,41.05,42.9,-10.909500000000001,11.302500000000002,0.3930000000000007
2024-07-26,Friday,FALSE,09:50:00,15:25:00,24570.3,"('24850CE', '24100PE')",31.6,29.65,61.25,2024-07-26 10:19:00,48.0,24350PE,57.3,58.4,18.55,21.45,-12.8625,35.276999999999994,22.414499999999993
2024-08-02,Friday,FALSE,09:50:00,15:25:00,24783.75,"('25150CE', '24200PE')",30.05,27.55,57.6,,48.0,,,,,,10.024000000000001,0.0,10.024000000000001
2024-08-16,Friday,FALSE,09:50:00,15:25:00,24355.1,"('24700CE', '23850PE')",26.2,25.35,51.55,2024-08-16 10:29:00,48.0,24500CE,54.15,184.0,49.6,174.8,-10.8255,-16.786499999999997,-27.611999999999995
2024-08-23,Friday,FALSE,09:50:00,15:25:00,24812.25,"('25150CE', '24400PE')",23.85,24.9,48.75,,48.0,,,,,,-1.6374999999999986,0.0,-1.6374999999999986
2024-08-30,Friday,FALSE,09:50:00,15:25:00,25323.1,"('25550CE', '24900PE')",31.4,32.8,64.19999999999999,,50.0,,,,,,15.05799999999999,0.0,15.05799999999999
2024-09-06,Friday,FALSE,09:50:00,15:25:00,25049.6,"('25350CE', '24550PE')",31.65,31.7,63.349999999999994,2024-09-06 10:05:00,50.0,25200CE,60.9,62.0,36.0,39.35,-13.3035,20.940999999999995,7.637499999999996
2024-09-13,Friday,FALSE,09:50:00,15:25:00,25369.0,"('25700CE', '24850PE')",25.7,25.1,50.8,,50.0,,,,,,11.992,0.0,11.992
2024-09-20,Friday,FALSE,09:50:00,15:25:00,25510.0,"('25850CE', '24950PE')",29.15,29.4,58.55,2024-09-20 10:36:00,50.0,25300PE,57.2,77.4,38.55,41.0,-12.2955,-17.732,-30.0275
2024-10-04,Friday,FALSE,09:50:00,15:25:00,25442.6,"('25800CE', '24400PE')",25.55,25.25,50.8,2024-10-04 10:55:00,50.0,24900PE,54.8,153.3,46.0,123.0,-10.668,-16.987999999999996,-27.655999999999995
2024-10-11,Friday,FALSE,09:50:00,15:25:00,25129.35,"('25450CE', '24500PE')",25.6,27.45,53.05,,50.0,,,,,,10.869499999999999,0.0,10.869499999999999
2024-10-18,Friday,FALSE,09:50:00,15:25:00,24758.0,"('25150CE', '24100PE')",25.3,24.2,49.5,2024-10-18 12:35:00,48.0,24600PE,51.4,65.9,41.3,45.9,-10.395,4.986,-5.409
2024-10-25,Friday,FALSE,09:50:00,15:25:00,24300.7,"('24750CE', '23650PE')",27.45,26.1,53.55,,48.0,,,,,,16.164499999999997,0.0,16.164499999999997
2024-11-08,Friday,FALSE,09:50:00,15:25:00,24337.1,"('24750CE', '23650PE')",26.7,28.05,54.75,,48.0,,,,,,20.7025,0.0,20.7025
2024-11-22,Friday,FALSE,09:50:00,15:25:00,23468.8,"('23950CE', '22750PE')",27.95,27.3,55.25,2024-11-22 10:03:00,46.0,23100PE,52.5,80.2,29.35,32.55,-11.602500000000001,-16.275,-27.877499999999998
2024-11-29,Friday,FALSE,09:50:00,15:25:00,24200.05,"('24650CE', '23350PE')",24.35,24.35,48.7,,48.0,,,,,,22.763000000000005,0.0,22.763000000000005
2024-12-06,Friday,FALSE,09:50:00,15:25:00,24801.85,"('25450CE', '23850PE')",24.05,25.9,49.95,,48.0,,,,,,28.3505,0.0,28.3505
2024-12-13,Friday,FALSE,09:50:00,15:25:00,24441.4,"('24900CE', '23850PE')",24.7,27.3,52.0,2024-12-13 10:20:00,48.0,24650CE,52.95,235.9,46.05,227.1,-10.92,-16.4145,-27.3345
2024-12-27,Friday,FALSE,09:50:00,15:25:00,24064.95,"('24350CE', '23350PE')",24.8,24.15,48.95,,48.0,,,,,,19.460500000000003,0.0,19.460500000000003
