Date,Day,Future,Expiry.Day,Time,Target,StrikeCE,CE Open,CE High,CE Low,CE Close,StrikePE,PE Open,PE High,PE Low,PE Close,PL0,PL0.CE,PL0.PE,Total PNL
2024-01-05,Friday,21808.3,FALSE,09:44:00,84.0,21800,89.7,96.0,47.3,70.7,21700,95.95,160.0,82.0,94.0,7.55,18.1,-10.55,7.55
2024-01-12,Friday,21780.0,FALSE,09:44:00,84.0,21850,84.25,218.8,82.15,185.7,21650,84.2,85.15,40.05,40.65,33.44,-9.27,42.71,33.44
2024-01-19,Friday,21647.0,FALSE,09:44:00,84.0,21800,93.65,108.4,69.7,91.85,21500,95.0,124.15,66.9,74.4,-20.75,-10.3,-10.45,-20.75
2024-02-02,Friday,22037.0,FALSE,09:44:00,88.0,22150,88.95,174.8,48.3,49.2,21800,87.1,142.75,56.15,120.4,-19.36,-9.78,-9.58,-19.36
2024-02-09,Friday,21814.35,FALSE,09:44:00,84.0,21950,96.8,98.95,62.1,80.6,21550,89.85,150.25,61.2,65.4,5.35,15.23,-9.88,5.35
2024-02-16,Friday,22066.35,FALSE,09:44:00,88.0,22150,103.7,134.0,93.45,100.05,21900,106.8,116.1,78.0,96.6,-2.28,-11.41,9.13,-2.28
2024-02-23,Friday,22279.0,FALSE,09:44:00,88.0,22400,106.8,118.2,65.5,67.6,22150,110.5,124.8,86.15,116.8,-23.91,-11.75,-12.16,-23.91
2024-03-01,Friday,22275.15,FALSE,09:44:00,88.0,22350,93.35,173.3,86.7,155.55,22000,92.15,95.25,49.55,52.65,28.31,-10.27,38.58,28.31
2024-03-15,Friday,22100.95,FALSE,09:44:00,88.0,22200,94.7,100.8,59.05,84.35,21850,87.85,117.2,52.6,57.05,-0.26,9.4,-9.66,-0.26
2024-04-19,Friday,21864.3,FALSE,09:44:00,84.0,22050,90.55,233.25,82.45,194.6,21600,88.2,91.5,32.2,38.65,38.71,-9.96,48.67,38.71
2024-05-03,Friday,22873.4,FALSE,09:44:00,88.0,22900,89.95,91.75,22.7,25.45,22700,94.0,358.35,91.4,257.35,53.26,63.6,-10.34,53.26
2024-05-10,Friday,22154.45,FALSE,09:44:00,88.0,22250,96.25,120.9,57.0,70.55,21900,90.4,118.9,64.5,81.85,-20.53,-10.59,-9.94,-20.53
2024-05-24,Friday,23001.25,FALSE,09:44:00,92.0,23150,107.25,121.85,80.2,87.75,22850,112.5,127.3,71.8,89.0,-24.18,-11.8,-12.38,-24.18
2024-05-31,Friday,22741.0,FALSE,09:44:00,88.0,23550,91.15,114.45,65.6,107.0,21600,90.05,155.25,87.0,136.6,-19.94,-10.03,-9.91,-19.94
2024-06-07,Friday,22972.3,FALSE,09:44:00,88.0,23250,100.0,255.5,86.25,235.0,22550,98.4,105.05,34.15,35.55,50.87,-11.0,61.87,50.87
2024-06-21,Friday,23590.85,FALSE,09:44:00,92.0,23650,106.9,118.35,53.05,58.7,23500,98.1,185.45,82.35,138.5,-22.55,-11.76,-10.79,-22.55
2024-06-28,Friday,24218.05,FALSE,09:44:00,96.0,24300,103.65,109.4,48.75,55.8,24000,105.25,142.55,85.0,119.0,35.23,46.81,-11.58,35.23
2024-07-05,Friday,24289.2,FALSE,09:44:00,96.0,24300,105.85,167.0,82.75,138.75,24200,115.05,137.1,53.4,67.1,-24.3,-11.64,-12.66,-24.3
2024-07-19,Friday,24760.3,FALSE,09:44:00,96.0,25050,100.05,99.9,56.1,59.65,24400,96.1,188.0,96.5,172.65,28.83,39.4,-10.57,28.83
2024-07-26,Friday,24571.95,FALSE,09:44:00,96.0,24600,110.45,340.9,105.75,306.35,24450,111.05,112.7,25.9,31.05,66.74,-12.15,78.89,66.74
2024-08-02,Friday,24791.9,FALSE,09:44:00,96.0,24850,111.35,135.3,69.0,81.9,24600,107.0,144.0,64.3,117.6,-24.02,-12.25,-11.77,-24.02
2024-08-16,Friday,24360.0,FALSE,09:44:00,96.0,24450,99.05,218.75,63.25,208.0,24250,106.6,179.55,38.55,41.2,-22.63,-10.9,-11.73,-22.63
2024-08-23,Friday,24800.8,FALSE,09:44:00,96.0,24850,113.65,150.45,107.55,136.2,24750,112.25,115.65,68.15,84.65,13.98,-12.5,26.48,13.98
2024-08-30,Friday,25313.9,FALSE,09:44:00,100.0,25300,111.8,127.95,96.0,124.05,25200,110.8,128.0,71.8,73.65,-24.49,-12.3,-12.19,-24.49
2024-09-06,Friday,25113.0,FALSE,09:44:00,100.0,25100,122.6,122.0,57.15,62.45,25000,116.85,281.05,117.3,226.8,46.07,58.92,-12.85,46.07
2024-09-13,Friday,25357.15,FALSE,09:44:00,100.0,25400,108.2,139.5,91.9,99.8,25250,109.7,120.35,76.55,91.4,5.3,-11.9,17.2,5.3
2024-09-20,Friday,25477.0,FALSE,09:44:00,100.0,25550,118.8,330.65,114.45,298.3,25400,124.65,133.5,48.6,50.05,60.28,-13.07,73.35,60.28
