Date,Day,Future,Expiry.Day,Time,Target,StrikeCE,CE Open,CE High,CE Low,CE Close,StrikePE,PE Open,PE High,PE Low,PE Close,PL0,PL0.CE,PL0.PE,Total PNL
2024-01-01,Monday,72093.39,FALSE,09:26:00,280.0,72600,290.2,593.0,248.5,253.4,71800,292.75,307.1,139.55,261.35,-4.91,-32.65,27.74,-4.91
2024-01-08,Monday,72163.09,FALSE,09:26:00,280.0,72400,307.8,308.75,82.5,86.8,71900,291.3,759.6,275.3,720.6,184.38,217.15,-32.77,184.38
2024-01-15,Monday,73223.57,FALSE,09:26:00,280.0,73700,295.0,316.15,193.1,296.2,72700,297.3,398.2,213.4,216.4,-38.34,-4.89,-33.45,-38.34
2024-01-29,Monday,71275.25,FALSE,09:26:00,280.0,72600,304.2,519.2,264.2,455.4,70300,298.5,333.15,157.35,160.75,-67.8,-34.22,-33.58,-67.8
2024-02-05,Monday,72231.44,FALSE,09:26:00,280.0,73200,321.0,330.65,127.9,132.5,71200,310.0,460.0,218.8,387.55,149.61,184.49,-34.88,149.61
2024-02-12,Monday,71560.85,FALSE,09:26:00,280.0,72400,287.2,326.0,145.0,156.5,70800,294.25,529.0,248.05,383.05,-65.41,-32.31,-33.1,-65.41
2024-02-19,Monday,72494.16,FALSE,09:26:00,280.0,73100,295.8,463.45,241.55,336.4,71800,309.3,364.15,197.4,239.4,-68.08,-33.28,-34.8,-68.08
2024-02-26,Monday,73006.63,FALSE,09:26:00,280.0,73900,281.05,306.1,184.5,192.3,72300,287.7,380.0,242.0,300.35,52.87,85.24,-32.37,52.87
2024-03-11,Monday,74090.91,FALSE,09:26:00,280.0,74600,284.9,291.2,123.3,126.1,73600,301.95,479.2,293.25,448.2,121.27,155.24,-33.97,121.27
2024-03-18,Monday,72732.35,FALSE,09:26:00,280.0,73400,307.3,351.55,175.45,223.8,72200,307.2,469.4,191.4,243.7,-69.13,-34.57,-34.56,-69.13
2024-04-01,Monday,74183.54,FALSE,09:26:00,280.0,74700,310.6,330.0,165.0,195.75,73700,295.15,335.0,239.55,266.15,77.77,110.97,-33.2,77.77
2024-04-22,Monday,73428.34,FALSE,09:26:00,280.0,73900,282.75,362.75,245.1,358.7,72700,279.5,332.3,168.8,174.7,-63.25,-31.81,-31.44,-63.25
2024-05-06,Monday,74220.88,FALSE,09:26:00,280.0,74800,290.25,326.35,166.55,189.25,73700,288.05,436.45,243.55,352.3,-65.06,-32.65,-32.41,-65.06
2024-05-13,Monday,72328.27,FALSE,09:26:00,280.0,73100,286.05,420.0,156.25,401.15,71700,274.2,437.25,118.9,119.95,-63.03,-32.18,-30.85,-63.03
2024-05-27,Monday,75554.01,FALSE,09:26:00,300.0,76100,307.45,518.85,211.5,281.3,75100,315.35,404.1,173.3,302.75,-70.07,-34.59,-35.48,-70.07
2024-06-03,Monday,75818.93,FALSE,09:26:00,300.0,78000,375.15,799.0,370.6,799.0,73500,380.0,380.0,222.75,263.2,69.85,-42.2,112.05,69.85
2024-06-10,Monday,76961.15,FALSE,09:26:00,300.0,78200,318.25,330.75,126.9,128.6,75700,303.5,420.55,248.1,353.75,151.53,185.67,-34.14,151.53
2024-06-24,Monday,77018.29,FALSE,09:26:00,300.0,77400,329.1,500.0,251.9,440.05,76600,342.75,396.0,210.0,217.05,-75.58,-37.02,-38.56,-75.58
2024-07-01,Monday,79073.75,FALSE,09:26:00,300.0,79700,303.6,410.5,301.4,382.95,78500,311.5,314.45,179.65,198.45,75.0,-34.16,109.16,75.0
2024-07-08,Monday,79926.51,FALSE,09:26:00,300.0,80200,323.5,367.65,253.65,335.8,79600,304.35,370.65,229.15,262.75,-70.63,-36.39,-34.24,-70.63
2024-07-22,Monday,80357.44,FALSE,09:26:00,320.0,81800,331.4,437.65,316.5,358.95,79000,328.75,326.8,202.0,280.0,7.36,-37.28,44.64,7.36
2024-07-29,Monday,81659.86,FALSE,09:26:00,320.0,82000,327.9,455.7,204.8,239.45,81300,339.85,557.35,234.0,420.5,-75.12,-36.89,-38.23,-75.12
2024-08-05,Monday,79376.96,FALSE,09:26:00,300.0,80000,462.7,583.2,305.65,347.4,78500,344.65,1232.55,242.0,678.7,-90.82,-52.05,-38.77,-90.82
2024-08-19,Monday,80557.68,FALSE,09:26:00,320.0,80800,360.8,387.6,263.65,291.05,80200,349.25,450.0,297.0,333.2,25.95,65.24,-39.29,25.95
2024-08-26,Monday,81407.08,FALSE,09:26:00,320.0,81600,347.4,644.85,339.1,527.35,81200,351.15,358.3,194.45,208.9,98.78,-39.08,137.86,98.78
2024-09-02,Monday,82574.78,FALSE,09:26:00,320.0,82900,327.3,335.8,211.35,232.2,82400,345.35,438.25,305.0,353.55,52.16,91.01,-38.85,52.16
2024-09-09,Monday,81010.23,FALSE,09:26:00,320.0,81400,333.9,524.4,306.95,495.75,80600,330.0,354.35,118.8,128.4,159.92,-37.56,197.48,159.92
2024-09-16,Monday,83019.08,FALSE,09:26:00,320.0,83200,364.25,443.9,310.05,356.35,82800,348.1,428.95,273.85,313.95,-80.14,-40.98,-39.16,-80.14
