Date,Day,Future,Expiry.Day,Time,Target,StrikeCE,CE Open,CE High,CE Low,CE Close,StrikePE,PE Open,PE High,PE Low,PE Close,PL0,PL1,PL0.CE,PL1.CE,PL0.PE,PL1.PE,Total PNL
2024-01-03,Wednesday,21700.1,FALSE,09:26:00,84.0,21600,85.55,95.45,17.65,21.3,21650,98.2,179.45,81.0,150.15,-20.21,47.68,-9.41,63.39,-10.8,-15.71,27.47
2024-01-10,Wednesday,21582.6,FALSE,09:26:00,84.0,21500,90.2,200.5,58.0,176.25,21550,95.65,159.85,16.8,17.7,-20.44,-29.73,-9.92,-14.43,-10.52,-15.3,-50.17
2024-01-17,Wednesday,21780.45,FALSE,09:26:00,84.0,21800,87.9,113.2,11.6,13.75,21800,100.6,267.0,67.5,244.6,-20.74,57.17,-9.67,73.27,-11.07,-16.1,36.43000000000001
2024-01-24,Wednesday,21222.5,FALSE,09:26:00,84.0,21250,105.95,266.4,89.35,254.35,21200,112.2,111.45,9.45,11.5,87.93,-16.95,-11.65,-16.95,99.58,0.0,70.98
2024-01-31,Wednesday,21612.0,FALSE,09:26:00,84.0,21650,91.1,196.4,89.85,168.0,21350,86.3,86.95,18.2,24.35,51.07,0.0,-10.02,0.0,61.09,0.0,51.07
2024-02-07,Wednesday,22060.75,FALSE,09:26:00,88.0,22000,117.05,129.0,35.35,57.95,22000,105.5,203.3,85.7,96.6,-24.49,41.05,-12.88,57.93,-11.61,-16.88,16.56
2024-02-14,Wednesday,21620.0,FALSE,09:26:00,84.0,21550,99.05,381.3,90.05,338.8,21550,106.85,117.4,9.1,9.85,85.03,-15.85,-10.9,-15.85,95.93,0.0,69.18
2024-02-21,Wednesday,22244.75,FALSE,09:26:00,88.0,22200,106.9,118.0,14.65,17.45,22200,95.85,247.0,58.0,223.1,-22.3,73.04,-11.76,88.38,-10.54,-15.34,50.74000000000001
2024-02-28,Wednesday,22201.3,FALSE,09:26:00,88.0,22200,98.5,104.1,13.25,13.6,22200,96.85,326.6,79.2,311.55,73.27,-15.5,83.92,0.0,-10.65,-15.5,57.769999999999996
2024-03-06,Wednesday,22413.65,FALSE,09:26:00,88.0,22300,98.75,243.8,53.75,222.65,22350,105.95,162.8,19.95,21.2,-22.51,-32.75,-10.86,-15.8,-11.65,-16.95,-55.260000000000005
2024-03-13,Wednesday,22448.0,FALSE,09:26:00,88.0,22350,112.65,115.3,5.75,5.75,22400,101.15,504.05,98.85,459.4,94.64,-16.18,105.77,0.0,-11.13,-16.18,78.46000000000001
2024-03-20,Wednesday,21956.55,FALSE,09:26:00,84.0,21900,92.75,99.85,31.35,54.45,21900,98.2,209.5,61.3,98.1,26.57,-15.71,37.37,0.0,-10.8,-15.71,10.86
2024-03-27,Wednesday,22109.0,FALSE,09:26:00,88.0,22050,117.6,193.5,115.9,156.85,22150,104.45,103.8,37.4,38.55,51.92,-18.82,-12.94,-18.82,64.86,0.0,33.1
2024-04-03,Wednesday,22459.9,FALSE,09:26:00,88.0,22300,94.95,241.1,88.35,149.7,22350,86.3,87.95,15.45,28.15,46.85,-15.19,-10.44,-15.19,57.29,0.0,31.660000000000004
2024-04-09,Tuesday,22771.0,FALSE,09:26:00,88.0,22650,115.85,164.45,56.85,70.35,22800,128.9,182.35,75.0,148.4,-26.92,23.72,-12.74,44.34,-14.18,-20.62,-3.200000000000003
2024-04-16,Tuesday,22238.05,FALSE,09:26:00,88.0,22200,93.75,99.0,34.55,64.85,22200,98.5,161.0,75.9,86.4,17.12,-15.76,27.96,0.0,-10.84,-15.76,1.3600000000000012
2024-04-24,Wednesday,22412.9,FALSE,09:26:00,88.0,22350,115.65,168.85,84.15,101.85,22500,123.95,139.75,74.6,103.75,-26.35,29.88,-12.72,12.64,-13.63,17.24,3.5299999999999976
2024-04-30,Tuesday,22760.0,FALSE,09:26:00,88.0,22650,109.8,177.05,71.0,77.65,22750,121.1,145.4,57.1,131.75,-25.4,11.67,-12.08,31.05,-13.32,-19.38,-13.729999999999999
2024-05-08,Wednesday,22366.0,FALSE,09:26:00,88.0,22300,95.65,154.85,47.35,75.05,22250,92.85,135.0,29.65,44.2,-20.73,-30.16,-10.52,-15.3,-10.21,-14.86,-50.89
2024-05-15,Wednesday,22333.1,FALSE,09:26:00,88.0,22250,90.4,114.95,37.3,48.9,22250,89.95,167.25,67.6,94.7,-19.83,26.21,-9.94,40.6,-9.89,-14.39,6.380000000000003
2024-05-22,Wednesday,22618.35,FALSE,09:26:00,88.0,22550,92.0,135.0,64.95,114.8,22550,95.9,137.65,40.25,43.5,-20.67,36.72,-10.12,-14.72,-10.55,51.44,16.049999999999997
2024-05-29,Wednesday,22847.0,FALSE,09:26:00,88.0,22850,99.55,108.7,33.0,35.2,22850,106.0,182.6,91.9,151.25,51.69,-16.96,63.35,0.0,-11.66,-16.96,34.73
2024-06-05,Wednesday,21901.5,FALSE,09:26:00,84.0,22100,95.8,550.15,66.6,443.6,21350,97.6,94.9,4.55,4.55,81.53,-15.33,-10.54,-15.33,92.07,0.0,66.2
2024-06-12,Wednesday,23354.9,FALSE,09:26:00,92.0,23350,92.4,164.75,64.3,73.5,23350,105.45,112.2,51.55,98.3,-4.06,17.98,-10.16,17.98,6.1,0.0,13.920000000000002
2024-06-19,Wednesday,23601.0,FALSE,09:26:00,92.0,23550,104.65,178.0,39.75,54.7,23650,111.05,260.8,69.55,169.2,-23.73,31.13,-11.51,48.9,-12.22,-17.77,7.399999999999999
2024-06-26,Wednesday,23702.45,FALSE,09:26:00,92.0,23700,95.15,227.8,80.05,183.2,23700,92.75,105.3,19.35,21.95,-20.67,54.65,-10.47,-15.22,-10.2,69.87,33.98
2024-07-03,Wednesday,24302.8,FALSE,09:26:00,96.0,24200,115.9,172.8,100.55,130.7,24300,126.45,142.05,75.3,79.1,-26.66,27.55,-12.75,-18.54,-13.91,46.09,0.8900000000000006
2024-07-10,Wednesday,24456.0,FALSE,09:26:00,96.0,24350,116.85,122.5,25.55,48.85,24500,127.45,357.3,116.3,201.55,52.81,0.0,66.83,0.0,-14.02,0.0,52.81
2024-07-16,Tuesday,24627.0,FALSE,09:26:00,96.0,24600,100.65,137.7,77.85,83.85,24650,105.2,106.9,63.35,73.1,19.98,-16.1,-11.07,-16.1,31.05,0.0,3.879999999999999
2024-07-24,Wednesday,24430.0,FALSE,09:26:00,96.0,24400,117.05,156.3,47.1,84.15,24450,111.8,220.35,81.25,93.95,-25.18,-36.62,-12.88,-18.73,-12.3,-17.89,-61.8
2024-07-31,Wednesday,24956.95,FALSE,09:26:00,96.0,24900,96.35,139.0,79.35,124.15,24950,109.75,145.0,68.3,71.45,-22.67,-32.98,-10.6,-15.42,-12.07,-17.56,-55.65
2024-08-07,Wednesday,24295.9,FALSE,09:26:00,96.0,24300,97.2,153.8,51.8,103.25,24250,104.1,139.0,45.0,58.65,-22.14,-32.21,-10.69,-15.55,-11.45,-16.66,-54.35
2024-08-13,Tuesday,24352.5,FALSE,09:26:00,96.0,24300,125.85,149.95,29.55,33.4,24350,112.5,274.75,88.0,222.05,-26.22,73.19,-13.84,91.19,-12.38,-18.0,46.97
2024-08-21,Wednesday,24716.6,FALSE,09:26:00,96.0,24650,106.75,159.15,87.45,139.7,24750,109.9,130.6,44.4,49.9,-23.83,41.82,-11.74,-17.08,-12.09,58.9,17.990000000000002
2024-08-28,Wednesday,25025.7,FALSE,09:26:00,100.0,24950,119.65,216.5,94.45,125.0,25100,114.75,151.8,44.9,84.75,-25.78,9.71,-13.16,-19.14,-12.62,28.85,-16.07
2024-09-04,Wednesday,25193.75,FALSE,09:26:00,100.0,25050,120.6,177.8,97.4,150.4,25150,110.0,121.05,50.95,55.3,-25.37,34.3,-13.27,-19.3,-12.1,53.6,8.929999999999996
2024-09-11,Wednesday,25012.8,FALSE,09:26:00,100.0,24900,113.25,219.05,52.9,70.9,25000,106.3,169.9,34.0,129.0,-24.15,24.21,-12.46,41.22,-11.69,-17.01,0.060000000000002274
2024-09-18,Wednesday,25437.5,FALSE,09:26:00,100.0,25350,132.8,188.8,84.5,113.8,25450,120.85,226.9,77.45,164.15,-27.9,-1.67,-14.61,17.67,-13.29,-19.34,-29.57
2024-09-25,Wednesday,25922.65,FALSE,09:26:00,100.0,25900,99.7,152.0,72.35,126.25,25950,106.0,125.0,37.75,41.5,-22.63,47.49,-10.97,-15.95,-11.66,63.44,24.860000000000003
2024-10-01,Tuesday,26045.15,FALSE,09:26:00,104.0,25850,134.15,135.1,43.85,56.55,25950,124.75,242.75,123.1,157.8,62.54,0.0,76.26,0.0,-13.72,0.0,62.54
2024-10-09,Wednesday,25160.0,FALSE,09:26:00,100.0,25050,108.05,224.0,40.55,57.3,25000,118.1,136.0,29.0,88.45,-24.88,11.18,-11.89,-17.29,-12.99,28.47,-13.7
2024-10-16,Wednesday,25100.05,FALSE,09:26:00,100.0,24950,126.55,186.0,66.2,79.4,25100,129.95,220.0,79.05,147.65,-28.21,-39.25,-13.92,-20.25,-14.29,-19.0,-67.46000000000001
2024-10-23,Wednesday,24528.9,FALSE,09:26:00,96.0,24500,102.25,188.8,43.9,46.45,24450,109.65,143.9,42.3,87.0,-23.31,5.19,-11.25,-16.36,-12.06,21.55,-18.119999999999997
2024-10-30,Wednesday,24394.1,FALSE,09:26:00,96.0,24350,120.2,195.0,67.7,89.55,24450,129.25,164.45,51.65,114.85,-27.44,-39.91,-13.22,-19.23,-14.22,-20.68,-67.35
2024-11-06,Wednesday,24395.0,FALSE,09:26:00,96.0,24300,115.05,260.1,89.5,184.5,24250,108.3,107.9,12.3,15.5,79.06,-18.41,-12.66,-18.41,91.72,0.0,60.650000000000006
