Date,Day,Future,Expiry.Day,Time,Target,StrikeCE,CE Open,CE High,CE Low,CE Close,StrikePE,PE Open,PE High,PE Low,PE Close,PL0,PL1,PL0.CE,PL1.CE,PL0.PE,PL1.PE,Total PNL
2024-01-05,Friday,72079.69,TRUE,09:50:00,280.0,71800,315.7,341.3,81.25,226.1,72400,320.0,558.4,291.05,373.95,49.65,0.0,85.65,0.0,-36.0,0.0,49.65
2024-01-12,Friday,72070.76,TRUE,09:50:00,280.0,71700,379.15,936.45,374.05,868.15,72400,365.4,369.0,0.05,0.05,318.13,0.0,-42.65,0.0,360.78,0.0,318.13
2024-01-19,Friday,71724.5,TRUE,09:50:00,280.0,71500,316.75,404.2,156.25,183.9,72000,320.9,430.0,201.0,316.55,-71.73,-103.62,-35.63,-51.47,-36.1,-52.15,-175.35000000000002
2024-01-25,Thursday,70799.65,TRUE,09:50:00,280.0,70500,362.3,393.0,4.5,189.85,71000,328.35,759.2,308.85,310.2,130.98,-53.36,167.92,0.0,-36.94,-53.36,77.61999999999999
2024-02-02,Friday,72380.86,TRUE,09:50:00,280.0,72100,326.55,1186.4,0.1,0.1,72600,320.9,1518.65,42.0,513.65,-72.84,-110.89,-36.74,-53.06,-36.1,-57.83,-183.73000000000002
2024-02-09,Friday,71427.99,TRUE,09:50:00,280.0,71300,318.25,599.95,174.0,294.4,71600,287.4,419.3,3.85,5.6,-68.13,-98.42,-35.8,-51.72,-32.33,-46.7,-166.55
2024-02-16,Friday,72262.96,TRUE,09:50:00,280.0,72100,320.55,461.85,225.0,326.3,72500,314.85,321.45,64.0,74.45,200.4,-52.09,-36.06,-52.09,236.46,0.0,148.31
2024-02-23,Friday,73263.28,TRUE,09:50:00,280.0,73100,320.0,375.0,30.0,42.9,73600,349.45,477.1,260.4,456.3,-75.31,216.31,-36.0,273.1,-39.31,-56.79,141.0
2024-03-01,Friday,73039.8,TRUE,09:50:00,280.0,73000,334.6,823.1,278.0,746.7,73200,318.8,319.4,0.05,0.1,277.07,-54.37,-37.64,-54.37,314.71,0.0,222.7
2024-03-07,Thursday,74054.52,TRUE,09:50:00,280.0,73800,336.3,489.15,235.85,319.9,74400,369.2,500.0,207.1,281.1,-79.37,-128.41,-37.83,-68.42,-41.54,-59.99,-207.78
2024-03-15,Friday,72701.76,TRUE,09:50:00,280.0,72500,342.05,375.0,92.6,141.25,73000,315.2,486.45,266.9,358.1,161.06,-51.22,196.52,0.0,-35.46,-51.22,109.84
2024-03-22,Friday,72401.1,TRUE,09:50:00,280.0,72300,298.35,990.3,264.95,534.05,72600,272.05,296.05,0.05,0.05,235.04,0.0,-33.56,0.0,268.6,0.0,235.04
2024-03-28,Thursday,73562.07,TRUE,09:50:00,280.0,73400,271.45,850.2,119.3,250.5,73800,289.75,329.85,6.15,149.95,-63.14,-99.85,-30.54,-44.11,-32.6,-55.74,-162.99
2024-04-05,Friday,74099.74,TRUE,09:50:00,280.0,73900,339.7,408.45,203.9,348.55,74300,332.25,425.0,48.0,51.5,-75.6,-67.09,-38.22,-13.1,-37.38,-53.99,-142.69
