Date,Day,Future,Expiry.Day,Time,Target,StrikeCE,CE Open,CE High,CE Low,CE Close,StrikePE,PE Open,PE High,PE Low,PE Close,PL0,PL1,PL0.CE,PL1.CE,PL0.PE,PL1.PE,Total PNL
2024-01-04,Thursday,21685.45,TRUE,09:22:00,84.0,21500,103.5,163.3,98.1,158.6,21700,114.2,116.1,41.0,41.1,60.57,-16.56,-11.39,-16.56,71.96,0.0,44.010000000000005
2024-01-11,Thursday,21753.9,TRUE,09:22:00,84.0,21600,118.0,124.2,15.8,45.1,21800,100.75,214.6,95.25,154.7,60.64,-22.82,71.72,0.0,-11.08,-22.82,37.82
2024-01-18,Thursday,21471.85,TRUE,09:22:00,84.0,21400,78.75,131.25,16.65,62.1,21500,92.25,215.65,20.7,37.75,-18.81,-27.36,-8.66,-12.6,-10.15,-14.76,-46.17
2024-01-25,Thursday,21427.4,TRUE,09:22:00,84.0,21350,110.75,131.0,0.25,1.45,21500,110.0,262.2,90.35,149.15,-24.28,90.59,-12.18,108.19,-12.1,-17.6,66.31
2024-02-01,Thursday,21816.45,TRUE,09:22:00,84.0,21750,106.4,144.55,0.05,0.05,21700,102.8,133.9,1.55,2.7,-23.01,56.26,-11.7,-17.02,-11.31,73.28,33.25
2024-02-08,Thursday,22078.6,TRUE,09:22:00,88.0,21950,95.75,99.1,0.05,0.1,22100,113.75,445.0,110.95,381.2,82.18,0.0,94.69,0.0,-12.51,0.0,82.18
2024-02-15,Thursday,21926.0,TRUE,09:22:00,84.0,21800,116.95,168.8,55.05,110.4,21950,104.05,169.6,25.85,39.2,-24.31,-35.36,-12.86,-18.71,-11.45,-16.65,-59.67
2024-02-22,Thursday,22090.0,TRUE,09:22:00,88.0,21950,114.55,278.75,17.25,266.9,22100,98.95,263.2,0.05,0.05,-23.48,-37.53,-12.6,-21.7,-10.88,-15.83,-61.010000000000005
2024-02-29,Thursday,21899.05,TRUE,09:22:00,84.0,21850,106.25,199.4,54.3,134.0,21950,107.8,152.7,0.05,0.1,-23.55,-34.25,-11.69,-17.0,-11.86,-17.25,-57.8
2024-03-07,Thursday,22573.7,TRUE,09:22:00,88.0,22400,116.2,143.65,63.05,93.45,22600,125.25,165.0,77.2,106.35,-26.56,1.55,-12.78,21.59,-13.78,-20.04,-25.009999999999998
2024-03-14,Thursday,22090.2,TRUE,09:22:00,88.0,21900,119.25,328.1,107.2,246.05,22050,126.05,134.15,0.05,0.05,111.62,-19.08,-13.12,-19.08,124.74,0.0,92.54
2024-03-21,Thursday,22073.3,TRUE,09:22:00,88.0,21900,116.85,180.0,60.15,112.25,22100,119.2,170.0,47.05,87.6,-25.96,-37.77,-12.85,-18.7,-13.11,-19.07,-63.730000000000004
2024-03-28,Thursday,22229.8,TRUE,09:22:00,88.0,22150,101.2,383.9,93.25,177.8,22300,95.5,98.75,0.1,0.1,83.31,0.0,-11.13,0.0,94.44,0.0,83.31
2024-04-04,Thursday,22631.7,TRUE,09:22:00,88.0,22450,108.5,149.05,14.05,64.5,22600,94.65,332.85,41.75,85.35,-22.35,27.78,-11.94,42.92,-10.41,-15.14,5.43
2024-04-10,Wednesday,22766.0,TRUE,09:22:00,88.0,22600,111.9,164.8,90.0,153.75,22800,128.2,135.2,36.2,46.25,68.36,-17.9,-12.31,-17.9,80.67,0.0,50.46
2024-04-18,Thursday,22270.0,TRUE,09:22:00,88.0,22150,114.9,174.0,0.05,0.1,22350,113.05,433.4,55.35,355.4,-25.08,-36.47,-12.64,-18.38,-12.44,-18.09,-61.55
2024-04-25,Thursday,22335.0,TRUE,09:22:00,88.0,22250,110.1,401.9,108.15,321.65,22400,90.8,130.0,0.05,0.2,-22.1,-19.53,-12.11,0.0,-9.99,-19.53,-41.63
2024-05-02,Thursday,22721.05,TRUE,09:22:00,88.0,22600,100.4,155.0,46.35,48.5,22700,84.5,97.05,15.7,51.45,-20.34,16.14,-11.04,-16.06,-9.3,32.2,-4.199999999999999
2024-05-09,Thursday,22357.7,TRUE,09:22:00,88.0,22200,113.65,116.5,0.05,0.05,22350,117.75,402.05,114.0,393.15,99.51,0.0,112.46,0.0,-12.95,0.0,99.51
2024-05-16,Thursday,22394.0,TRUE,09:22:00,88.0,22250,96.95,169.85,1.3,154.1,22350,87.6,313.1,0.05,0.05,-20.3,-35.98,-10.66,-21.96,-9.64,-14.02,-56.28
2024-05-23,Thursday,22661.45,TRUE,09:22:00,88.0,22550,98.2,427.65,90.0,417.45,22650,94.25,109.8,0.05,0.05,-21.17,77.55,-10.8,-15.71,-10.37,93.26,56.379999999999995
2024-05-30,Thursday,22662.0,TRUE,09:22:00,88.0,22650,92.7,93.35,0.05,0.05,22700,99.2,287.9,99.25,209.9,80.81,0.0,91.72,0.0,-10.91,0.0,80.81
2024-06-06,Thursday,22785.0,TRUE,09:22:00,88.0,22800,89.8,134.9,2.45,21.4,22650,94.95,135.65,0.05,0.05,-20.32,161.45,-9.88,67.5,-10.44,93.95,141.13
2024-06-13,Thursday,23447.05,TRUE,09:22:00,92.0,23350,115.05,119.6,27.1,48.95,23500,99.55,163.0,88.2,100.6,54.0,-15.93,64.95,0.0,-10.95,-15.93,38.07
2024-06-20,Thursday,23475.0,TRUE,09:22:00,92.0,23450,93.65,182.85,55.5,116.8,23500,94.0,127.1,0.05,0.05,-20.64,-30.02,-10.3,-14.98,-10.34,-15.04,-50.66
2024-06-27,Thursday,23842.45,TRUE,09:22:00,92.0,23800,91.85,265.65,63.65,245.0,23900,105.9,140.15,0.1,0.15,-21.75,85.43,-10.1,-19.26,-11.65,104.69,63.68000000000001
2024-07-04,Thursday,24398.7,TRUE,09:22:00,96.0,24250,117.4,174.15,41.25,52.1,24450,130.0,158.75,63.15,147.85,-27.21,-39.58,-12.91,-18.78,-14.3,-20.8,-66.78999999999999
2024-07-11,Thursday,24377.4,TRUE,09:22:00,96.0,24250,113.5,114.75,16.15,66.2,24450,123.15,286.3,107.4,133.75,32.61,-19.7,46.16,0.0,-13.55,-19.7,12.91
2024-07-18,Thursday,24571.25,TRUE,09:22:00,96.0,24450,124.25,402.45,87.1,351.05,24650,111.25,158.65,0.05,0.1,-25.91,-37.68,-13.67,-19.88,-12.24,-17.8,-63.59
2024-07-25,Thursday,24211.3,TRUE,09:22:00,96.0,24150,104.05,273.05,102.7,256.0,24250,94.4,93.15,0.05,0.1,81.91,0.0,-11.45,0.0,93.36,0.0,81.91
2024-08-01,Thursday,25126.45,TRUE,09:22:00,100.0,25000,116.2,114.8,1.3,10.25,25150,99.7,185.0,95.65,139.9,93.82,-15.95,104.79,0.0,-10.97,-15.95,77.86999999999999
2024-08-08,Thursday,24243.65,TRUE,09:22:00,96.0,24200,104.0,182.8,0.05,0.15,24250,109.1,194.95,44.75,133.95,-23.44,-34.1,-11.44,-16.64,-12.0,-17.46,-57.540000000000006
2024-08-14,Wednesday,24177.75,TRUE,09:22:00,96.0,24100,101.85,101.05,20.0,43.5,24250,117.75,156.1,76.55,106.5,44.38,-18.84,57.33,0.0,-12.95,-18.84,25.540000000000003
2024-08-22,Thursday,24822.4,TRUE,09:22:00,96.0,24700,114.85,144.95,92.85,111.3,24900,120.2,133.05,70.0,88.2,-25.85,12.42,-12.63,-18.38,-13.22,30.8,-13.430000000000001
2024-08-29,Thursday,25035.1,TRUE,09:22:00,100.0,24950,111.95,270.85,55.35,202.25,25150,127.15,181.35,0.05,0.05,-26.3,-38.25,-12.31,-17.91,-13.99,-20.34,-64.55
