Date,Day,Expiry.Day,Start.Time,End.Time,Future,Strike,CE Price,PE Price,Premium,SL.Time,Target,UT Scrip,UT.open,UT.high,UT.low,UT.close,Straddle.PL,UT.PL,Total PNL
2024-01-01,Monday,FALSE,10:26:00,15:25:00,21841.55,"('22000CE', '21450PE')",27.9,27.4,55.3,2024-01-01 14:11:00,42.0,21700PE,48.8,86.9,36.15,84.95,-8.847999999999999,-15.127999999999998,-23.976
2024-01-08,Monday,FALSE,10:26:00,15:25:00,21748.0,"('21900CE', '21450PE')",29.2,26.15,55.349999999999994,2024-01-08 11:07:00,42.0,21750CE,48.9,58.85,26.4,26.7,-8.855999999999998,21.711,12.855
2024-01-15,Monday,FALSE,10:26:00,15:25:00,22035.25,"('22300CE', '21650PE')",25.95,27.85,53.8,,44.0,,,,,,0.46199999999999286,0.0,0.46199999999999286
2024-01-20,Saturday,FALSE,10:26:00,15:25:00,21698.0,"('22050CE', '21250PE')",25.65,24.9,50.55,,42.0,,,,,,4.194500000000003,0.0,4.194500000000003
2024-01-29,Monday,FALSE,10:26:00,15:25:00,21740.45,"('22200CE', '20900PE')",22.45,22.15,44.599999999999994,2024-01-29 12:59:00,42.0,21250PE,46.25,50.0,28.3,29.6,-7.135999999999998,16.1875,9.0515
2024-02-05,Monday,FALSE,10:26:00,15:25:00,21932.15,"('22350CE', '21350PE')",22.5,20.1,42.6,2024-02-05 14:45:00,42.0,22000CE,44.4,63.4,44.55,50.25,-6.816,-13.764,-20.58
2024-02-12,Monday,FALSE,10:26:00,15:25:00,21737.05,"('22050CE', '21250PE')",22.85,24.55,47.400000000000006,2024-02-12 12:56:00,42.0,21900CE,50.4,59.85,38.1,44.5,-7.5840000000000005,5.395999999999999,-2.1880000000000015
2024-02-19,Monday,FALSE,10:26:00,15:25:00,22146.0,"('22450CE', '21650PE')",23.15,25.2,48.349999999999994,2024-02-19 11:14:00,44.0,21850PE,51.0,53.15,35.75,48.35,-7.735999999999999,2.139999999999999,-5.596
2024-02-26,Monday,FALSE,10:26:00,15:25:00,22156.5,"('22500CE', '21750PE')",29.05,29.5,58.55,,44.0,,,,,,13.264499999999995,0.0,13.264499999999995
2024-03-04,Monday,FALSE,10:26:00,15:25:00,22527.65,"('22700CE', '22050PE')",30.6,31.45,62.05,,44.0,,,,,,11.279499999999999,0.0,11.279499999999999
