Date,Day,Expiry.Day,Start.Time,End.Time,Future,Strike,CE Price,PE Price,Premium,SL.Time,Target,UT Scrip,UT.open,UT.high,UT.low,UT.close,Straddle.PL,UT.PL,Total PNL
2024-01-03,Wednesday,FALSE,10:14:00,15:25:00,71560.71,"('72500CE', '70600PE')",74.55,68.8,143.35,,140.0,,,,,,61.608124999999994,0.0,61.608124999999994
2024-01-10,Wednesday,FALSE,10:14:00,15:25:00,71390.49,"('72200CE', '70500PE')",81.95,86.6,168.55,,140.0,,,,,,38.643125,0.0,38.643125
2024-01-17,Wednesday,FALSE,10:14:00,15:25:00,72282.22,"('73300CE', '71200PE')",75.7,76.4,152.10000000000002,2024-01-17 10:57:00,140.0,72800CE,140.05,149.75,57.45,62.2,-24.716250000000002,76.09937500000001,51.38312500000001
2024-01-23,Tuesday,FALSE,10:14:00,15:25:00,71734.98,"('72700CE', '70800PE')",83.25,88.15,171.4,2024-01-23 10:27:00,140.0,72200CE,152.85,162.1,35.7,42.4,-27.8525,108.53937499999999,80.68687499999999
2024-01-31,Wednesday,FALSE,10:14:00,15:25:00,71414.86,"('73700CE', '69300PE')",72.8,70.75,143.55,2024-01-31 11:40:00,140.0,70400PE,150.35,176.9,128.1,163.65,-23.326875,-15.179375000000011,-38.50625000000001
2024-02-07,Wednesday,FALSE,10:14:00,15:25:00,72414.67,"('73700CE', '70800PE')",77.1,74.7,151.8,,140.0,,,,,,54.70250000000002,0.0,54.70250000000002
2024-02-14,Wednesday,FALSE,10:14:00,15:25:00,71094.85,"('72300CE', '69800PE')",74.95,78.65,153.60000000000002,2024-02-14 14:24:00,140.0,70900PE,157.65,176.2,89.7,89.9,-24.960000000000004,65.779375,40.819374999999994
2024-02-21,Wednesday,FALSE,10:14:00,15:25:00,73101.91,"('74100CE', '71800PE')",77.4,81.4,158.8,2024-02-21 14:39:00,140.0,73200CE,153.05,176.05,121.95,127.25,-25.805,23.88687500000001,-1.9181249999999892
2024-02-28,Wednesday,FALSE,10:14:00,15:25:00,73183.26,"('74200CE', '71900PE')",81.05,77.15,158.2,2024-02-28 10:51:00,140.0,73700CE,151.25,152.7,53.4,58.1,-25.707499999999996,91.259375,65.55187500000001
2024-03-05,Tuesday,FALSE,10:14:00,15:25:00,73587.67,"('74500CE', '72400PE')",82.0,77.1,159.1,,140.0,,,,,,52.961249999999986,0.0,52.961249999999986
2024-03-13,Wednesday,FALSE,10:14:00,15:25:00,73789.57,"('74800CE', '72700PE')",83.5,86.65,170.15,2024-03-13 11:23:00,140.0,74200CE,157.35,159.95,31.8,34.95,-27.649375,120.43312499999999,92.78375
2024-03-20,Wednesday,FALSE,10:14:00,15:25:00,71867.84,"('73000CE', '70900PE')",80.45,83.1,163.55,,140.0,,,,,,26.505625000000013,0.0,26.505625000000013
2024-03-26,Tuesday,FALSE,10:14:00,15:25:00,72536.46,"('73600CE', '71600PE')",75.0,78.45,153.45,,140.0,,,,,,56.83187499999998,0.0,56.83187499999998
2024-04-03,Wednesday,FALSE,10:14:00,15:25:00,73878.97,"('74700CE', '73000PE')",74.5,75.6,150.1,2024-04-03 12:46:00,140.0,73600PE,146.5,192.95,132.5,181.55,-24.391249999999996,-45.78124999999999,-70.17249999999999
2024-04-09,Tuesday,FALSE,10:14:00,15:25:00,75034.0,"('75700CE', '74100PE')",94.75,94.2,188.95,,150.0,,,,,,23.68812500000001,0.0,23.68812500000001
2024-04-16,Tuesday,FALSE,10:14:00,15:25:00,73070.35,"('74100CE', '71800PE')",70.2,71.55,141.75,,140.0,,,,,,7.178124999999989,0.0,7.178124999999989
2024-04-24,Wednesday,FALSE,10:14:00,15:25:00,73994.79,"('74700CE', '73100PE')",79.0,79.3,158.3,,140.0,,,,,,21.921250000000004,0.0,21.921250000000004
2024-04-30,Tuesday,FALSE,10:14:00,15:25:00,74919.54,"('76100CE', '73600PE')",72.55,69.25,141.8,,140.0,,,,,,22.077500000000022,0.0,22.077500000000022
2024-05-08,Wednesday,FALSE,10:14:00,15:25:00,73362.97,"('74600CE', '72200PE')",78.75,72.3,151.05,,140.0,,,,,,68.21187500000002,0.0,68.21187500000002
2024-05-15,Wednesday,FALSE,10:14:00,15:25:00,72948.24,"('74000CE', '71800PE')",82.6,82.8,165.39999999999998,,140.0,,,,,,49.93249999999997,0.0,49.93249999999997
2024-05-22,Wednesday,FALSE,10:14:00,15:25:00,74089.63,"('75100CE', '72900PE')",80.4,79.6,160.0,,140.0,,,,,,53.349999999999994,0.0,53.349999999999994
2024-05-29,Wednesday,FALSE,10:14:00,15:25:00,74735.62,"('76000CE', '73700PE')",77.2,76.65,153.85000000000002,2024-05-29 10:22:00,140.0,75600CE,142.05,186.55,102.35,114.3,-25.000625000000003,-44.390625,-69.39125
2024-06-05,Wednesday,FALSE,10:14:00,15:25:00,72643.71,"('75000CE', '69500PE')",80.25,104.3,184.55,2024-06-05 11:11:00,140.0,71100PE,140.3,225.5,48.7,58.25,-29.989375000000003,-43.84375,-73.833125
2024-06-12,Wednesday,FALSE,10:14:00,15:25:00,76933.6,"('78100CE', '75700PE')",82.2,86.55,168.75,,150.0,,,,,,7.240624999999994,0.0,7.240624999999994
2024-06-19,Wednesday,FALSE,10:14:00,15:25:00,77317.9,"('78100CE', '76300PE')",90.8,88.35,179.14999999999998,2024-06-19 10:23:00,150.0,77800CE,153.2,426.45,97.45,155.0,-29.111874999999994,-47.87499999999999,-76.98687499999998
2024-06-26,Wednesday,FALSE,10:14:00,15:25:00,77983.18,"('79000CE', '76700PE')",77.2,77.95,155.15,2024-06-26 10:56:00,150.0,77500PE,169.65,169.85,82.5,89.6,-25.211875,77.92937500000001,52.71750000000001
2024-07-03,Wednesday,FALSE,10:14:00,15:25:00,79932.35,"('80900CE', '78800PE')",84.4,88.6,173.0,,150.0,,,,,,31.237499999999976,0.0,31.237499999999976
2024-07-10,Wednesday,FALSE,10:14:00,15:25:00,79993.86,"('80900CE', '79200PE')",84.05,84.25,168.3,2024-07-10 10:22:00,150.0,80400CE,168.75,176.95,99.6,155.95,-27.348750000000003,10.690625000000011,-16.65812499999999
2024-07-16,Tuesday,FALSE,10:14:00,15:25:00,80800.28,"('81800CE', '79600PE')",85.55,84.3,169.85,,160.0,,,,,,55.32687499999999,0.0,55.32687499999999
2024-07-24,Wednesday,FALSE,10:14:00,15:25:00,80284.27,"('81400CE', '79200PE')",84.8,82.55,167.35,2024-07-24 10:28:00,160.0,80900CE,169.85,230.0,84.95,101.2,-27.194375,-53.078125,-80.27250000000001
2024-07-31,Wednesday,FALSE,10:14:00,15:25:00,81702.05,"('82700CE', '80700PE')",91.15,86.3,177.45,,160.0,,,,,,3.031875,0.0,3.031875
2024-08-07,Wednesday,FALSE,10:14:00,15:25:00,79181.93,"('80600CE', '77400PE')",81.2,78.45,159.65,2024-08-07 10:30:00,150.0,78500PE,154.5,240.0,111.6,125.6,-25.943125000000002,-48.28125,-74.22437500000001
2024-08-13,Tuesday,FALSE,10:14:00,15:25:00,79572.29,"('80700CE', '78300PE')",85.0,82.75,167.75,2024-08-13 13:53:00,150.0,79900CE,161.65,166.55,120.95,146.75,-27.259375,12.879375000000005,-14.379999999999994
2024-08-21,Wednesday,FALSE,10:14:00,15:25:00,80745.91,"('81500CE', '79900PE')",94.45,88.45,182.9,,160.0,,,,,,16.46375,0.0,16.46375
2024-08-28,Wednesday,FALSE,10:14:00,15:25:00,81699.54,"('82300CE', '81100PE')",96.2,96.05,192.25,2024-08-28 11:19:00,160.0,81600PE,185.4,218.95,149.9,210.0,-31.240624999999998,-26.917499999999993,-58.15812499999999
2024-09-04,Wednesday,FALSE,10:14:00,15:25:00,82185.17,"('82900CE', '81300PE')",86.2,91.85,178.05,,160.0,,,,,,11.82437500000001,0.0,11.82437500000001
2024-09-11,Wednesday,FALSE,10:14:00,15:25:00,81964.73,"('82600CE', '81200PE')",87.9,86.9,174.8,2024-09-11 14:04:00,160.0,82000CE,189.6,208.15,126.4,146.0,-28.405,41.23,12.824999999999996
2024-09-18,Wednesday,FALSE,10:14:00,15:25:00,83077.38,"('84100CE', '81900PE')",88.8,83.85,172.64999999999998,2024-09-18 10:42:00,160.0,82500PE,173.7,433.25,147.3,317.55,-28.055624999999996,-54.28124999999999,-82.33687499999999
2024-09-25,Wednesday,FALSE,10:14:00,15:25:00,84868.66,"('85800CE', '83700PE')",88.15,83.1,171.25,,160.0,,,,,,12.409375000000011,0.0,12.409375000000011
2024-10-01,Tuesday,FALSE,10:14:00,15:25:00,84405.11,"('85600CE', '83200PE')",85.3,81.35,166.64999999999998,2024-10-01 10:35:00,160.0,84800CE,175.1,298.65,158.1,205.05,-27.080624999999994,-54.71874999999999,-81.79937499999998
2024-10-09,Wednesday,FALSE,10:14:00,15:25:00,82145.56,"('83600CE', '80600PE')",86.45,87.95,174.4,2024-10-09 15:00:00,160.0,82200CE,177.25,206.0,149.6,200.0,-28.34,-24.965625,-53.305625
2024-10-16,Wednesday,FALSE,10:14:00,15:25:00,81815.64,"('82700CE', '81000PE')",91.0,85.8,176.8,2024-10-16 11:15:00,160.0,82200CE,175.25,225.65,102.55,114.0,-28.73,59.059375,30.329375000000002
2024-10-23,Wednesday,FALSE,10:14:00,15:25:00,80360.76,"('81700CE', '79000PE')",82.1,86.0,168.1,,160.0,,,,,,60.09875,0.0,60.09875
2024-10-29,Tuesday,FALSE,10:14:00,15:25:00,79688.52,"('80800CE', '78500PE')",79.15,78.9,158.05,2024-10-29 14:07:00,150.0,79800PE,161.05,173.1,93.75,116.0,-25.683125,43.03687500000001,17.35375000000001
2024-11-06,Wednesday,FALSE,10:14:00,15:25:00,80001.97,"('81400CE', '78600PE')",86.8,84.85,171.64999999999998,2024-11-06 10:30:00,160.0,80600CE,162.0,437.4,150.2,315.0,-27.893124999999994,-50.625,-78.518125
2024-11-12,Tuesday,FALSE,10:14:00,15:25:00,79585.46,"('80500CE', '78600PE')",78.15,78.5,156.65,2024-11-12 10:38:00,150.0,80000CE,161.7,192.95,55.2,60.55,-25.455624999999998,99.12875,73.673125
2024-11-19,Tuesday,FALSE,10:14:00,15:25:00,78113.38,"('79100CE', '76900PE')",79.65,77.0,156.65,2024-11-19 10:26:00,150.0,77600PE,165.75,570.0,115.05,525.75,-25.455624999999998,-51.796875,-77.2525
2024-11-27,Wednesday,FALSE,10:14:00,15:25:00,80036.08,"('81100CE', '78900PE')",80.1,81.0,161.1,2024-11-27 12:22:00,160.0,79700PE,171.0,176.25,107.7,134.5,-26.17875,34.3625,8.183749999999996
2024-12-04,Wednesday,FALSE,10:14:00,15:25:00,81164.04,"('82600CE', '79200PE')",83.05,78.8,161.85,2024-12-04 11:56:00,160.0,81800CE,171.25,258.0,144.7,208.0,-26.300625,-53.515625,-79.81625
2024-12-11,Wednesday,FALSE,10:14:00,15:25:00,81536.34,"('82600CE', '80500PE')",88.2,84.0,172.2,2024-12-11 10:26:00,160.0,81000PE,160.85,163.75,113.5,131.8,-27.982499999999998,27.039374999999982,-0.9431250000000162
