Date,Day,Expiry.Day,Start.Time,End.Time,Future,Strike,CE Price,PE Price,Premium,SL.Time,Target,UT Scrip,UT.open,UT.high,UT.low,UT.close,Straddle.PL,UT.PL,Total PNL
2024-01-03,Wednesday,FALSE,09:20:00,15:25:00,21708.15,"('21750CE', '21450PE')",30.2,27.15,57.349999999999994,,42.0,,,,,,21.926499999999994,0.0,21.926499999999994
2024-01-10,Wednesday,FALSE,09:20:00,15:25:00,21603.1,"('21700CE', '21350PE')",23.15,21.75,44.9,2024-01-10 09:28:00,42.0,21550CE,51.8,156.4,38.8,132.25,-7.183999999999999,-16.058,-23.241999999999997
2024-01-17,Wednesday,FALSE,09:20:00,15:25:00,21835.5,"('22050CE', '21550PE')",23.15,24.3,47.45,2024-01-17 11:42:00,42.0,21800CE,43.6,48.75,11.6,13.75,-7.5920000000000005,29.414,21.822000000000003
2024-01-24,Wednesday,FALSE,09:20:00,15:25:00,21195.85,"('21450CE', '20850PE')",27.0,26.1,53.1,2024-01-24 09:22:00,42.0,21050PE,50.55,64.55,5.1,5.45,-8.496,44.5945,36.098499999999994
2024-01-31,Wednesday,FALSE,09:20:00,15:25:00,21604.0,"('21900CE', '21000PE')",25.55,23.9,49.45,2024-01-31 09:45:00,42.0,21300PE,42.25,51.95,14.85,19.75,-7.912000000000001,22.0775,14.1655
2024-02-07,Wednesday,FALSE,09:20:00,15:25:00,22077.0,"('22250CE', '21750PE')",27.95,28.2,56.15,2024-02-07 11:56:00,44.0,21950CE,52.65,104.4,49.05,80.4,-8.984,-16.321499999999997,-25.305499999999995
2024-02-14,Wednesday,FALSE,09:20:00,15:25:00,21658.3,"('21800CE', '21300PE')",23.85,23.75,47.6,2024-02-14 14:14:00,42.0,21650PE,45.1,47.25,15.95,16.55,-7.616,28.099,20.483
2024-02-21,Wednesday,FALSE,09:20:00,15:25:00,22237.0,"('22400CE', '21950PE')",27.9,28.1,56.0,2024-02-21 14:40:00,44.0,22050CE,59.6,85.8,46.75,53.15,-8.96,-18.476,-27.436
2024-02-28,Wednesday,FALSE,09:20:00,15:25:00,22202.0,"('22400CE', '21950PE')",26.45,24.4,50.849999999999994,2024-02-28 10:57:00,44.0,22200CE,47.1,47.8,13.25,13.6,-8.136,33.029,24.893000000000004
2024-03-06,Wednesday,FALSE,09:20:00,15:25:00,22410.0,"('22500CE', '22100PE')",22.65,25.1,47.75,2024-03-06 09:45:00,44.0,22250PE,53.3,101.5,11.3,11.7,-7.64,-16.523,-24.163
2024-03-13,Wednesday,FALSE,09:20:00,15:25:00,22461.6,"('22550CE', '22200PE')",32.75,29.5,62.25,2024-03-13 09:37:00,44.0,22450CE,54.2,60.5,3.35,3.4,-9.96,50.258,40.298
2024-03-20,Wednesday,FALSE,09:20:00,15:25:00,21945.25,"('22100CE', '21650PE')",25.8,22.9,48.7,2024-03-20 10:02:00,42.0,21900CE,55.95,99.85,31.35,54.45,-7.792,-17.3445,-25.136499999999998
2024-03-27,Wednesday,FALSE,09:20:00,15:25:00,22088.65,"('22250CE', '21900PE')",22.4,28.6,51.0,2024-03-27 09:31:00,44.0,22050PE,51.7,51.8,15.05,15.95,-8.16,35.233,27.072999999999997
2024-04-03,Wednesday,FALSE,09:20:00,15:25:00,22467.4,"('22500CE', '22200PE')",25.4,27.45,52.849999999999994,2024-04-03 10:08:00,44.0,22350PE,46.2,48.95,15.45,28.15,-8.455999999999998,17.588000000000005,9.132000000000007
2024-04-09,Tuesday,FALSE,09:20:00,15:25:00,22780.1,"('22850CE', '22500PE')",25.0,23.05,48.05,,44.0,,,,,,21.619499999999995,0.0,21.619499999999995
2024-04-16,Tuesday,FALSE,09:20:00,15:25:00,22205.5,"('22350CE', '21900PE')",28.2,26.1,54.3,,44.0,,,,,,20.506999999999998,0.0,20.506999999999998
2024-04-24,Wednesday,FALSE,09:20:00,15:25:00,22411.1,"('22550CE', '22250PE')",24.05,26.65,50.7,,44.0,,,,,,24.093,0.0,24.093
2024-04-30,Tuesday,FALSE,09:20:00,15:25:00,22763.7,"('22850CE', '22400PE')",23.6,23.65,47.25,2024-04-30 09:41:00,44.0,22600PE,49.9,66.7,24.5,59.15,-7.56,-15.469,-23.029
2024-05-08,Wednesday,FALSE,09:20:00,15:25:00,22320.0,"('22500CE', '22000PE')",24.15,27.45,51.599999999999994,,44.0,,,,,,31.483999999999995,0.0,31.483999999999995
2024-05-15,Wednesday,FALSE,09:20:00,15:25:00,22338.05,"('22450CE', '22000PE')",24.1,21.0,45.1,2024-05-15 10:08:00,44.0,22250CE,54.35,87.3,37.3,48.9,-7.215999999999999,-16.8485,-24.064500000000002
2024-05-22,Wednesday,FALSE,09:20:00,15:25:00,22615.7,"('22700CE', '22350PE')",33.2,34.05,67.25,,44.0,,,,,,20.3275,0.0,20.3275
2024-05-29,Wednesday,FALSE,09:20:00,15:25:00,22833.95,"('23050CE', '22550PE')",29.4,25.7,55.099999999999994,,44.0,,,,,,21.698999999999995,0.0,21.698999999999995
2024-06-05,Wednesday,FALSE,09:20:00,15:25:00,21933.8,"('22650CE', '20600PE')",22.25,22.5,44.75,2024-06-05 11:10:00,42.0,21800PE,47.55,73.4,9.45,12.55,-7.159999999999999,-14.740499999999999,-21.900499999999997
2024-06-12,Wednesday,FALSE,09:20:00,15:25:00,23349.6,"('23500CE', '23100PE')",31.65,30.7,62.349999999999994,2024-06-12 09:40:00,46.0,23250PE,56.15,64.9,30.85,53.45,-9.975999999999999,2.1384999999999956,-7.837500000000004
2024-06-19,Wednesday,FALSE,09:20:00,15:25:00,23599.55,"('23700CE', '23450PE')",33.95,33.0,66.95,2024-06-19 09:30:00,46.0,23600CE,64.7,141.5,27.4,37.7,-10.712,-20.057,-30.769
2024-06-26,Wednesday,FALSE,09:20:00,15:25:00,23706.5,"('23900CE', '23450PE')",27.4,26.2,53.599999999999994,2024-06-26 11:29:00,46.0,23750PE,60.1,61.5,28.2,33.1,-8.575999999999999,26.399,17.823
2024-07-03,Wednesday,FALSE,09:20:00,15:25:00,24298.4,"('24400CE', '24000PE')",27.2,24.0,51.2,2024-07-03 09:22:00,48.0,24150PE,53.85,67.0,25.55,26.7,-8.192,26.611500000000003,18.419500000000003
2024-07-10,Wednesday,FALSE,09:20:00,15:25:00,24451.6,"('24550CE', '24250PE')",27.35,29.35,56.7,2024-07-10 10:20:00,48.0,24400CE,50.1,51.0,17.5,32.1,-9.072000000000001,17.499,8.426999999999998
2024-07-16,Tuesday,FALSE,09:20:00,15:25:00,24627.0,"('24800CE', '24400PE')",24.05,26.95,51.0,,48.0,,,,,,27.889999999999997,0.0,27.889999999999997
2024-07-24,Wednesday,FALSE,09:20:00,15:25:00,24445.05,"('24700CE', '24200PE')",27.05,29.5,56.55,2024-07-24 09:39:00,48.0,24500CE,60.25,92.55,23.0,39.45,-9.048,-18.6775,-27.725499999999997
2024-07-31,Wednesday,FALSE,09:20:00,15:25:00,24951.95,"('25050CE', '24750PE')",35.45,37.35,72.80000000000001,,48.0,,,,,,3.322000000000011,0.0,3.322000000000011
2024-08-07,Wednesday,FALSE,09:20:00,15:25:00,24325.35,"('24550CE', '23950PE')",23.55,25.7,49.25,,48.0,,,,,,18.8575,0.0,18.8575
2024-08-13,Tuesday,FALSE,09:20:00,15:25:00,24344.0,"('24550CE', '24050PE')",26.95,27.0,53.95,2024-08-13 14:05:00,48.0,24200CE,63.25,76.7,53.8,63.8,-8.632,-1.1824999999999972,-9.814499999999997
2024-08-21,Wednesday,FALSE,09:20:00,15:25:00,24725.05,"('24850CE', '24550PE')",26.65,29.85,56.5,,48.0,,,,,,20.385,0.0,20.385
2024-08-28,Wednesday,FALSE,09:20:00,15:25:00,25039.5,"('25150CE', '24900PE')",30.55,28.9,59.45,2024-08-28 11:33:00,50.0,25100PE,61.8,103.35,44.9,84.75,-9.512,-19.157999999999998,-28.669999999999998
2024-09-04,Wednesday,FALSE,09:20:00,15:25:00,25171.8,"('25250CE', '24900PE')",30.4,27.35,57.75,,50.0,,,,,,14.9225,0.0,14.9225
2024-09-11,Wednesday,FALSE,09:20:00,15:25:00,25061.85,"('25150CE', '24850PE')",26.2,24.75,50.95,2024-09-11 09:26:00,50.0,25000CE,61.85,137.45,24.05,31.6,-8.152000000000001,-19.1735,-27.3255
2024-09-18,Wednesday,FALSE,09:20:00,15:25:00,25429.95,"('25600CE', '25150PE')",25.5,27.05,52.55,2024-09-18 09:50:00,50.0,25350PE,64.35,162.0,46.8,108.35,-8.408,-19.948499999999996,-28.356499999999997
2024-09-25,Wednesday,FALSE,09:20:00,15:25:00,25924.65,"('26100CE', '25700PE')",26.6,23.6,50.2,,50.0,,,,,,15.948000000000002,0.0,15.948000000000002
2024-10-01,Tuesday,FALSE,09:20:00,15:25:00,26036.9,"('26150CE', '25650PE')",27.9,30.0,57.9,2024-10-01 10:33:00,52.0,25850CE,58.4,108.65,43.85,56.55,-9.264,-18.104,-27.368
2024-10-09,Wednesday,FALSE,09:20:00,15:25:00,25167.15,"('25350CE', '24650PE')",26.05,27.95,54.0,2024-10-09 10:09:00,50.0,25000PE,52.15,136.0,29.0,88.45,-8.64,-16.1665,-24.8065
2024-10-16,Wednesday,FALSE,09:20:00,15:25:00,25100.0,"('25200CE', '24850PE')",28.6,26.4,55.0,2024-10-16 11:18:00,50.0,25000CE,68.15,127.6,47.6,52.65,-8.8,-21.1265,-29.9265
2024-10-23,Wednesday,FALSE,09:20:00,15:25:00,24547.8,"('24750CE', '24200PE')",29.1,29.4,58.5,2024-10-23 09:39:00,48.0,24600CE,49.5,121.0,17.55,18.7,-9.36,-15.344999999999999,-24.705
2024-10-30,Wednesday,FALSE,09:20:00,15:25:00,24383.9,"('24550CE', '24150PE')",32.6,31.05,63.650000000000006,2024-10-30 09:41:00,48.0,24300PE,52.65,75.0,18.05,44.65,-10.184000000000001,-16.321499999999997,-26.505499999999998
