Date,Day,Expiry.Day,Start.Time,End.Time,Future,Strike,CE Price,PE Price,Premium,SL.Time,Target,UT Scrip,UT.open,UT.high,UT.low,UT.close,Straddle.PL,UT.PL,Total PNL
2024-01-03,Wednesday,FALSE,10:02:00,15:25:00,71549.78,"('72500CE', '70600PE')",72.05,76.85,148.89999999999998,,140.0,,,,,,67.08874999999998,0.0,67.08874999999998
2024-01-10,Wednesday,FALSE,10:02:00,15:25:00,71342.28,"('72200CE', '70300PE')",76.15,74.0,150.15,,140.0,,,,,,26.723124999999996,0.0,26.723124999999996
2024-01-17,Wednesday,FALSE,10:02:00,15:25:00,72281.57,"('73300CE', '71200PE')",77.75,76.1,153.85,2024-01-17 11:04:00,140.0,72800CE,143.5,149.75,57.45,62.2,-25.000624999999996,79.50625,54.505624999999995
2024-01-23,Tuesday,FALSE,10:02:00,15:25:00,71708.44,"('72800CE', '70600PE')",73.55,70.65,144.2,2024-01-23 10:40:00,140.0,72000CE,166.3,175.2,41.8,51.65,-23.432499999999997,112.57125,89.13875000000002
2024-01-31,Wednesday,FALSE,10:02:00,15:25:00,71154.24,"('73500CE', '69000PE')",74.0,75.85,149.85,2024-01-31 11:40:00,140.0,70400PE,150.35,176.9,128.1,163.65,-24.350625,-15.179375000000011,-39.530000000000015
2024-02-07,Wednesday,FALSE,10:02:00,15:25:00,72365.62,"('73700CE', '70800PE')",78.15,79.65,157.8,,140.0,,,,,,60.627500000000026,0.0,60.627500000000026
2024-02-14,Wednesday,FALSE,10:02:00,15:25:00,71078.29,"('72300CE', '69800PE')",72.95,76.2,149.15,2024-02-14 14:24:00,140.0,70900PE,157.65,176.2,89.7,89.9,-24.236874999999998,65.779375,41.542500000000004
2024-02-21,Wednesday,FALSE,10:02:00,15:25:00,73208.32,"('74200CE', '71800PE')",74.0,77.65,151.65,2024-02-21 14:39:00,140.0,73200CE,153.05,176.05,121.95,127.25,-24.643124999999998,23.88687500000001,-0.7562499999999872
2024-02-28,Wednesday,FALSE,10:02:00,15:25:00,73091.88,"('74200CE', '71800PE')",77.85,78.2,156.05,2024-02-28 10:58:00,140.0,73600CE,143.55,146.85,60.0,68.15,-25.358125,73.605625,48.2475
2024-03-05,Tuesday,FALSE,10:02:00,15:25:00,73584.51,"('74600CE', '72300PE')",72.85,68.4,141.25,,140.0,,,,,,54.28437500000001,0.0,54.28437500000001
2024-03-13,Wednesday,FALSE,10:02:00,15:25:00,73593.2,"('74700CE', '72400PE')",82.0,78.9,160.9,2024-03-13 11:49:00,140.0,74000CE,160.85,173.65,0.4,49.85,-26.146250000000002,108.989375,82.84312499999999
