Date,Day,Expiry.Day,Time,ST0,ST0.O,ST0.SL.Trigg,ST0.SL.Time,ST0.PL,Total PNL
2024-01-01,Monday,FALSE,09:26:00,"('21900CE', '21550PE')",105.0,False,,29.499999999999996,29.499999999999996
2024-01-08,Monday,FALSE,09:26:00,"('21900CE', '21600PE')",90.65,True,15:13:00,-72.85649999999998,-72.85649999999998
2024-01-15,Monday,FALSE,09:26:00,"('22250CE', '21850PE')",100.15,False,,13.348500000000008,13.348500000000008
2024-01-20,Saturday,FALSE,09:26:00,"('21950CE', '21500PE')",104.35,False,,-7.243500000000003,-7.243500000000003
2024-01-29,Monday,FALSE,09:26:00,"('22050CE', '21150PE')",90.0,False,,-0.4499999999999972,-0.4499999999999972
2024-02-05,Monday,FALSE,09:26:00,"('22250CE', '21600PE')",99.1,False,,-2.3410000000000086,-2.3410000000000086
2024-02-12,Monday,FALSE,09:26:00,"('22050CE', '21450PE')",91.05000000000001,False,,2.6895000000000087,2.6895000000000087
2024-02-19,Monday,FALSE,09:26:00,"('22300CE', '21800PE')",108.1,False,,13.169,13.169
2024-02-26,Monday,FALSE,09:26:00,"('22450CE', '21900PE')",93.5,False,,15.765000000000002,15.765000000000002
2024-03-04,Monday,FALSE,09:26:00,"('22650CE', '22100PE')",89.9,False,,23.001000000000005,23.001000000000005
2024-03-11,Monday,FALSE,09:26:00,"('22700CE', '22250PE')",91.25,False,,1.137499999999997,1.137499999999997
2024-03-18,Monday,FALSE,09:26:00,"('22300CE', '21750PE')",88.55000000000001,False,,26.91450000000001,26.91450000000001
2024-03-22,Friday,FALSE,09:26:00,"('22200CE', '21700PE')",98.45,False,,-13.884500000000006,-13.884500000000006
2024-04-01,Monday,FALSE,09:26:00,"('22750CE', '22300PE')",94.4,False,,31.156000000000002,31.156000000000002
2024-04-05,Friday,FALSE,09:26:00,"('22700CE', '22200PE')",95.8,False,,21.441999999999993,21.441999999999993
