Date,Day,Expiry.Day,Time,ST0,ST0.O,ST0.SL.Trigg,ST0.SL.Time,ST0.PL,Total PNL
2024-01-02,Tuesday,FALSE,09:46:00,"('21850CE', '21650PE')",110.1,False,,5.399,5.399
2024-01-09,Tuesday,FALSE,09:46:00,"('21700CE', '21550PE')",115.55000000000001,False,,9.394500000000011,9.394500000000011
2024-01-16,Tuesday,FALSE,09:46:00,"('22200CE', '21900PE')",96.2,False,,25.688000000000006,25.688000000000006
2024-01-23,Tuesday,FALSE,09:46:00,"('21900CE', '21600PE')",94.05000000000001,True,11:45:00,-124.89049999999999,-124.89049999999999
2024-01-30,Tuesday,FALSE,09:46:00,"('22150CE', '21400PE')",101.35,False,,6.436499999999988,6.436499999999988
2024-02-06,Tuesday,FALSE,09:46:00,"('22050CE', '21550PE')",100.6,False,,6.993999999999986,6.993999999999986
2024-02-13,Tuesday,FALSE,09:46:00,"('21850CE', '21350PE')",91.95,False,,10.030500000000004,10.030500000000004
2024-02-20,Tuesday,FALSE,09:46:00,"('22300CE', '21850PE')",95.5,False,,9.594999999999997,9.594999999999997
2024-02-27,Tuesday,FALSE,09:46:00,"('22350CE', '21900PE')",94.85,False,,29.101499999999984,29.101499999999984
2024-03-05,Tuesday,FALSE,09:46:00,"('22500CE', '22150PE')",97.05,False,,31.829499999999996,31.829499999999996
2024-03-12,Tuesday,FALSE,09:46:00,"('22600CE', '22250PE')",88.3,False,,14.166999999999998,14.166999999999998
2024-03-19,Tuesday,FALSE,09:46:00,"('22150CE', '21750PE')",98.05,False,,10.469500000000004,10.469500000000004
2024-03-26,Tuesday,FALSE,09:46:00,"('22200CE', '21900PE')",106.65,False,,26.283500000000007,26.283500000000007
2024-04-02,Tuesday,FALSE,09:46:00,"('22550CE', '22350PE')",118.25,False,,27.967500000000005,27.967500000000005
2024-04-08,Monday,FALSE,09:46:00,"('22700CE', '22500PE')",122.9,False,,7.521,7.521
2024-04-15,Monday,FALSE,09:46:00,"('22550CE', '22100PE')",91.7,False,,28.683,28.683
2024-04-23,Tuesday,FALSE,09:46:00,"('22500CE', '22200PE')",94.55,False,,26.854499999999998,26.854499999999998
2024-04-29,Monday,FALSE,09:46:00,"('22700CE', '22300PE')",89.35,False,,-10.243500000000008,-10.243500000000008
2024-05-07,Tuesday,FALSE,09:46:00,"('22650CE', '22300PE')",105.05,False,,-16.400500000000008,-16.400500000000008
2024-05-14,Tuesday,FALSE,09:46:00,"('22300CE', '21900PE')",92.30000000000001,False,,12.927000000000008,12.927000000000008
2024-05-21,Tuesday,FALSE,09:46:00,"('22650CE', '22300PE')",103.4,False,,20.065999999999995,20.065999999999995
2024-05-28,Tuesday,FALSE,09:46:00,"('23200CE', '22750PE')",96.5,False,,24.785,24.785
2024-06-04,Tuesday,FALSE,09:46:00,"('24700CE', '20800PE')",96.15,False,,53.938500000000005,53.938500000000005
2024-06-11,Tuesday,FALSE,09:46:00,"('23500CE', '22950PE')",98.45,False,,41.41550000000001,41.41550000000001
2024-06-18,Tuesday,FALSE,09:46:00,"('23650CE', '23500PE')",128.2,False,,19.517999999999983,19.517999999999983
