Date,Day,Future,Expiry.Day,Start.Time,End.Time,Target,CE.Strike,CE.Open,CE.High,CE.Low,CE.Close,CE.SL.Price,CE.SL.Flag,CE.SL.Time,CE.PNL,PE.Strike,PE.Open,PE.High,PE.Low,PE.Close,PE.SL.Price,PE.SL.Flag,PE.SL.Time,PE.PNL,UT.Strike,UT.Open,UT.High,UT.Low,UT.Close,UT.SL.Price,UT.SL.Flag,UT.SL.Time,BPL,TT PL at SL,UT PL at SL,UT PL,Total PNL
2024-01-03,Wednesday,71564.92,FALSE,10:00:00,15:25:00,280.0,71700CE,298.0,337.2,130.4,145.0,387.40000000000003,False,,149.27,71500PE,316.6,384.0,210.8,341.65,411.58000000000004,False,,-29.01,,,,,,,False,,120.26,0.0,0.0,0.0,120.26
2024-01-10,Wednesday,71360.99,FALSE,10:00:00,15:25:00,280.0,71400CE,319.15,590.0,230.5,522.2,414.895,True,2024-01-10 14:54:00,-99.73,71300PE,319.35,428.25,93.8,102.2,415.15500000000003,True,2024-01-10 12:45:00,-99.8,71400CE,238.8,590.0,235.55,522.2,358.20000000000005,True,2024-01-10 14:19:00,0.0,-99.8,76.36062499999997,-119.4,-142.83937500000002
2024-01-17,Wednesday,72283.78,FALSE,10:00:00,15:25:00,280.0,72500CE,297.2,316.95,88.85,103.15,386.36,False,,190.34,72100PE,292.95,838.5,273.0,794.05,380.835,True,2024-01-17 10:43:00,-91.55,72500CE,228.5,249.2,88.85,103.15,342.75,False,,0.0,-91.55,64.98499999999999,125.35,98.78499999999998
2024-01-23,Tuesday,71762.16,FALSE,10:00:00,15:25:00,280.0,72000CE,285.15,286.6,41.8,51.65,370.695,False,,229.94,71600PE,293.4,1520.7,269.35,1326.0,381.41999999999996,True,2024-01-23 10:24:00,-91.69,72000CE,212.8,224.75,41.8,51.65,319.20000000000005,False,,0.0,-91.69,68.78562499999997,161.15,138.24562499999996
2024-01-31,Wednesday,71175.55,FALSE,10:00:00,15:25:00,280.0,72200CE,283.65,477.9,273.05,444.2,368.745,True,2024-01-31 10:36:00,-88.64,70400PE,282.15,292.55,128.1,163.65,366.79499999999996,False,,114.97,70400PE,163.65,185.95,128.1,163.65,245.47500000000002,False,,0.0,-88.64,114.97312499999997,0.0,26.333124999999967
2024-02-07,Wednesday,72407.75,FALSE,10:00:00,15:25:00,280.0,72800CE,316.6,332.7,166.0,197.9,411.58000000000004,False,,114.74,72000PE,326.25,517.1,272.9,317.4,424.125,True,2024-02-07 11:31:00,-101.95,72800CE,223.2,242.55,166.0,197.9,334.79999999999995,False,,0.0,-101.95,89.44250000000004,25.3,12.792500000000036
2024-02-14,Wednesday,71063.93,FALSE,10:00:00,15:25:00,280.0,71400CE,301.45,821.55,244.2,723.85,391.885,True,2024-02-14 12:31:00,-94.2,70800PE,300.0,360.0,78.5,78.5,390.0,False,,217.75,70800PE,235.9,246.45,78.5,78.5,353.85,False,,0.0,-94.2,60.349999999999994,157.4,123.55
2024-02-21,Wednesday,73217.42,FALSE,10:00:00,15:25:00,280.0,73400CE,302.5,308.0,80.8,84.25,393.25,False,,214.47,72800PE,288.35,615.0,225.3,564.4,374.855,True,2024-02-21 10:28:00,-90.11,73400CE,228.55,267.2,80.8,84.25,342.82500000000005,False,,0.0,-90.11,70.16874999999999,144.3,124.35875
2024-02-28,Wednesday,73053.53,FALSE,10:00:00,15:25:00,280.0,73400CE,295.4,344.65,88.0,93.15,384.02,False,,198.56,72800PE,304.0,769.4,256.95,731.45,395.2,True,2024-02-28 10:52:00,-95.0,73400CE,247.4,248.45,88.0,93.15,371.1,False,,0.0,-95.0,44.30749999999997,154.25,103.55749999999998
2024-03-05,Tuesday,73583.42,FALSE,10:00:00,15:25:00,280.0,73800CE,297.1,441.25,194.95,262.9,386.23,True,2024-03-05 12:59:00,-92.84,73400PE,303.35,387.05,167.95,222.8,394.355,False,,76.76,73400PE,186.95,253.75,167.95,222.8,280.42499999999995,False,,0.0,-92.84,112.60812500000003,-35.85,-16.081874999999975
2024-03-13,Wednesday,73621.05,FALSE,10:00:00,15:25:00,280.0,74000CE,288.05,349.3,0.4,49.85,374.46500000000003,False,,234.6,73400PE,277.9,941.8,210.0,843.35,361.27,True,2024-03-13 11:23:00,-86.84,74000CE,219.65,223.2,0.4,49.85,329.475,False,,0.0,-86.84,64.79937500000001,169.8,147.75937500000003
2024-03-20,Wednesday,72084.09,FALSE,10:00:00,15:25:00,280.0,72300CE,331.55,457.95,183.45,318.9,431.01500000000004,True,2024-03-20 13:11:00,-103.61,72000PE,311.15,520.0,177.0,268.0,404.495,True,2024-03-20 10:11:00,-97.23,72300CE,271.35,457.95,183.45,318.9,407.02500000000003,True,2024-03-20 12:18:00,0.0,-97.23,56.05562499999999,-135.68,-176.854375
2024-03-26,Tuesday,72564.31,FALSE,10:00:00,15:25:00,280.0,72900CE,292.25,344.9,227.45,252.85,379.925,False,,35.75,72500PE,285.15,310.5,192.4,223.2,370.695,False,,58.39,,,,,,,False,,94.14,0.0,0.0,0.0,94.14
2024-04-03,Wednesday,73653.9,FALSE,10:00:00,15:25:00,280.0,73700CE,304.75,646.45,304.5,465.8,396.175,True,2024-04-03 10:04:00,-95.23,73600PE,286.55,288.2,132.5,181.55,372.51500000000004,False,,101.42,73600PE,241.15,249.0,132.5,181.55,361.725,False,,0.0,-95.23,41.81812500000001,59.6,6.1881250000000065
2024-04-09,Tuesday,75026.19,FALSE,10:00:00,15:25:00,300.0,75100CE,307.9,338.35,151.6,171.0,400.27,False,,133.05,74900PE,300.15,477.7,253.35,406.6,390.195,True,2024-04-09 12:39:00,-93.8,75100CE,227.85,256.8,151.6,171.0,341.775,False,,0.0,-93.8,76.20124999999999,56.85,39.25124999999999
2024-04-16,Tuesday,73097.51,FALSE,10:00:00,15:25:00,280.0,73300CE,296.4,312.65,161.25,250.0,385.32,False,,42.69,72900PE,301.0,479.7,272.75,328.65,391.3,True,2024-04-16 12:48:00,-94.06,73300CE,204.5,250.0,161.25,250.0,306.75,False,,0.0,-94.06,88.19499999999998,-45.5,-51.36500000000002
2024-04-24,Wednesday,74004.91,FALSE,10:00:00,15:25:00,280.0,74000CE,321.75,379.65,221.2,282.3,418.27500000000003,False,,35.43,74000PE,323.85,392.35,278.4,336.45,421.00500000000005,False,,-16.65,,,,,,,False,,18.78,0.0,0.0,0.0,18.78
2024-04-30,Tuesday,74976.48,FALSE,10:00:00,15:25:00,280.0,75200CE,307.9,322.0,86.3,96.55,400.27,False,,207.5,74800PE,308.15,502.65,264.7,454.0,400.59499999999997,True,2024-04-30 14:51:00,-96.3,75200CE,179.45,210.6,86.3,96.55,269.17499999999995,False,,0.0,-96.3,124.60125,82.9,111.20125
2024-05-08,Wednesday,73274.24,FALSE,10:00:00,15:25:00,280.0,73600CE,300.35,508.75,203.4,343.7,390.45500000000004,True,2024-05-08 11:48:00,-93.86,73100PE,295.0,386.4,125.7,154.25,383.5,True,2024-05-08 10:32:00,-92.19,73600CE,212.25,508.75,210.65,343.7,318.375,True,2024-05-08 11:19:00,0.0,-92.19,84.34562500000003,-106.12,-113.96437499999998
2024-05-15,Wednesday,73063.45,FALSE,10:00:00,15:25:00,280.0,73300CE,285.25,333.0,206.3,258.65,370.825,False,,23.03,72900PE,291.25,421.0,228.5,252.55,378.625,True,2024-05-15 10:08:00,-91.02,73300CE,255.3,333.0,206.3,258.65,382.95000000000005,False,,0.0,-91.02,26.384374999999988,-3.35,-67.985625
2024-05-22,Wednesday,74066.53,FALSE,10:00:00,15:25:00,280.0,74300CE,320.25,372.2,248.7,337.0,416.325,False,,-20.75,73900PE,312.0,361.75,177.45,187.0,405.6,False,,121.1,,,,,,,False,,100.35,0.0,0.0,0.0,100.35
2024-05-29,Wednesday,74893.12,FALSE,10:00:00,15:25:00,280.0,75300CE,295.05,297.55,163.2,180.0,383.56500000000005,False,,111.36,74800PE,291.1,494.8,289.0,438.8,378.43000000000006,True,2024-05-29 10:20:00,-90.97,75300CE,235.85,293.25,163.2,180.0,353.775,False,,0.0,-90.97,55.51187500000002,55.85,20.39187500000002
2024-06-05,Wednesday,72132.01,FALSE,10:00:00,15:25:00,280.0,73400CE,303.35,1400.0,293.1,1116.2,394.355,True,2024-06-05 10:09:00,-94.8,70400PE,305.75,321.05,27.55,40.65,397.475,False,,261.28,70400PE,244.6,257.55,27.55,40.65,366.9,False,,0.0,-94.8,57.32812500000001,203.95,166.478125
2024-06-12,Wednesday,76894.47,FALSE,10:00:00,15:25:00,300.0,77100CE,337.35,410.55,207.05,235.65,438.55500000000006,False,,97.48,76700PE,343.35,431.0,271.05,423.65,446.355,False,,-84.59,,,,,,,False,,12.89,0.0,0.0,0.0,12.89
2024-06-19,Wednesday,77472.61,FALSE,10:00:00,15:25:00,300.0,77500CE,296.2,599.9,163.95,243.1,385.06,True,2024-06-19 14:32:00,-92.56,77300PE,311.55,566.5,214.75,392.5,405.01500000000004,True,2024-06-19 10:15:00,-97.36,77500CE,262.75,599.9,163.95,243.1,394.125,True,2024-06-19 14:32:00,0.0,-97.36,29.747499999999988,-131.38,-198.9925
2024-06-26,Wednesday,78029.23,FALSE,10:00:00,15:25:00,300.0,78100CE,302.35,741.45,283.25,674.75,393.05500000000006,True,2024-06-26 10:53:00,-94.48,77700PE,297.65,312.95,107.45,116.4,386.945,False,,177.53,77700PE,223.65,232.8,107.45,116.4,335.475,False,,0.0,-94.48,70.27937499999997,107.25,83.04937499999997
2024-07-03,Wednesday,79948.71,FALSE,10:00:00,15:25:00,300.0,80100CE,301.9,320.0,205.7,281.6,392.46999999999997,False,,16.53,79700PE,306.9,351.5,257.0,269.55,398.96999999999997,False,,33.51,,,,,,,False,,50.04,0.0,0.0,0.0,50.04
2024-07-10,Wednesday,80088.66,FALSE,10:00:00,15:25:00,320.0,80200CE,322.5,340.35,146.8,224.65,419.25,False,,93.82,80100PE,325.85,749.55,308.65,426.55,423.605,True,2024-07-10 10:21:00,-101.83,80200CE,268.7,268.45,146.8,224.65,403.04999999999995,False,,0.0,-101.83,49.76875000000001,44.05,-8.01124999999999
2024-07-16,Tuesday,80815.65,FALSE,10:00:00,15:25:00,320.0,80900CE,363.95,401.05,269.4,293.55,473.135,False,,65.85,80700PE,373.65,379.8,291.15,334.65,485.745,False,,34.33,,,,,,,False,,100.17999999999999,0.0,0.0,0.0,100.17999999999999
2024-07-24,Wednesday,80360.86,FALSE,10:00:00,15:25:00,320.0,80500CE,322.8,381.8,155.75,198.2,419.64000000000004,False,,120.56,80200PE,328.25,698.6,290.5,319.2,426.725,True,2024-07-24 10:29:00,-102.58,80500CE,269.95,381.8,155.75,198.2,404.92499999999995,False,,0.0,-102.58,48.815000000000026,71.75,17.985000000000028
2024-07-31,Wednesday,81605.96,FALSE,10:00:00,15:25:00,320.0,81700CE,360.8,434.95,320.1,413.15,469.04,False,,-56.86,81600PE,352.35,399.55,292.6,307.2,458.05500000000006,False,,40.75,,,,,,,False,,-16.11,0.0,0.0,0.0,-16.11
2024-08-07,Wednesday,79295.48,FALSE,10:00:00,15:25:00,300.0,79700CE,321.0,475.25,238.4,378.4,417.3,True,2024-08-07 10:30:00,-100.31,78900PE,310.2,391.45,177.0,198.3,403.26,False,,108.02,78900PE,236.5,368.5,177.0,198.3,354.75,True,2024-08-07 11:59:00,0.0,-100.31,69.82249999999999,-118.25,-148.7375
