index,from_date,to_date,start_time,end_time,sl,re_sl,options_multiplier,re_entry,day,slipage,run
NIFTY,01-01-2024,30-12-2024,09:20:00,15:28:00,15,15,0.4,1,1,1.0,True
NIFTY,01-01-2024,30-12-2024,09:21:00,15:28:00,15,15,0.4,1,1,1.0,True
NIFTY,01-01-2024,30-12-2024,09:22:00,15:28:00,15,15,0.4,1,1,1.0,True
NIFTY,01-01-2024,30-12-2024,09:23:00,15:28:00,15,15,0.4,1,1,1.0,True
NIFTY,01-01-2024,30-12-2024,09:24:00,15:28:00,15,15,0.4,1,1,1.0,True
NIFTY,01-01-2024,30-12-2024,09:25:00,15:28:00,15,15,0.4,1,1,1.0,True
NIFTY,01-01-2024,30-12-2024,09:26:00,15:28:00,15,15,0.4,1,1,1.0,True
NIFTY,01-01-2024,30-12-2024,09:27:00,15:28:00,15,15,0.4,1,1,1.0,True
NIFTY,01-01-2024,30-12-2024,09:28:00,15:28:00,15,15,0.4,1,1,1.0,True
NIFTY,01-01-2024,30-12-2024,09:29:00,15:28:00,15,15,0.4,1,1,1.0,True
NIFTY,01-01-2024,30-12-2024,09:30:00,15:28:00,15,15,0.4,1,1,1.0,True
NIFTY,01-01-2024,30-12-2024,09:31:00,15:28:00,15,15,0.4,1,1,1.0,True
NIFTY,01-01-2024,30-12-2024,09:32:00,15:28:00,15,15,0.4,1,1,1.0,True
NIFTY,01-01-2024,30-12-2024,09:33:00,15:28:00,15,15,0.4,1,1,1.0,True
NIFTY,01-01-2024,30-12-2024,09:34:00,15:28:00,15,15,0.4,1,1,1.0,True
NIFTY,01-01-2024,30-12-2024,09:35:00,15:28:00,15,15,0.4,1,1,1.0,True
NIFTY,01-01-2024,30-12-2024,09:20:00,15:25:00,15,15,0.4,1,2,1.0,True
NIFTY,01-01-2024,30-12-2024,09:21:00,15:25:00,15,15,0.4,1,2,1.0,True
NIFTY,01-01-2024,30-12-2024,09:22:00,15:25:00,15,15,0.4,1,2,1.0,True
NIFTY,01-01-2024,30-12-2024,09:23:00,15:25:00,15,15,0.4,1,2,1.0,True
NIFTY,01-01-2024,30-12-2024,09:24:00,15:25:00,15,15,0.4,1,2,1.0,True
NIFTY,01-01-2024,30-12-2024,09:25:00,15:25:00,15,15,0.4,1,2,1.0,True
NIFTY,01-01-2024,30-12-2024,09:26:00,15:25:00,15,15,0.4,1,2,1.0,True
NIFTY,01-01-2024,30-12-2024,09:27:00,15:25:00,15,15,0.4,1,2,1.0,True
NIFTY,01-01-2024,30-12-2024,09:28:00,15:25:00,15,15,0.4,1,2,1.0,True
NIFTY,01-01-2024,30-12-2024,09:29:00,15:25:00,15,15,0.4,1,2,1.0,True
NIFTY,01-01-2024,30-12-2024,09:30:00,15:25:00,15,15,0.4,1,2,1.0,True
NIFTY,01-01-2024,30-12-2024,09:31:00,15:25:00,15,15,0.4,1,2,1.0,True
NIFTY,01-01-2024,30-12-2024,09:32:00,15:25:00,15,15,0.4,1,2,1.0,True
NIFTY,01-01-2024,30-12-2024,09:33:00,15:25:00,15,15,0.4,1,2,1.0,True
NIFTY,01-01-2024,30-12-2024,09:34:00,15:25:00,15,15,0.4,1,2,1.0,True
NIFTY,01-01-2024,30-12-2024,09:35:00,15:25:00,15,15,0.4,1,2,1.0,True
NIFTY,01-01-2024,30-12-2024,09:20:00,15:25:00,15,15,0.4,1,3,1.0,True
NIFTY,01-01-2024,30-12-2024,09:21:00,15:25:00,15,15,0.4,1,3,1.0,True
NIFTY,01-01-2024,30-12-2024,09:22:00,15:25:00,15,15,0.4,1,3,1.0,True
NIFTY,01-01-2024,30-12-2024,09:23:00,15:25:00,15,15,0.4,1,3,1.0,True
NIFTY,01-01-2024,30-12-2024,09:24:00,15:25:00,15,15,0.4,1,3,1.0,True
NIFTY,01-01-2024,30-12-2024,09:25:00,15:25:00,15,15,0.4,1,3,1.0,True
NIFTY,01-01-2024,30-12-2024,09:26:00,15:25:00,15,15,0.4,1,3,1.0,True
NIFTY,01-01-2024,30-12-2024,09:27:00,15:25:00,15,15,0.4,1,3,1.0,True
NIFTY,01-01-2024,30-12-2024,09:28:00,15:25:00,15,15,0.4,1,3,1.0,True
NIFTY,01-01-2024,30-12-2024,09:29:00,15:25:00,15,15,0.4,1,3,1.0,True
NIFTY,01-01-2024,30-12-2024,09:30:00,15:25:00,15,15,0.4,1,3,1.0,True
NIFTY,01-01-2024,30-12-2024,09:31:00,15:25:00,15,15,0.4,1,3,1.0,True
NIFTY,01-01-2024,30-12-2024,09:32:00,15:25:00,15,15,0.4,1,3,1.0,True
NIFTY,01-01-2024,30-12-2024,09:33:00,15:25:00,15,15,0.4,1,3,1.0,True
NIFTY,01-01-2024,30-12-2024,09:34:00,15:25:00,15,15,0.4,1,3,1.0,True
NIFTY,01-01-2024,30-12-2024,09:35:00,15:25:00,15,15,0.4,1,3,1.0,True
NIFTY,01-01-2024,30-12-2024,09:20:00,15:25:00,15,15,0.4,0,4,1.0,True
NIFTY,01-01-2024,30-12-2024,09:21:00,15:25:00,15,15,0.4,0,4,1.0,True
NIFTY,01-01-2024,30-12-2024,09:22:00,15:25:00,15,15,0.4,0,4,1.0,True
NIFTY,01-01-2024,30-12-2024,09:23:00,15:25:00,15,15,0.4,0,4,1.0,True
NIFTY,01-01-2024,30-12-2024,09:24:00,15:25:00,15,15,0.4,0,4,1.0,True
NIFTY,01-01-2024,30-12-2024,09:25:00,15:25:00,15,15,0.4,0,4,1.0,True
NIFTY,01-01-2024,30-12-2024,09:26:00,15:25:00,15,15,0.4,0,4,1.0,True
NIFTY,01-01-2024,30-12-2024,09:27:00,15:25:00,15,15,0.4,0,4,1.0,True
