Date,Day,Future,Expiry.Day,Start.Time,End.Time,Target,CE.Strike,CE.Open,CE.High,CE.Low,CE.Close,CE.SL.Price,CE.SL.Flag,CE.SL.Time,CE.PNL,PE.Strike,PE.Open,PE.High,PE.Low,PE.Close,PE.SL.Price,PE.SL.Flag,PE.SL.Time,PE.PNL,UT.Strike,UT.Open,UT.High,UT.Low,UT.Close,UT.SL.Price,UT.SL.Flag,UT.SL.Time,BPL,TT PL at SL,UT PL at SL,UT PL,Total PNL
2024-01-04,Thursday,71678.55,FALSE,09:24:00,13:00:00,280.0,71600CE,276.0,412.8,270.0,389.75,345.0,True,2024-01-04 10:15:00,-72.45,71800PE,299.4,304.85,137.25,151.0,374.25,False,,144.66,71800PE,212.7,226.75,137.25,151.0,319.04999999999995,False,,0.0,-72.45,82.95749999999998,61.7,72.20749999999998
2024-01-11,Thursday,71907.39,FALSE,09:24:00,13:00:00,280.0,71800CE,325.15,351.1,180.0,231.75,406.4375,False,,89.34,72100PE,334.95,469.75,310.85,342.6,418.6875,True,2024-01-11 10:03:00,-87.92,71800CE,250.8,283.25,180.0,231.75,376.20000000000005,False,,0.0,-87.92,70.28562499999997,19.05,1.4156249999999666
2024-01-18,Thursday,71174.13,FALSE,09:24:00,13:00:00,280.0,71300CE,300.0,424.95,116.5,206.75,375.0,True,2024-01-18 12:11:00,-78.75,71000PE,306.8,605.0,88.45,239.3,383.5,True,2024-01-18 09:35:00,-80.53,71300CE,230.5,424.95,116.5,206.75,345.75,True,2024-01-18 12:00:00,0.0,-80.53,65.75,-115.25,-130.03
2024-01-24,Wednesday,70308.26,FALSE,09:24:00,13:00:00,280.0,70500CE,315.0,667.25,225.45,410.15,393.75,True,2024-01-24 09:40:00,-82.69,70100PE,306.5,373.2,77.1,111.85,383.125,False,,190.82,70100PE,219.25,267.2,77.1,111.85,328.875,False,,0.0,-82.69,83.41875,107.4,108.12875000000001
2024-02-01,Thursday,71740.19,FALSE,09:24:00,13:00:00,280.0,72500CE,281.95,375.0,72.0,99.9,352.4375,True,2024-02-01 11:02:00,-74.01,71100PE,291.1,324.85,80.9,114.1,363.875,False,,173.36,71100PE,108.65,233.1,80.9,114.1,162.97500000000002,True,2024-02-01 11:16:00,0.0,-74.01,178.81125000000003,-54.33,50.471250000000026
2024-02-08,Thursday,72351.35,FALSE,09:24:00,13:00:00,280.0,72600CE,297.6,310.95,33.6,39.8,372.0,False,,254.08,72200PE,294.1,803.05,269.15,588.35,367.625,True,2024-02-08 09:51:00,-77.2,72600CE,256.2,309.9,33.6,39.8,384.29999999999995,False,,0.0,-77.2,37.680000000000035,216.4,176.88000000000005
2024-02-15,Thursday,72033.83,FALSE,09:24:00,13:00:00,280.0,72200CE,300.5,306.85,150.95,192.35,375.625,False,,104.39,71900PE,304.65,507.85,287.05,350.05,380.8125,True,2024-02-15 09:28:00,-79.97,72200CE,259.55,289.55,150.95,192.35,389.32500000000005,False,,0.0,-79.97,37.19374999999999,67.2,24.42374999999999
2024-02-22,Thursday,72563.44,FALSE,09:24:00,13:00:00,280.0,72700CE,291.15,337.65,117.65,142.95,363.9375,False,,144.56,72400PE,284.3,531.55,232.4,357.0,355.375,True,2024-02-22 09:30:00,-74.63,72700CE,255.9,337.65,117.65,142.95,383.85,False,,0.0,-74.63,31.61062499999997,112.95,69.93062499999998
2024-02-29,Thursday,72336.98,FALSE,09:24:00,13:00:00,280.0,72600CE,290.0,430.0,196.1,263.55,362.5,True,2024-02-29 09:55:00,-76.12,72100PE,294.95,370.75,159.4,201.75,368.6875,True,2024-02-29 10:16:00,-77.42,72100PE,208.8,370.75,159.4,201.75,313.20000000000005,True,2024-02-29 10:10:00,0.0,-76.12,82.46312499999998,-104.4,-98.05687500000003
2024-03-06,Wednesday,73567.05,FALSE,09:24:00,13:00:00,280.0,73600CE,305.15,409.5,194.9,231.0,381.4375,True,2024-03-06 09:44:00,-80.1,73500PE,285.5,390.75,203.8,255.2,356.875,True,2024-03-06 11:39:00,-74.94,73500PE,209.0,390.75,203.8,255.2,313.5,True,2024-03-06 10:00:00,0.0,-80.1,72.93125,-104.5,-111.66874999999999
