Date,Day,Future,Expiry.Day,Time,Target,StrikeCE,CE Open,CE High,CE Low,CE Close,StrikePE,PE Open,PE High,PE Low,PE Close,PL0,PL0.CE,PL0.PE,Total PNL
2024-01-05,Friday,21811.45,FALSE,09:32:00,63.0,21850,70.05,74.5,35.0,53.3,21650,76.75,132.9,64.45,73.85,-0.07,16.05,-16.12,-0.07
2024-01-12,Friday,21777.0,FALSE,09:32:00,63.0,21850,82.15,218.8,75.45,185.7,21650,83.8,89.3,40.05,40.65,25.06,-17.25,42.31,25.06
2024-01-19,Friday,21660.45,FALSE,09:32:00,63.0,21900,66.3,71.5,44.8,59.85,21400,62.95,89.6,45.7,51.2,-7.43,5.79,-13.22,-7.43
2024-02-02,Friday,22033.9,FALSE,09:32:00,66.0,22200,74.35,149.2,38.0,39.15,21750,75.35,122.9,48.0,101.45,-31.43,-15.61,-15.82,-31.43
2024-02-09,Friday,21815.0,FALSE,09:32:00,63.0,22050,67.7,74.3,40.4,51.25,21450,63.4,113.8,41.8,44.75,2.46,15.77,-13.31,2.46
2024-02-16,Friday,22063.85,FALSE,09:32:00,66.0,22200,81.45,111.9,75.9,81.0,21800,76.25,82.95,54.0,68.05,-9.66,-17.1,7.44,-9.66
2024-02-23,Friday,22250.0,FALSE,09:32:00,66.0,22450,79.4,96.85,50.15,52.25,22000,73.5,78.0,51.15,66.85,-10.75,-16.67,5.92,-10.75
2024-03-01,Friday,22243.95,FALSE,09:32:00,66.0,22350,78.4,173.3,77.1,155.55,21900,72.55,73.6,36.0,37.9,17.46,-16.46,33.92,17.46
2024-03-15,Friday,22168.8,FALSE,09:32:00,66.0,22300,78.4,79.45,37.2,52.5,21900,72.3,137.25,65.05,70.65,9.94,25.12,-15.18,9.94
2024-04-19,Friday,21868.55,FALSE,09:32:00,63.0,22150,63.2,171.15,53.1,136.6,21500,70.0,70.7,25.35,30.8,25.23,-13.27,38.5,25.23
2024-05-03,Friday,22880.2,FALSE,09:32:00,66.0,22950,72.2,72.25,18.1,19.8,22650,75.25,320.25,74.4,223.95,35.88,51.68,-15.8,35.88
2024-05-10,Friday,22147.05,FALSE,09:32:00,66.0,22300,75.7,99.5,44.95,55.75,21800,69.7,86.2,44.95,55.85,-30.54,-15.9,-14.64,-30.54
