Date,Day,Future,Expiry.Day,Time,Target,StrikeCE,CE Open,CE High,CE Low,CE Close,StrikePE,PE Open,PE High,PE Low,PE Close,PL0,PL1,PL0.CE,PL1.CE,PL0.PE,PL1.PE,Total PNL
2024-01-05,Friday,72079.1,TRUE,09:44:00,210.0,71900,239.45,253.1,21.35,125.75,72300,233.6,463.25,207.9,274.0,61.07,0.0,110.71,0.0,-49.64,0.0,61.07
2024-01-12,Friday,72057.52,TRUE,09:44:00,210.0,71800,283.95,835.6,270.9,769.5,72300,289.2,302.05,0.05,0.05,225.19,0.0,-60.34,0.0,285.53,0.0,225.19
2024-01-19,Friday,71799.94,TRUE,09:44:00,210.0,71700,223.45,236.5,0.05,0.1,71900,206.3,329.2,131.4,216.3,176.72,-33.52,220.56,0.0,-43.84,-33.52,143.2
2024-01-25,Thursday,70785.08,TRUE,09:44:00,210.0,70700,237.05,268.1,0.5,1.95,70800,228.1,579.6,110.0,110.65,183.67,-37.07,232.14,0.0,-48.47,-37.07,146.6
2024-02-02,Friday,72421.35,TRUE,09:44:00,210.0,72300,229.15,995.25,0.05,0.05,72500,202.3,1299.3,31.2,413.75,-91.68,-70.11,-48.69,-37.24,-42.99,-32.87,-161.79000000000002
2024-02-09,Friday,71539.37,TRUE,09:44:00,210.0,71500,255.55,349.0,30.0,94.7,71600,229.9,419.3,3.85,5.6,-103.15,-89.7,-54.3,-52.34,-48.85,-37.36,-192.85000000000002
2024-02-16,Friday,72283.18,TRUE,09:44:00,210.0,72200,256.65,399.6,186.45,225.9,72400,251.7,274.0,0.05,0.05,193.96,-41.71,-54.54,-41.71,248.5,0.0,152.25
2024-02-23,Friday,73282.24,TRUE,09:44:00,210.0,73200,252.3,300.0,0.05,0.05,73500,276.55,390.0,195.9,357.3,190.33,-44.94,249.1,0.0,-58.77,-44.94,145.39000000000001
2024-03-01,Friday,73050.15,TRUE,09:44:00,210.0,73200,240.0,623.45,160.9,546.6,73000,253.85,263.65,0.1,0.1,199.58,-39.0,-51.0,-39.0,250.58,0.0,160.58
2024-03-07,Thursday,74058.05,TRUE,09:44:00,210.0,73900,261.2,399.0,159.25,219.2,74300,289.65,364.8,123.3,180.65,-117.05,51.41,-55.5,-53.97,-61.55,105.38,-65.64
2024-03-15,Friday,72755.96,TRUE,09:44:00,210.0,72700,237.25,300.0,0.05,0.05,72900,217.3,390.0,171.0,257.55,-96.6,168.78,-50.42,204.09,-46.18,-35.31,72.18
2024-03-22,Friday,72402.86,TRUE,09:44:00,210.0,72400,213.85,970.5,157.4,434.25,72500,213.1,307.15,0.05,0.1,-90.72,210.34,-45.44,0.0,-45.28,210.34,119.62
2024-03-28,Thursday,73443.82,TRUE,09:44:00,210.0,73300,248.1,950.4,199.8,349.75,73600,217.95,237.7,0.15,0.2,162.31,-40.32,-52.72,-40.32,215.03,0.0,121.99000000000001
2024-04-05,Friday,74087.93,TRUE,09:44:00,210.0,74100,205.35,273.8,72.85,148.15,74100,218.25,298.7,0.05,0.05,-90.02,330.19,-43.64,54.63,-46.38,275.56,240.17000000000002
2024-04-12,Friday,74663.66,TRUE,09:44:00,210.0,74500,257.75,345.0,0.05,0.1,74600,243.05,798.0,48.65,355.45,-106.42,214.93,-54.77,254.43,-51.65,-39.5,108.51
2024-04-19,Friday,71979.48,TRUE,09:44:00,210.0,72000,229.35,1123.1,211.3,1087.1,72000,228.7,251.15,0.05,0.1,177.0,0.0,-48.74,0.0,225.74,0.0,177.0
2024-04-26,Friday,74430.03,TRUE,09:44:00,210.0,74300,233.4,245.4,0.05,0.1,74400,204.9,712.7,190.05,674.4,186.84,0.0,230.38,0.0,-43.54,0.0,186.84
2024-05-03,Friday,74986.67,TRUE,09:44:00,210.0,74900,254.55,272.7,0.1,0.1,75000,244.15,1600.0,210.0,1127.3,199.39,0.0,251.27,0.0,-51.88,0.0,199.39
2024-05-10,Friday,72752.64,TRUE,09:44:00,210.0,72700,252.8,384.5,0.05,0.05,72900,222.1,441.75,120.45,236.1,-100.92,-77.17,-53.72,-41.08,-47.2,-36.09,-178.09
2024-05-17,Friday,73495.8,TRUE,09:44:00,210.0,73400,220.2,651.85,212.3,514.45,73500,234.05,243.5,0.05,0.05,184.28,0.0,-46.79,0.0,231.07,0.0,184.28
2024-05-24,Friday,75480.67,TRUE,09:44:00,225.0,75300,272.4,300.75,78.0,108.85,75600,279.75,431.8,88.65,190.85,100.7,-45.46,160.15,0.0,-59.45,-45.46,55.24
2024-05-31,Friday,74442.84,TRUE,09:44:00,210.0,74500,237.9,241.85,0.05,0.05,74600,263.5,779.6,260.0,635.95,178.89,0.0,234.88,0.0,-55.99,0.0,178.89
2024-06-07,Friday,75463.31,TRUE,09:44:00,225.0,75700,250.1,1144.0,180.6,994.5,75300,234.95,309.0,0.05,0.1,-103.08,191.27,-53.15,-40.64,-49.93,231.91,88.19000000000001
2024-06-14,Friday,76582.54,TRUE,09:44:00,225.0,76400,253.5,633.7,244.0,592.1,76700,226.75,234.4,0.05,0.05,170.0,0.0,-53.87,0.0,223.87,0.0,170.0
2024-06-21,Friday,77475.16,TRUE,09:44:00,225.0,77300,270.0,327.25,0.1,0.15,77500,247.85,786.15,86.85,287.25,-110.05,226.2,-57.38,266.48,-52.67,-40.28,116.14999999999999
2024-06-28,Friday,79606.17,TRUE,09:44:00,225.0,79500,245.45,271.75,0.05,0.05,79700,276.3,718.6,215.0,668.0,183.62,-44.9,242.33,0.0,-58.71,-44.9,138.72
