Date,Day,Future,Expiry.Day,Time,Target,StrikeCE,CE Open,CE High,CE Low,CE Close,StrikePE,PE Open,PE High,PE Low,PE Close,PL0,PL0.CE,PL0.PE,Total PNL
2024-01-01,Monday,72106.12,FALSE,09:44:00,210.0,72800,217.05,472.35,180.9,184.7,71600,224.15,227.35,108.85,205.05,-29.82,-46.12,16.3,-29.82
2024-01-08,Monday,71896.66,FALSE,09:44:00,210.0,72300,246.55,332.55,97.7,104.15,71500,234.3,506.95,159.95,473.55,-102.18,-52.39,-49.79,-102.18
2024-01-15,Monday,73177.57,FALSE,09:44:00,210.0,73800,242.2,271.0,167.3,254.95,72500,248.65,325.75,171.55,176.55,-68.62,-15.78,-52.84,-68.62
2024-01-29,Monday,71261.18,FALSE,09:44:00,210.0,72900,219.15,411.7,193.15,350.15,69800,218.4,219.35,115.4,117.1,52.0,-46.57,98.57,52.0
2024-02-05,Monday,72150.73,FALSE,09:44:00,210.0,73400,218.65,267.0,103.75,110.45,70700,216.25,305.85,138.55,247.25,-92.41,-46.46,-45.95,-92.41
2024-02-12,Monday,71469.22,FALSE,09:44:00,210.0,72500,226.85,234.9,127.35,136.7,70500,233.35,407.25,200.35,289.55,37.72,87.31,-49.59,37.72
2024-02-19,Monday,72446.35,FALSE,09:44:00,210.0,73300,218.25,368.0,186.05,259.05,71400,209.55,247.6,126.0,155.15,5.4,-46.38,51.78,5.4
2024-02-26,Monday,73070.22,FALSE,09:44:00,210.0,74100,228.5,241.75,142.8,145.55,72200,232.1,349.05,216.9,270.35,30.77,80.09,-49.32,30.77
2024-03-11,Monday,73995.99,FALSE,09:44:00,210.0,74700,223.7,229.95,104.95,108.15,73300,231.3,349.0,215.35,325.0,63.6,112.75,-49.15,63.6
2024-03-18,Monday,72503.1,FALSE,09:44:00,210.0,73400,230.4,351.55,175.45,223.8,71600,218.8,258.45,91.7,116.2,50.9,-48.96,99.86,50.9
2024-04-01,Monday,74092.07,FALSE,09:44:00,210.0,74900,213.35,239.4,116.15,138.1,73400,216.5,227.75,163.65,182.05,104.32,72.58,31.74,104.32
2024-04-22,Monday,73276.32,FALSE,09:44:00,210.0,74000,219.25,314.15,214.4,311.0,72300,218.65,232.2,115.1,116.5,52.83,-46.59,99.42,52.83
2024-05-06,Monday,74180.27,FALSE,09:44:00,210.0,75000,233.5,236.0,125.0,144.0,73400,223.5,321.05,178.05,247.85,39.09,86.58,-47.49,39.09
2024-05-13,Monday,71962.03,FALSE,09:44:00,210.0,72900,252.1,526.2,206.5,507.9,71300,269.6,303.5,80.6,81.75,130.91,-53.57,184.48,130.91
2024-05-27,Monday,75577.86,FALSE,09:44:00,225.0,76300,254.9,417.3,160.35,220.0,75000,264.5,367.7,150.55,275.05,-110.38,-54.17,-56.21,-110.38
2024-06-03,Monday,75801.56,FALSE,09:44:00,225.0,78500,283.85,665.0,295.9,665.0,73500,297.95,297.7,222.75,263.2,-29.29,-60.32,31.03,-29.29
2024-06-10,Monday,76776.03,FALSE,09:44:00,225.0,78400,240.7,243.85,101.9,108.35,75300,248.9,311.4,174.7,242.8,76.45,129.34,-52.89,76.45
2024-06-24,Monday,76878.44,FALSE,09:44:00,225.0,77500,246.9,447.95,234.2,392.25,76200,229.15,245.25,128.8,133.9,39.92,-52.47,92.39,39.92
2024-07-01,Monday,79248.32,FALSE,09:44:00,225.0,80100,228.1,252.85,188.5,227.45,78400,226.8,238.75,158.05,178.0,43.76,-2.2,45.96,43.76
2024-07-08,Monday,79796.89,FALSE,09:44:00,225.0,80400,226.9,280.4,191.55,257.0,79300,233.4,243.35,150.95,177.3,4.96,-48.22,53.18,4.96
2024-07-22,Monday,80496.64,FALSE,09:44:00,240.0,82300,250.0,296.85,208.85,234.45,79000,281.35,307.65,202.0,280.0,10.26,12.43,-2.17,10.26
2024-07-29,Monday,81662.02,FALSE,09:44:00,240.0,82200,251.2,369.15,159.75,182.4,81100,259.95,454.4,180.75,336.7,-108.62,-53.38,-55.24,-108.62
2024-08-05,Monday,79535.01,FALSE,09:44:00,225.0,80700,254.8,316.95,162.65,180.5,78500,306.3,1232.55,242.0,678.7,-119.23,-54.14,-65.09,-119.23
2024-08-19,Monday,80604.01,FALSE,09:44:00,240.0,81000,283.9,296.25,195.5,217.25,80100,293.4,405.8,262.4,298.75,0.75,63.1,-62.35,0.75
2024-08-26,Monday,81630.42,FALSE,09:44:00,240.0,82100,268.75,357.8,230.0,254.55,81200,255.05,266.2,194.45,208.9,-14.15,-57.11,42.96,-14.15
2024-09-02,Monday,82592.61,FALSE,09:44:00,240.0,83000,261.95,272.8,176.8,194.2,82200,272.6,354.05,238.5,275.65,6.55,64.48,-57.93,6.55
2024-09-09,Monday,81156.08,FALSE,09:44:00,240.0,81700,258.15,369.3,230.65,339.9,80600,248.5,265.0,118.8,128.4,62.13,-54.86,116.99,62.13
2024-09-16,Monday,83145.12,FALSE,09:44:00,240.0,83600,243.6,265.3,180.05,202.15,82700,258.85,383.15,241.4,277.95,-16.61,38.4,-55.01,-16.61
2024-09-23,Monday,84789.9,FALSE,09:44:00,240.0,85500,246.9,280.9,182.0,200.7,83800,243.7,249.85,185.8,194.0,89.76,43.11,46.65,89.76
2024-10-07,Monday,81929.11,FALSE,09:44:00,240.0,83100,243.15,265.05,116.0,136.75,80800,238.65,686.35,218.55,450.05,52.65,103.36,-50.71,52.65
2024-10-14,Monday,81800.43,FALSE,09:44:00,240.0,82300,276.8,372.85,257.2,311.85,81400,262.1,264.75,178.25,207.9,-7.9,-58.82,50.92,-7.9
2024-10-21,Monday,81082.58,FALSE,09:44:00,240.0,81700,254.6,390.55,190.0,221.55,80500,266.05,408.1,155.4,249.65,-110.64,-54.1,-56.54,-110.64
