Date,Day,Future,Expiry.Day,Time,Target,StrikeCE,CE Open,CE High,CE Low,CE Close,StrikePE,PE Open,PE High,PE Low,PE Close,PL0,PL0.CE,PL0.PE,Total PNL
2024-01-05,Friday,21805.3,FALSE,09:34:00,63.0,21850,68.8,74.5,35.0,53.3,21600,61.7,108.9,50.25,57.3,1.85,14.81,-12.96,1.85
2024-01-12,Friday,21769.0,FALSE,09:34:00,63.0,21850,80.05,218.8,75.45,185.7,21650,85.5,89.3,40.05,40.65,27.19,-16.81,44.0,27.19
2024-01-19,Friday,21650.1,FALSE,09:34:00,63.0,21850,76.1,88.6,56.1,74.35,21450,77.35,105.85,55.3,61.9,-15.25,0.99,-16.24,-15.25
2024-02-02,Friday,22039.5,FALSE,09:34:00,66.0,22200,74.9,149.2,38.0,39.15,21750,73.45,122.9,48.0,101.45,-31.15,-15.73,-15.42,-31.15
2024-02-09,Friday,21822.75,FALSE,09:34:00,63.0,22050,68.35,74.3,40.4,51.25,21500,73.15,131.25,50.4,53.95,1.06,16.42,-15.36,1.06
2024-02-16,Friday,22062.0,FALSE,09:34:00,66.0,22200,81.4,111.9,75.9,81.0,21800,77.25,82.95,54.0,68.05,-8.66,-17.09,8.43,-8.66
2024-02-23,Friday,22250.0,FALSE,09:34:00,66.0,22450,79.55,96.85,50.15,52.25,22000,74.0,77.35,51.15,66.85,-10.3,-16.71,6.41,-10.3
2024-03-01,Friday,22252.0,FALSE,09:34:00,66.0,22350,82.0,173.3,80.0,155.55,21950,84.45,85.6,42.3,44.85,21.54,-17.22,38.76,21.54
2024-03-15,Friday,22144.55,FALSE,09:34:00,66.0,22300,71.4,74.8,37.2,52.5,21850,68.9,117.2,52.6,57.05,3.72,18.19,-14.47,3.72
2024-04-19,Friday,21881.4,FALSE,09:34:00,63.0,22150,67.0,171.15,53.1,136.6,21500,66.55,70.7,25.35,30.8,21.01,-14.07,35.08,21.01
2024-05-03,Friday,22874.9,FALSE,09:34:00,66.0,22950,71.1,72.25,18.1,19.8,22650,75.9,320.25,74.4,223.95,34.65,50.59,-15.94,34.65
2024-05-10,Friday,22130.4,FALSE,09:34:00,66.0,22300,71.5,99.5,44.95,55.75,21800,74.05,86.2,44.95,55.85,2.44,-15.02,17.46,2.44
2024-05-24,Friday,23026.1,FALSE,09:34:00,69.0,23250,82.15,83.05,51.05,55.55,22750,78.3,93.05,51.15,63.05,40.25,25.78,14.47,40.25
2024-05-31,Friday,22748.0,FALSE,09:34:00,66.0,23850,67.65,79.0,44.85,76.85,21400,78.95,121.75,54.9,106.35,-26.46,-9.88,-16.58,-26.46
2024-06-07,Friday,22968.45,FALSE,09:34:00,66.0,23350,77.2,199.0,62.35,181.05,22450,79.25,83.3,27.2,28.3,33.95,-16.21,50.16,33.95
2024-06-21,Friday,23620.5,FALSE,09:34:00,69.0,23750,75.5,78.1,30.65,34.8,23450,72.65,161.0,67.0,114.65,24.69,39.95,-15.26,24.69
2024-06-28,Friday,24173.05,FALSE,09:34:00,72.0,24300,80.0,111.65,48.75,55.8,23850,75.5,88.4,51.35,69.45,-11.5,-16.8,5.3,-11.5
2024-07-05,Friday,24266.3,FALSE,09:34:00,72.0,24350,76.65,137.0,64.9,111.95,24050,73.8,76.1,26.8,33.75,23.21,-16.1,39.31,23.21
2024-07-19,Friday,24770.0,FALSE,09:34:00,72.0,25150,73.15,74.2,41.05,42.9,24300,74.4,149.45,71.8,136.95,13.9,29.52,-15.62,13.9
2024-07-26,Friday,24535.35,FALSE,09:34:00,72.0,24600,90.75,340.9,90.2,306.35,24350,90.1,89.85,18.55,21.45,48.69,-19.06,67.75,48.69
2024-08-02,Friday,24854.65,FALSE,09:34:00,72.0,25000,73.5,73.25,35.15,41.1,24600,77.35,144.0,64.3,117.6,15.42,31.66,-16.24,15.42
2024-08-16,Friday,24411.15,FALSE,09:34:00,72.0,24550,80.7,153.0,38.65,144.65,24250,85.0,179.55,38.55,41.2,-34.8,-16.95,-17.85,-34.8
2024-08-23,Friday,24830.85,FALSE,09:34:00,72.0,24950,81.4,98.5,68.2,89.05,24700,79.4,98.05,54.3,68.35,-33.76,-17.09,-16.67,-33.76
2024-08-30,Friday,25301.2,FALSE,09:34:00,75.0,25350,89.1,101.65,76.2,97.1,25150,97.75,105.0,57.6,59.2,28.68,-8.89,37.57,28.68
2024-09-06,Friday,25195.1,FALSE,09:34:00,75.0,25250,89.9,91.6,28.6,30.95,25050,92.7,315.0,91.4,259.5,38.58,58.05,-19.47,38.58
2024-09-13,Friday,25346.05,FALSE,09:34:00,75.0,25450,83.9,114.2,72.15,77.85,25150,81.8,86.5,51.6,61.35,2.01,-17.62,19.63,2.01
2024-09-20,Friday,25481.45,FALSE,09:34:00,75.0,25650,78.6,255.45,72.0,220.75,25250,77.75,94.65,34.4,37.15,-32.84,-16.51,-16.33,-32.84
2024-10-04,Friday,25396.05,FALSE,09:34:00,75.0,25500,79.65,193.3,30.6,34.5,24850,77.2,136.4,41.2,108.25,-32.94,-16.73,-16.21,-32.94
2024-10-11,Friday,25090.0,FALSE,09:34:00,75.0,25150,92.6,109.25,60.25,66.05,24800,87.25,112.75,65.15,82.45,7.3,25.62,-18.32,7.3
2024-10-18,Friday,24712.3,FALSE,09:34:00,72.0,24850,85.05,199.8,76.2,165.65,24450,87.55,93.7,24.25,27.4,41.41,-17.86,59.27,41.41
2024-10-25,Friday,24401.0,FALSE,09:34:00,72.0,24550,88.25,89.25,20.5,35.55,24200,82.65,236.15,78.6,142.35,34.46,51.82,-17.36,34.46
2024-11-08,Friday,24286.8,FALSE,09:34:00,72.0,24450,76.4,116.75,33.75,39.9,23900,75.7,88.8,49.15,64.6,-5.7,-16.04,10.34,-5.7
2024-11-22,Friday,23538.55,FALSE,09:34:00,69.0,23800,70.8,307.2,49.05,240.8,23200,72.5,110.3,36.9,41.25,-30.09,-14.87,-15.22,-30.09
2024-11-29,Friday,24208.95,FALSE,09:34:00,72.0,24400,72.95,95.35,53.15,64.4,23750,75.25,102.45,31.65,34.95,-31.12,-15.32,-15.8,-31.12
2024-12-06,Friday,24777.25,FALSE,09:34:00,72.0,25100,80.35,86.25,39.3,41.95,24200,77.7,82.8,34.05,37.9,76.62,37.6,39.02,76.62
2024-12-13,Friday,24446.85,FALSE,09:34:00,72.0,24650,74.05,235.9,46.05,227.1,24150,79.4,184.05,13.75,14.15,-32.22,-15.55,-16.67,-32.22
2024-12-27,Friday,24000.2,FALSE,09:34:00,72.0,24050,87.55,124.6,57.35,65.5,23650,82.95,87.8,50.05,60.5,3.23,-18.39,21.62,3.23
