Date,Day,Future,Expiry.Day,Time,Target,StrikeCE,CE Open,CE High,CE Low,CE Close,StrikePE,PE Open,PE High,PE Low,PE Close,PL0,PL0.CE,PL0.PE,Total PNL
2024-01-05,Friday,21805.4,FALSE,09:42:00,63.0,21850,69.05,74.5,35.0,53.3,21650,76.65,132.9,64.45,73.85,-1.04,15.06,-16.1,-1.04
2024-01-12,Friday,21776.1,FALSE,09:42:00,63.0,21850,82.1,218.8,81.05,185.7,21650,84.65,85.65,40.05,40.65,25.91,-17.24,43.15,25.91
2024-01-19,Friday,21644.0,FALSE,09:42:00,63.0,21850,76.65,88.6,56.1,74.35,21450,82.35,105.85,55.3,61.9,-15.76,1.53,-17.29,-15.76
2024-02-02,Friday,22036.05,FALSE,09:42:00,66.0,22200,71.4,149.2,38.0,39.15,21750,74.45,122.9,48.0,101.45,-30.62,-14.99,-15.63,-30.62
2024-02-09,Friday,21795.3,FALSE,09:42:00,63.0,22000,77.35,81.65,50.05,64.5,21450,70.85,113.8,41.8,44.75,-2.8,12.08,-14.88,-2.8
2024-02-16,Friday,22076.7,FALSE,09:42:00,66.0,22250,71.9,92.45,60.05,64.65,21800,73.9,82.95,54.0,68.05,-9.99,-15.1,5.11,-9.99
2024-02-23,Friday,22282.1,FALSE,09:42:00,66.0,22500,72.8,78.25,38.1,40.05,22050,78.55,91.0,60.85,80.9,28.88,32.02,-3.14,28.88
2024-03-01,Friday,22269.35,FALSE,09:42:00,66.0,22400,71.2,145.7,69.5,129.55,21900,66.25,68.5,36.0,37.9,12.74,-14.95,27.69,12.74
2024-03-15,Friday,22100.3,FALSE,09:42:00,66.0,22250,77.2,81.85,47.1,67.3,21800,74.7,99.3,41.9,46.0,-6.56,9.13,-15.69,-6.56
2024-04-19,Friday,21869.1,FALSE,09:42:00,63.0,22100,75.25,200.65,66.35,164.1,21550,77.35,80.6,28.4,34.5,26.28,-15.8,42.08,26.28
2024-05-03,Friday,22863.05,FALSE,09:42:00,66.0,22950,68.9,71.95,18.1,19.8,22600,66.7,284.2,62.4,192.05,34.4,48.41,-14.01,34.4
2024-05-10,Friday,22137.75,FALSE,09:42:00,66.0,22300,73.25,99.5,44.95,55.75,21800,71.65,86.2,44.95,55.85,-30.43,-15.38,-15.05,-30.43
2024-05-24,Friday,22990.6,FALSE,09:42:00,66.0,23250,71.4,82.0,51.05,55.55,22700,73.55,79.25,42.7,52.7,35.25,15.14,20.11,35.25
2024-05-31,Friday,22746.45,FALSE,09:42:00,66.0,23750,68.8,88.7,50.1,86.4,21400,66.25,121.75,63.1,106.35,-28.36,-14.45,-13.91,-28.36
2024-06-07,Friday,22979.9,FALSE,09:42:00,66.0,23350,76.25,199.0,62.35,181.05,22450,76.55,82.85,27.2,28.3,31.47,-16.01,47.48,31.47
2024-06-21,Friday,23605.0,FALSE,09:42:00,69.0,23750,71.1,74.15,30.65,34.8,23450,76.15,161.0,67.0,114.65,19.6,35.59,-15.99,19.6
2024-06-28,Friday,24226.2,FALSE,09:42:00,72.0,24350,87.0,90.15,38.3,44.0,23950,88.95,122.2,71.85,100.45,23.45,42.13,-18.68,23.45
2024-07-05,Friday,24294.15,FALSE,09:42:00,72.0,24350,86.3,137.0,64.9,111.95,24100,78.35,94.1,33.75,42.65,-34.57,-18.12,-16.45,-34.57
2024-07-19,Friday,24764.0,FALSE,09:42:00,72.0,25150,72.75,72.7,41.05,42.9,24300,74.6,149.45,74.7,136.95,13.45,29.12,-15.67,13.45
2024-07-26,Friday,24569.0,FALSE,09:42:00,72.0,24650,86.75,301.0,85.1,267.5,24400,93.5,94.9,21.9,25.9,48.44,-18.22,66.66,48.44
2024-08-02,Friday,24804.05,FALSE,09:42:00,72.0,24950,77.4,89.85,44.0,51.6,24500,70.85,104.35,43.8,83.45,10.15,25.03,-14.88,10.15
2024-08-16,Friday,24365.0,FALSE,09:42:00,72.0,24500,81.65,184.0,49.6,174.8,24200,86.25,155.25,32.3,34.6,-35.26,-17.15,-18.11,-35.26
2024-08-23,Friday,24806.4,FALSE,09:42:00,72.0,24950,73.95,98.5,68.2,89.05,24650,75.9,78.6,43.2,55.15,4.46,-15.53,19.99,4.46
2024-08-30,Friday,25326.5,FALSE,09:42:00,75.0,25350,96.5,101.65,76.2,97.1,25150,87.05,105.0,57.6,59.2,-19.84,-1.56,-18.28,-19.84
2024-09-06,Friday,25102.0,FALSE,09:42:00,75.0,25200,80.35,81.35,36.0,39.35,24900,85.6,219.15,79.25,171.55,22.22,40.2,-17.98,22.22
2024-09-13,Friday,25346.3,FALSE,09:42:00,75.0,25450,81.6,114.2,72.15,77.85,25150,82.2,84.05,51.6,61.35,2.89,-17.14,20.03,2.89
2024-09-20,Friday,25483.35,FALSE,09:42:00,75.0,25650,78.7,255.45,73.5,220.75,25250,79.15,86.0,34.4,37.15,24.68,-16.53,41.21,24.68
2024-10-04,Friday,25389.05,FALSE,09:42:00,75.0,25500,80.15,193.3,30.6,34.5,24850,81.9,136.4,41.2,108.25,-34.03,-16.83,-17.2,-34.03
2024-10-11,Friday,25074.5,FALSE,09:42:00,75.0,25150,84.3,109.25,60.25,66.05,24800,90.25,112.75,65.15,82.45,-36.65,-17.7,-18.95,-36.65
2024-10-18,Friday,24716.05,FALSE,09:42:00,72.0,24850,87.95,199.8,76.2,165.65,24450,86.75,91.65,24.25,27.4,40.01,-18.47,58.48,40.01
2024-10-25,Friday,24355.0,FALSE,09:42:00,72.0,24550,75.4,79.35,20.5,35.55,24100,76.2,181.3,71.6,104.7,23.1,39.1,-16.0,23.1
2024-11-08,Friday,24284.9,FALSE,09:42:00,72.0,24450,74.8,116.75,33.75,39.9,23900,72.55,82.25,49.15,64.6,-8.49,-15.71,7.22,-8.49
