Date,Day,Future,Expiry.Day,Time,Target,StrikeCE,CE Open,CE High,CE Low,CE Close,StrikePE,PE Open,PE High,PE Low,PE Close,PL0,PL1,PL0.CE,PL1.CE,PL0.PE,PL1.PE,Total PNL
2024-01-02,Tuesday,21830.0,FALSE,09:36:00,63.0,21800,67.25,83.55,26.05,28.2,21650,62.8,146.0,48.8,83.95,-27.31,28.33,-14.12,38.38,-13.19,-10.05,1.0199999999999996
2024-01-09,Tuesday,21709.4,FALSE,09:36:00,63.0,21700,67.75,111.0,23.3,30.1,21600,65.2,120.55,35.85,99.95,-27.92,26.54,-14.23,36.97,-13.69,-10.43,-1.3800000000000026
2024-01-16,Tuesday,22079.25,FALSE,09:36:00,66.0,22100,84.9,113.35,42.9,56.1,22000,79.55,119.2,54.05,75.0,-34.54,-26.31,-17.83,-13.58,-16.71,-12.73,-60.849999999999994
2024-01-23,Tuesday,21754.1,FALSE,09:36:00,63.0,21800,84.45,92.7,7.7,8.35,21700,80.45,558.35,70.8,497.35,58.37,0.0,75.26,0.0,-16.89,0.0,58.37
2024-01-30,Tuesday,21855.3,FALSE,09:36:00,63.0,22050,69.5,80.95,14.05,15.45,21450,71.05,122.8,53.75,100.7,38.44,0.0,53.36,0.0,-14.92,0.0,38.44
2024-02-06,Tuesday,21864.0,FALSE,09:36:00,63.0,22000,60.65,102.8,45.85,93.0,21600,66.25,69.0,24.9,25.85,27.0,-9.7,-12.74,-9.7,39.74,0.0,17.3
2024-02-13,Tuesday,21705.0,FALSE,09:36:00,63.0,21800,63.7,102.95,46.45,83.75,21450,65.5,77.95,23.15,28.0,23.46,-10.19,-13.38,-10.19,36.84,0.0,13.270000000000001
2024-02-20,Tuesday,22120.0,FALSE,09:36:00,66.0,22200,68.75,114.6,57.15,108.9,21900,63.75,77.5,27.65,28.95,-27.83,23.16,-14.44,-11.0,-13.39,34.16,-4.669999999999998
2024-02-27,Tuesday,22133.2,FALSE,09:36:00,66.0,22250,77.9,103.5,59.7,77.55,22000,77.55,84.35,34.05,40.85,19.56,-12.46,-16.36,-12.46,35.92,0.0,7.099999999999998
2024-03-05,Tuesday,22465.7,FALSE,09:36:00,66.0,22450,72.3,87.0,30.05,49.5,22250,72.5,110.4,44.85,54.0,-30.4,10.48,-15.18,22.08,-15.22,-11.6,-19.919999999999998
2024-03-12,Tuesday,22499.0,FALSE,09:36:00,66.0,22500,84.85,94.5,40.5,46.45,22350,76.25,127.75,53.45,85.85,21.54,-12.2,37.55,0.0,-16.01,-12.2,9.34
2024-03-19,Tuesday,22023.25,FALSE,09:36:00,66.0,22050,82.6,90.6,27.45,29.65,21850,80.4,136.25,67.05,116.85,35.24,0.0,52.12,0.0,-16.88,0.0,35.24
2024-03-26,Tuesday,22088.25,FALSE,09:36:00,66.0,22150,81.4,96.7,57.3,65.5,22000,79.6,86.9,46.85,57.25,36.64,0.0,15.09,0.0,21.55,0.0,36.64
2024-04-02,Tuesday,22600.8,FALSE,09:36:00,66.0,22550,74.85,75.45,33.75,46.3,22400,69.35,104.9,57.3,60.0,13.24,-11.1,27.8,0.0,-14.56,-11.1,2.1400000000000006
