Date,Day,Expiry.Day,Start.Time,End.Time,Future,Strike,CE Price,PE Price,Premium,SL.Time,Target,UT Scrip,UT.open,UT.high,UT.low,UT.close,Straddle.PL,UT.PL,Total PNL
2024-01-01,Monday,FALSE,10:44:00,15:25:00,72155.67,"('73500CE', '70900PE')",72.7,78.0,150.7,2024-01-01 14:42:00,140.0,71800PE,144.35,269.9,139.55,261.35,-16.95375,-45.109375,-62.063125
2024-01-08,Monday,FALSE,10:44:00,15:25:00,71945.23,"('73000CE', '70800PE')",71.3,72.6,143.89999999999998,2024-01-08 11:06:00,140.0,72400CE,159.0,176.65,82.5,86.8,-16.18875,70.2125,54.02375000000001
2024-01-15,Monday,FALSE,10:44:00,15:25:00,73129.27,"('74400CE', '71500PE')",85.7,91.0,176.7,,140.0,,,,,,5.79125,0.0,5.79125
2024-01-29,Monday,FALSE,10:44:00,15:25:00,71489.87,"('73800CE', '68600PE')",76.75,75.1,151.85,2024-01-29 12:01:00,140.0,69600PE,142.4,145.25,99.3,104.95,-17.083125,35.67,18.586875000000003
2024-02-05,Monday,FALSE,10:44:00,15:25:00,72156.77,"('74200CE', '69900PE')",99.05,92.4,191.45,,140.0,,,,,,9.656874999999983,0.0,9.656874999999983
2024-02-12,Monday,FALSE,10:44:00,15:25:00,71282.72,"('73100CE', '69500PE')",72.15,72.45,144.60000000000002,2024-02-12 12:50:00,140.0,72500CE,144.45,165.0,127.35,136.7,-16.267500000000002,5.944375,-10.323125000000001
2024-02-19,Monday,FALSE,10:44:00,15:25:00,72506.01,"('74000CE', '70600PE')",75.2,72.95,148.15,2024-02-19 11:14:00,140.0,71300PE,150.0,150.2,114.35,139.1,-16.666875,9.025000000000006,-7.641874999999995
2024-02-26,Monday,FALSE,10:44:00,15:25:00,72821.37,"('74700CE', '71100PE')",80.75,83.4,164.15,,140.0,,,,,,28.448125,0.0,28.448125
2024-03-11,Monday,FALSE,10:44:00,15:25:00,73878.54,"('75200CE', '72400PE')",79.0,74.8,153.8,,140.0,,,,,,1.0774999999999997,0.0,1.0774999999999997
2024-03-18,Monday,FALSE,10:44:00,15:25:00,72578.6,"('74100CE', '70900PE')",79.35,77.7,157.05,2024-03-18 12:24:00,140.0,71800PE,155.65,173.3,117.55,147.9,-17.668125000000003,5.804375,-11.863750000000003
2024-04-01,Monday,FALSE,10:44:00,15:25:00,74116.69,"('75500CE', '72700PE')",81.4,81.95,163.35000000000002,,140.0,,,,,,39.95812500000003,0.0,39.95812500000003
2024-04-22,Monday,FALSE,10:44:00,15:25:00,73368.81,"('74800CE', '71500PE')",72.7,72.55,145.25,,140.0,,,,,,11.534375000000022,0.0,11.534375000000022
