Date,Day,Expiry.Day,Start.Time,End.Time,Future,Strike,CE Price,PE Price,Premium,SL.Time,Target,UT Scrip,UT.open,UT.high,UT.low,UT.close,Straddle.PL,UT.PL,Total PNL
2024-01-03,Wednesday,FALSE,10:26:00,15:25:00,71501.05,"('72400CE', '70600PE')",77.6,72.85,150.45,,140.0,,,,,,63.369374999999984,0.0,63.369374999999984
2024-01-10,Wednesday,FALSE,10:26:00,15:25:00,71365.56,"('72200CE', '70300PE')",73.15,72.75,145.9,,140.0,,,,,,22.526249999999994,0.0,22.526249999999994
2024-01-17,Wednesday,FALSE,10:26:00,15:25:00,72211.75,"('73200CE', '71100PE')",75.15,75.35,150.5,2024-01-17 10:44:00,140.0,72800CE,143.8,149.75,57.45,62.2,-16.931250000000002,79.80250000000001,62.87125
2024-01-23,Tuesday,FALSE,10:26:00,15:25:00,71577.86,"('72600CE', '70500PE')",76.15,81.05,157.2,2024-01-23 10:40:00,140.0,72000CE,166.3,175.2,41.8,51.65,-17.685,112.57125,94.88625
2024-01-31,Wednesday,FALSE,10:26:00,15:25:00,71404.97,"('73700CE', '69300PE')",68.8,71.8,140.6,2024-01-31 11:32:00,140.0,70400PE,146.3,176.9,128.1,163.65,-15.8175,-19.178749999999994,-34.996249999999996
2024-02-07,Wednesday,FALSE,10:26:00,15:25:00,72370.65,"('73700CE', '70800PE')",76.55,73.75,150.3,,140.0,,,,,,53.221250000000026,0.0,53.221250000000026
2024-02-14,Wednesday,FALSE,10:26:00,15:25:00,71036.07,"('72200CE', '69800PE')",80.45,81.3,161.75,2024-02-14 12:31:00,140.0,70400PE,142.2,146.0,47.4,47.45,-18.196875000000002,92.97249999999998,74.77562499999998
2024-02-21,Wednesday,FALSE,10:26:00,15:25:00,73072.45,"('74100CE', '71700PE')",72.65,77.0,149.65,2024-02-21 14:40:00,140.0,73200CE,149.75,176.05,121.95,127.25,-16.835625,20.628125,3.7925000000000004
2024-02-28,Wednesday,FALSE,10:26:00,15:25:00,73181.54,"('74200CE', '72000PE')",80.45,89.05,169.5,2024-02-28 10:51:00,140.0,73700CE,151.25,152.7,53.4,58.1,-19.068749999999998,91.259375,72.19062500000001
2024-03-05,Tuesday,FALSE,10:26:00,15:25:00,73459.4,"('74400CE', '72200PE')",77.1,72.8,149.89999999999998,2024-03-05 12:59:00,140.0,73200PE,140.3,192.45,125.6,164.65,-16.86375,-43.84375,-60.707499999999996
2024-03-13,Wednesday,FALSE,10:26:00,15:25:00,73653.49,"('74800CE', '72400PE')",71.85,72.5,144.35,2024-03-13 11:40:00,140.0,74100CE,143.6,150.0,39.1,41.65,-16.239375,100.15499999999999,83.91562499999999
2024-03-20,Wednesday,FALSE,10:26:00,15:25:00,71879.27,"('73000CE', '70900PE')",76.85,75.3,152.14999999999998,2024-03-20 12:18:00,140.0,71700PE,151.25,196.3,110.0,166.45,-17.116874999999997,-17.09062499999999,-34.20749999999998
2024-03-26,Tuesday,FALSE,10:26:00,15:25:00,72515.23,"('73600CE', '71600PE')",74.8,78.9,153.7,,140.0,,,,,,57.078749999999985,0.0,57.078749999999985
2024-04-03,Wednesday,FALSE,10:26:00,15:25:00,73905.1,"('74700CE', '73000PE')",79.5,71.4,150.9,2024-04-03 12:45:00,140.0,73600PE,153.6,192.95,132.5,181.55,-16.97625,-29.87000000000002,-46.84625000000002
2024-04-09,Tuesday,FALSE,10:26:00,15:25:00,75051.5,"('75800CE', '74000PE')",76.5,81.75,158.25,,150.0,,,,,,20.47187499999999,0.0,20.47187499999999
2024-04-16,Tuesday,FALSE,10:26:00,15:25:00,73001.34,"('73900CE', '71800PE')",82.45,82.15,164.60000000000002,,140.0,,,,,,2.8925000000000165,0.0,2.8925000000000165
2024-04-24,Wednesday,FALSE,10:26:00,15:25:00,74054.3,"('74800CE', '73100PE')",74.2,76.0,150.2,,140.0,,,,,,27.822499999999987,0.0,27.822499999999987
2024-04-30,Tuesday,FALSE,10:26:00,15:25:00,74942.58,"('76100CE', '73600PE')",69.6,70.8,140.39999999999998,,140.0,,,,,,20.69499999999999,0.0,20.69499999999999
2024-05-08,Wednesday,FALSE,10:26:00,15:25:00,73195.5,"('74500CE', '72100PE')",70.3,70.9,141.2,2024-05-08 12:09:00,140.0,73000PE,146.4,210.8,105.5,128.0,-15.885,-45.75,-61.635
2024-05-15,Wednesday,FALSE,10:26:00,15:25:00,72919.85,"('74000CE', '71700PE')",75.35,71.2,146.55,,140.0,,,,,,37.61812500000002,0.0,37.61812500000002
2024-05-22,Wednesday,FALSE,10:26:00,15:25:00,74064.22,"('75100CE', '72900PE')",75.0,79.1,154.1,,140.0,,,,,,47.523749999999986,0.0,47.523749999999986
2024-05-29,Wednesday,FALSE,10:26:00,15:25:00,74669.12,"('76000CE', '73500PE')",70.8,74.9,145.7,2024-05-29 10:56:00,140.0,75600CE,150.9,186.55,102.35,114.3,-16.39125,34.71375000000001,18.322500000000012
2024-06-05,Wednesday,FALSE,10:26:00,15:25:00,72396.84,"('74700CE', '69000PE')",98.75,86.3,185.05,2024-06-05 11:00:00,140.0,70800PE,152.45,152.5,38.65,49.0,-20.818125000000002,101.54437499999999,80.72625
