Date,Day,Expiry.Day,Start.Time,End.Time,Future,Strike,CE Price,PE Price,Premium,SL.Time,Target,UT Scrip,UT.open,UT.high,UT.low,UT.close,Straddle.PL,UT.PL,Total PNL
2024-01-02,Tuesday,FALSE,10:50:00,15:25:00,71763.42,"('73000CE', '70500PE')",79.0,80.05,159.05,,140.0,,,,,,45.86187500000001,0.0,45.86187500000001
2024-01-09,Tuesday,FALSE,10:50:00,15:25:00,71934.18,"('72900CE', '70900PE')",70.5,76.95,147.45,2024-01-09 14:21:00,140.0,72100CE,151.15,177.65,86.7,120.55,-16.588124999999998,28.710625000000007,12.12250000000001
2024-01-16,Tuesday,FALSE,10:50:00,15:25:00,73408.93,"('74500CE', '71800PE')",70.0,71.95,141.95,,140.0,,,,,,24.275624999999984,0.0,24.275624999999984
2024-01-20,Saturday,FALSE,10:50:00,15:25:00,71887.17,"('73400CE', '70400PE')",73.55,74.45,148.0,2024-01-20 12:44:00,140.0,72600CE,147.2,180.0,105.65,130.1,-16.650000000000002,15.259999999999994,-1.3900000000000077
2024-01-30,Tuesday,FALSE,10:50:00,15:25:00,71683.93,"('74200CE', '68900PE')",74.45,71.65,146.10000000000002,,140.0,,,,,,36.123750000000015,0.0,36.123750000000015
2024-02-06,Tuesday,FALSE,10:50:00,15:25:00,71865.72,"('73700CE', '69700PE')",76.1,78.0,154.1,,140.0,,,,,,27.02374999999999,0.0,27.02374999999999
2024-02-13,Tuesday,FALSE,10:50:00,15:25:00,71494.38,"('72900CE', '69800PE')",80.2,81.2,161.4,,140.0,,,,,,20.882500000000007,0.0,20.882500000000007
2024-02-20,Tuesday,FALSE,10:50:00,15:25:00,72751.94,"('74100CE', '70900PE')",77.0,73.6,150.6,,140.0,,,,,,0.017500000000005622,0.0,0.017500000000005622
2024-02-27,Tuesday,FALSE,10:50:00,15:25:00,72861.66,"('74300CE', '71200PE')",83.5,79.05,162.55,2024-02-27 12:55:00,140.0,72000PE,156.0,182.25,135.9,144.25,-18.286875000000002,9.8,-8.486875000000001
2024-03-04,Monday,FALSE,10:50:00,15:25:00,73895.78,"('75300CE', '72100PE')",70.55,73.1,143.64999999999998,,140.0,,,,,,46.65437499999997,0.0,46.65437499999997
2024-03-12,Tuesday,FALSE,10:50:00,15:25:00,73412.45,"('74800CE', '72100PE')",74.05,67.85,141.89999999999998,2024-03-12 11:01:00,140.0,72800PE,140.1,164.0,106.55,128.7,-15.963749999999997,9.648750000000005,-6.314999999999992
2024-03-19,Tuesday,FALSE,10:50:00,15:25:00,72156.95,"('73600CE', '70900PE')",70.6,76.25,146.85,,140.0,,,,,,34.11437499999999,0.0,34.11437499999999
2024-04-02,Tuesday,FALSE,10:50:00,15:25:00,73853.57,"('74900CE', '72900PE')",83.35,89.3,172.64999999999998,,140.0,,,,,,19.441874999999968,0.0,19.441874999999968
2024-04-08,Monday,FALSE,10:50:00,15:25:00,74607.35,"('75700CE', '73100PE')",74.35,69.55,143.89999999999998,,140.0,,,,,,5.901249999999989,0.0,5.901249999999989
2024-04-15,Monday,FALSE,10:50:00,15:25:00,73781.53,"('75100CE', '72100PE')",80.0,82.65,162.65,,140.0,,,,,,12.716875,0.0,12.716875
2024-04-23,Tuesday,FALSE,10:50:00,15:25:00,73758.32,"('74700CE', '72500PE')",82.95,80.25,163.2,,140.0,,,,,,4.159999999999989,0.0,4.159999999999989
