Date,Day,Future,Expiry.Day,Start.Time,End.Time,Target,CE.Strike,CE.Open,CE.High,CE.Low,CE.Close,CE.SL.Price,CE.SL.Flag,CE.SL.Time,CE.PNL,PE.Strike,PE.Open,PE.High,PE.Low,PE.Close,PE.SL.Price,PE.SL.Flag,PE.SL.Time,PE.PNL,UT.Strike,UT.Open,UT.High,UT.Low,UT.Close,UT.SL.Price,UT.SL.Flag,UT.SL.Time,BPL,TT PL at SL,UT PL at SL,UT PL,Total PNL
2024-01-03,Wednesday,71699.57,FALSE,09:20:00,15:25:00,175.0,72100CE,184.05,211.6,48.45,54.65,312.885,False,,127.1,71200PE,170.8,233.05,123.4,203.7,290.36,False,,-35.03,,,,,,,False,,92.07,0.0,0.0,0.0,92.07
2024-01-10,Wednesday,71389.2,FALSE,09:20:00,15:25:00,175.0,71700CE,206.0,378.2,130.85,321.85,350.2,True,2024-01-10 15:04:00,-146.77,71000PE,191.8,334.0,55.0,56.3,326.06,True,2024-01-10 09:30:00,-136.66,71700CE,167.4,378.2,130.85,321.85,251.10000000000002,True,2024-01-10 10:19:00,0.0,-136.66,36.02499999999999,-83.7,-184.335
2024-01-17,Wednesday,72422.38,FALSE,09:20:00,15:25:00,175.0,73000CE,190.85,196.6,43.0,46.35,324.445,False,,142.11,71700PE,180.8,570.4,137.85,529.65,307.36,True,2024-01-17 11:40:00,-128.82,73000CE,99.15,99.7,43.0,46.35,148.72500000000002,False,,0.0,-128.82,89.31437499999998,52.8,13.294374999999988
2024-01-23,Tuesday,71979.47,FALSE,09:20:00,15:25:00,175.0,72500CE,184.5,188.2,28.0,31.05,313.65,False,,151.14,71600PE,178.3,1520.7,170.85,1326.0,303.11,True,2024-01-23 10:01:00,-127.04,72500CE,125.45,128.8,28.0,31.05,188.175,False,,0.0,-127.04,56.74375,94.4,24.10374999999999
2024-01-31,Wednesday,70939.88,FALSE,09:20:00,15:25:00,175.0,72400CE,198.45,401.65,178.05,380.1,337.36499999999995,True,2024-01-31 11:07:00,-141.4,69700PE,202.95,222.7,69.95,88.15,345.015,False,,112.26,69700PE,79.5,94.7,69.95,88.15,119.25,False,,0.0,-141.4,120.913125,-8.65,-29.13687500000001
2024-02-07,Wednesday,72428.92,FALSE,09:20:00,15:25:00,175.0,73200CE,195.0,212.55,88.2,98.9,331.5,False,,93.66,71500PE,196.45,307.15,144.4,167.0,333.965,False,,26.99,,,,,,,False,,120.64999999999999,0.0,0.0,0.0,120.64999999999999
2024-02-14,Wednesday,70994.13,FALSE,09:20:00,15:25:00,175.0,71700CE,199.4,606.6,157.5,525.0,338.98,True,2024-02-14 14:17:00,-142.07,70300PE,199.75,257.55,42.15,43.0,339.575,False,,154.25,70300PE,69.0,79.75,42.15,43.0,103.5,False,,0.0,-142.07,128.253125,26.0,12.183125000000018
2024-02-21,Wednesday,73106.8,FALSE,09:20:00,15:25:00,175.0,73700CE,189.8,204.85,44.05,46.05,322.66,False,,141.38,72200PE,179.35,305.1,91.9,261.0,304.895,True,2024-02-21 14:56:00,-127.79,73700CE,50.45,64.0,44.05,46.05,75.67500000000001,False,,0.0,-127.79,136.97750000000002,4.4,13.587500000000015
2024-02-28,Wednesday,73109.55,FALSE,09:20:00,15:25:00,175.0,73800CE,186.5,193.0,45.75,50.8,317.05,False,,133.37,72300PE,176.2,474.15,132.95,439.8,299.53999999999996,True,2024-02-28 11:00:00,-125.54,73800CE,84.25,95.0,45.75,50.8,126.375,False,,0.0,-125.54,99.91875,33.45,7.828749999999999
2024-03-05,Tuesday,73704.38,FALSE,09:20:00,15:25:00,175.0,74300CE,176.7,198.4,68.5,89.25,300.39,False,,85.24,73000PE,176.15,239.95,92.85,119.05,299.455,False,,54.9,,,,,,,False,,140.14,0.0,0.0,0.0,140.14
