Date,Day,Expiry.Day,Time,ST0,ST0.O,ST0.SL.Trigg,ST0.SL.Time,ST0.PL,Total PNL
2024-01-05,Friday,FALSE,09:22:00,"('21750CE', '21750PE')",237.05,False,,23.229500000000023,23.229500000000023
2024-01-12,Friday,FALSE,09:22:00,"('21750CE', '21750PE')",251.75,False,,-69.11750000000002,-69.11750000000002
2024-01-19,Friday,FALSE,09:22:00,"('21650CE', '21650PE')",314.4,False,,20.206000000000024,20.206000000000024
2024-02-02,Friday,FALSE,09:22:00,"('21950CE', '21950PE')",325.05,False,,14.29950000000001,14.29950000000001
2024-02-09,Friday,FALSE,09:22:00,"('21750CE', '21750PE')",351.75,False,,43.88249999999998,43.88249999999998
2024-02-16,Friday,FALSE,09:22:00,"('22050CE', '22050PE')",315.85,False,,8.041500000000045,8.041500000000045
2024-02-23,Friday,FALSE,09:22:00,"('22300CE', '22300PE')",322.85,False,,25.171500000000034,25.171500000000034
2024-03-01,Friday,FALSE,09:22:00,"('22150CE', '22150PE')",329.9,False,,-43.69899999999998,-43.69899999999998
2024-03-15,Friday,FALSE,09:22:00,"('22150CE', '22150PE')",304.65,False,,20.4535,20.4535
2024-04-19,Friday,FALSE,09:22:00,"('21850CE', '21850PE')",360.7,False,,-55.206999999999965,-55.206999999999965
2024-05-03,Friday,FALSE,09:22:00,"('22800CE', '22800PE')",270.35,False,,-107.25349999999996,-107.25349999999996
2024-05-10,Friday,FALSE,09:22:00,"('22000CE', '22000PE')",345.2,False,,40.298,40.298
2024-05-24,Friday,FALSE,09:22:00,"('23000CE', '23000PE')",347.65,False,,42.5235,42.5235
2024-05-31,Friday,FALSE,09:22:00,"('22650CE', '22650PE')",812.25,False,,-37.67249999999996,-37.67249999999996
2024-06-07,Friday,FALSE,09:22:00,"('22950CE', '22950PE')",469.7,False,,-66.79699999999997,-66.79699999999997
2024-06-21,Friday,FALSE,09:22:00,"('23600CE', '23600PE')",276.4,False,,1.4359999999999888,1.4359999999999888
2024-06-28,Friday,FALSE,09:22:00,"('24100CE', '24100PE')",328.85,False,,29.411500000000046,29.411500000000046
2024-07-05,Friday,FALSE,09:22:00,"('24200CE', '24200PE')",272.15,False,,-0.32150000000002255,-0.32150000000002255
2024-07-19,Friday,FALSE,09:22:00,"('24750CE', '24750PE')",455.75,False,,-45.8075,-45.8075
2024-07-26,Friday,FALSE,09:22:00,"('24500CE', '24500PE')",291.25,False,,-138.2125,-138.2125
2024-08-02,Friday,FALSE,09:22:00,"('24800CE', '24800PE')",309.9,False,,-9.699000000000023,-9.699000000000023
2024-08-16,Friday,FALSE,09:22:00,"('24400CE', '24400PE')",299.0,False,,-17.43999999999999,-17.43999999999999
2024-08-23,Friday,FALSE,09:22:00,"('24850CE', '24850PE')",267.25,False,,3.3275,3.3275
2024-08-30,Friday,FALSE,09:22:00,"('25250CE', '25250PE')",272.20000000000005,False,,24.678000000000033,24.678000000000033
2024-09-06,Friday,FALSE,09:22:00,"('25100CE', '25100PE')",272.3,False,,-86.27299999999995,-86.27299999999995
2024-09-13,Friday,FALSE,09:22:00,"('25350CE', '25350PE')",289.35,False,,28.056500000000046,28.056500000000046
2024-09-20,Friday,FALSE,09:22:00,"('25500CE', '25500PE')",313.65,False,,-93.63650000000005,-93.63650000000005
2024-10-04,Friday,FALSE,09:22:00,"('25250CE', '25250PE')",381.95,False,,-2.6195000000000115,-2.6195000000000115
2024-10-11,Friday,FALSE,09:22:00,"('25000CE', '25000PE')",330.5,False,,40.54500000000002,40.54500000000002
2024-10-18,Friday,FALSE,09:22:00,"('24600CE', '24600PE')",355.4,False,,-45.904000000000025,-45.904000000000025
2024-10-25,Friday,FALSE,09:22:00,"('24400CE', '24400PE')",319.95000000000005,False,,-7.899499999999932,-7.899499999999932
2024-11-08,Friday,FALSE,09:22:00,"('24100CE', '24100PE')",369.35,False,,61.65650000000002,61.65650000000002
2024-11-22,Friday,FALSE,09:22:00,"('23500CE', '23500PE')",364.95,False,,-179.39950000000005,-179.39950000000005
2024-11-29,Friday,FALSE,09:22:00,"('24050CE', '24050PE')",377.45000000000005,False,,37.32550000000002,37.32550000000002
2024-12-06,Friday,FALSE,09:22:00,"('24750CE', '24750PE')",484.9,False,,117.20099999999995,117.20099999999995
2024-12-13,Friday,FALSE,09:22:00,"('24450CE', '24450PE')",361.79999999999995,False,,-62.46800000000008,-62.46800000000008
2024-12-27,Friday,FALSE,09:22:00,"('23850CE', '23850PE')",354.75,False,,69.05250000000002,69.05250000000002
