Date,Day,Future,Expiry.Day,Time,Target,StrikeCE,CE Open,CE High,CE Low,CE Close,StrikePE,PE Open,PE High,PE Low,PE Close,PL0,PL0.CE,PL0.PE,Total PNL
2024-01-02,Tuesday,72136.24,FALSE,09:35:00,280.0,72400,310.95,365.1,161.75,169.6,72000,311.0,651.45,262.5,430.25,-101.07,-50.53,-50.54,-101.07
2024-01-09,Tuesday,71761.88,FALSE,09:35:00,280.0,72000,283.35,419.5,105.0,145.5,71700,300.0,549.85,192.2,480.8,-94.79,-46.04,-48.75,-94.79
2024-01-16,Tuesday,73219.93,FALSE,09:35:00,280.0,73500,293.1,380.0,169.55,212.6,72800,290.7,375.3,208.35,262.6,-94.87,-47.63,-47.24,-94.87
2024-01-20,Saturday,71771.62,FALSE,09:35:00,280.0,72400,301.45,319.15,139.15,171.95,71400,305.35,450.0,238.8,354.55,76.11,125.73,-49.62,76.11
2024-01-30,Tuesday,71821.25,FALSE,09:35:00,280.0,73100,283.6,321.3,97.15,112.9,70600,282.0,379.5,216.35,339.15,121.34,167.16,-45.82,121.34
2024-02-06,Tuesday,71895.6,FALSE,09:35:00,280.0,72600,297.95,408.05,240.85,360.0,71100,307.35,340.0,176.45,179.5,75.59,-48.42,124.01,75.59
2024-02-13,Tuesday,71130.49,FALSE,09:35:00,280.0,71800,315.95,447.05,263.0,380.4,70600,326.25,332.3,144.15,166.2,104.63,-51.34,155.97,104.63
2024-02-20,Tuesday,72603.48,FALSE,09:35:00,280.0,73100,296.3,455.9,277.0,439.6,72000,304.3,338.7,158.95,163.55,88.8,-48.15,136.95,88.8
2024-02-27,Tuesday,72807.91,FALSE,09:35:00,280.0,73500,301.2,384.8,247.5,307.95,72300,315.65,329.5,193.65,206.4,56.36,-48.94,105.3,56.36
2024-03-04,Monday,73869.35,FALSE,09:35:00,280.0,74400,294.6,310.75,182.6,202.4,73400,305.65,353.95,235.45,257.1,38.85,88.52,-49.67,38.85
2024-03-12,Tuesday,73835.26,FALSE,09:35:00,280.0,74200,304.95,362.5,164.6,248.3,73600,304.0,509.4,236.35,337.2,-98.95,-49.55,-49.4,-98.95
