Date,Day,Future,Expiry.Day,Time,Target,StrikeCE,CE Open,CE High,CE Low,CE Close,StrikePE,PE Open,PE High,PE Low,PE Close,PL0,PL0.CE,PL0.PE,Total PNL
2024-01-05,Friday,21793.6,FALSE,09:28:00,84.0,21800,86.15,96.0,47.3,70.7,21650,83.2,132.9,64.45,73.85,1.28,14.59,-13.31,1.28
2024-01-12,Friday,21772.0,FALSE,09:28:00,84.0,21800,105.85,254.45,96.55,220.7,21700,104.2,108.7,48.7,49.4,36.82,-16.94,53.76,36.82
2024-01-19,Friday,21679.6,FALSE,09:28:00,84.0,21850,86.1,89.3,56.1,74.35,21500,84.55,124.15,66.9,74.4,-2.64,10.89,-13.53,-2.64
2024-02-02,Friday,22022.15,FALSE,09:28:00,88.0,22100,102.75,202.5,60.95,61.9,21850,107.5,164.4,66.3,141.6,-33.64,-16.44,-17.2,-33.64
2024-02-09,Friday,21840.75,FALSE,09:28:00,84.0,22000,91.25,90.75,50.05,64.5,21600,97.9,171.55,73.7,79.2,10.18,25.84,-15.66,10.18
2024-02-16,Friday,22059.0,FALSE,09:28:00,88.0,22150,100.65,134.0,93.45,100.05,21900,106.4,116.1,78.0,96.6,-7.36,-16.1,8.74,-7.36
2024-02-23,Friday,22260.65,FALSE,09:28:00,88.0,22400,100.65,118.2,65.5,67.6,22100,99.35,108.4,72.45,97.65,-15.39,-16.1,0.71,-15.39
2024-03-01,Friday,22251.35,FALSE,09:28:00,88.0,22300,100.6,203.5,95.15,184.6,22000,99.4,102.45,49.55,52.65,29.66,-16.1,45.76,29.66
2024-03-15,Friday,22178.65,FALSE,09:28:00,88.0,22250,101.5,106.0,47.1,67.3,22000,99.6,184.65,94.35,104.3,17.24,33.18,-15.94,17.24
2024-04-19,Friday,21865.0,FALSE,09:28:00,84.0,22050,94.8,233.25,82.45,194.6,21600,93.7,95.1,32.2,38.65,38.94,-15.17,54.11,38.94
2024-05-03,Friday,22879.45,FALSE,09:28:00,88.0,22900,92.45,97.35,22.7,25.45,22700,90.15,358.35,87.45,257.35,51.66,66.08,-14.42,51.66
2024-05-10,Friday,22133.95,FALSE,09:28:00,88.0,22250,89.7,120.9,57.0,70.55,21850,88.25,101.45,53.8,67.55,5.47,-14.35,19.82,5.47
2024-05-24,Friday,23027.05,FALSE,09:28:00,92.0,23200,97.2,105.8,64.5,70.6,22800,91.9,109.7,60.5,74.75,10.93,25.63,-14.7,10.93
2024-05-31,Friday,22745.0,FALSE,09:28:00,88.0,23500,89.9,122.35,70.45,114.45,21500,92.4,137.25,67.2,121.3,-29.16,-14.38,-14.78,-29.16
2024-06-07,Friday,22948.3,FALSE,09:28:00,88.0,23250,98.8,255.5,86.25,235.0,22550,103.05,105.8,34.15,35.55,50.66,-15.81,66.47,50.66
2024-06-21,Friday,23600.75,FALSE,09:28:00,92.0,23650,112.75,124.65,53.05,58.7,23550,114.35,216.6,99.05,167.0,34.62,52.92,-18.3,34.62
2024-06-28,Friday,24178.6,FALSE,09:28:00,96.0,24250,99.45,134.25,62.25,71.15,23950,102.15,122.2,71.85,100.45,-32.25,-15.91,-16.34,-32.25
2024-07-05,Friday,24268.55,FALSE,09:28:00,96.0,24250,117.6,200.85,103.3,169.2,24150,108.65,116.45,42.3,53.45,35.29,-18.82,54.11,35.29
2024-07-19,Friday,24787.85,FALSE,09:28:00,96.0,25050,108.35,109.0,56.1,59.65,24450,105.6,210.0,102.3,193.9,30.72,47.62,-16.9,30.72
2024-07-26,Friday,24519.35,FALSE,09:28:00,96.0,24550,110.8,383.6,102.5,348.05,24400,112.15,117.15,21.9,25.9,67.4,-17.73,85.13,67.4
2024-08-02,Friday,24877.55,FALSE,09:28:00,96.0,24950,99.75,99.95,44.0,51.6,24700,101.55,194.6,93.85,161.3,30.9,47.15,-16.25,30.9
2024-08-16,Friday,24414.6,FALSE,09:28:00,96.0,24500,102.0,184.0,49.6,174.8,24300,103.65,205.5,46.0,48.95,-32.9,-16.32,-16.58,-32.9
2024-08-23,Friday,24853.0,FALSE,09:28:00,96.0,24900,112.0,121.9,86.4,110.4,24800,109.4,141.5,85.0,103.75,-17.02,0.48,-17.5,-17.02
2024-08-30,Friday,25339.6,FALSE,09:28:00,100.0,25350,104.9,105.45,76.2,97.1,25200,102.55,128.0,71.8,73.65,-9.66,6.75,-16.41,-9.66
2024-09-06,Friday,25190.0,FALSE,09:28:00,100.0,25200,109.25,125.85,36.0,39.35,25100,116.7,351.0,105.65,293.4,-36.15,-17.48,-18.67,-36.15
2024-09-13,Friday,25339.45,FALSE,09:28:00,100.0,25400,101.2,139.5,88.05,99.8,25200,100.7,117.9,62.3,74.05,-32.3,-16.19,-16.11,-32.3
2024-09-20,Friday,25493.55,FALSE,09:28:00,100.0,25600,103.1,292.15,90.0,258.95,25350,103.75,125.75,43.5,45.35,-33.1,-16.5,-16.6,-33.1
2024-10-04,Friday,25352.0,FALSE,09:28:00,100.0,25400,107.85,256.0,44.0,50.45,24950,109.3,172.9,51.0,139.65,-34.75,-17.26,-17.49,-34.75
2024-10-11,Friday,25105.0,FALSE,09:28:00,100.0,25100,119.05,130.9,76.2,83.3,24900,113.5,153.2,91.35,116.65,16.4,34.56,-18.16,16.4
2024-10-18,Friday,24665.05,FALSE,09:28:00,96.0,24750,111.7,269.0,106.6,232.6,24450,107.5,113.75,24.25,27.4,61.16,-17.87,79.03,61.16
2024-10-25,Friday,24439.75,FALSE,09:28:00,96.0,24550,98.9,101.9,20.5,35.55,24300,99.35,300.9,95.65,191.0,46.46,62.36,-15.9,46.46
2024-11-08,Friday,24251.45,FALSE,09:28:00,96.0,24350,99.85,160.75,55.85,65.2,23950,97.7,102.55,60.0,77.95,2.79,-15.98,18.77,2.79
2024-11-22,Friday,23557.0,FALSE,09:28:00,92.0,23750,91.75,342.2,61.65,271.7,23300,94.05,141.6,46.75,52.85,-29.73,-14.68,-15.05,-29.73
2024-11-29,Friday,24169.35,FALSE,09:28:00,96.0,24250,107.95,158.85,94.05,122.05,23850,111.5,133.0,44.35,50.0,-35.11,-17.27,-17.84,-35.11
