Date,Day,Future,Expiry.Day,Time,Target,StrikeCE,CE Open,CE High,CE Low,CE Close,StrikePE,PE Open,PE High,PE Low,PE Close,PL0,PL1,PL0.CE,PL1.CE,PL0.PE,PL1.PE,Total PNL
2024-01-02,Tuesday,21847.7,FALSE,09:29:00,84.0,21750,96.7,109.2,38.1,41.4,21750,98.45,212.3,84.65,142.55,38.58,-15.75,54.33,0.0,-15.75,-15.75,22.83
2024-01-09,Tuesday,21733.8,FALSE,09:29:00,84.0,21650,103.95,144.35,33.85,44.0,21700,93.55,193.25,65.75,166.8,-31.6,43.94,-16.63,58.91,-14.97,-14.97,12.339999999999996
2024-01-16,Tuesday,22072.05,FALSE,09:29:00,88.0,22050,108.9,145.0,59.6,77.5,22050,100.45,147.4,68.65,98.5,-33.49,-33.49,-17.42,-17.42,-16.07,-16.07,-66.98
2024-01-23,Tuesday,21751.0,FALSE,09:29:00,84.0,21750,108.5,120.0,9.1,10.0,21750,102.7,608.05,89.35,549.5,80.99,0.0,97.42,0.0,-16.43,0.0,80.99
2024-01-30,Tuesday,21822.1,FALSE,09:29:00,84.0,21950,93.7,117.95,22.9,25.05,21500,93.35,144.85,64.05,120.3,-29.93,-14.99,-14.99,-14.99,-14.94,0.0,-44.92
2024-02-06,Tuesday,21847.0,FALSE,09:29:00,84.0,21900,85.65,157.7,74.3,146.1,21650,86.3,88.0,31.45,32.6,39.14,-13.7,-13.7,-13.7,52.84,0.0,25.44
2024-02-13,Tuesday,21662.6,FALSE,09:29:00,84.0,21700,90.75,159.7,78.2,136.05,21450,85.75,99.3,23.15,28.0,-28.24,42.37,-14.52,-14.52,-13.72,56.89,14.129999999999999
2024-02-20,Tuesday,22128.0,FALSE,09:29:00,88.0,22150,91.5,144.9,73.8,138.25,22000,94.0,117.2,44.25,45.65,-29.68,32.77,-14.64,-14.64,-15.04,47.41,3.0900000000000034
2024-02-27,Tuesday,22136.0,FALSE,09:29:00,88.0,22200,98.5,129.0,77.0,100.1,22050,95.3,104.5,44.75,53.8,24.79,-15.76,-15.76,-15.76,40.55,0.0,9.03
2024-03-05,Tuesday,22465.0,FALSE,09:29:00,88.0,22400,97.95,114.4,43.25,69.6,22300,90.5,136.15,57.85,70.55,-30.15,12.89,-15.67,27.37,-14.48,-14.48,-17.259999999999998
2024-03-12,Tuesday,22429.8,FALSE,09:29:00,88.0,22400,95.8,150.0,73.65,87.45,22350,101.8,127.75,53.45,85.85,-31.62,-31.62,-15.33,-15.33,-16.29,-16.29,-63.24
2024-03-19,Tuesday,22016.85,FALSE,09:29:00,88.0,22000,102.5,113.7,37.0,39.7,21900,104.0,166.2,84.35,145.8,45.13,0.0,61.77,0.0,-16.64,0.0,45.13
