Date,Day,Future,Expiry.Day,Time,Target,StrikeCE,CE Open,CE High,CE Low,CE Close,StrikePE,PE Open,PE High,PE Low,PE Close,PL0,PL1,PL0.CE,PL1.CE,PL0.PE,PL1.PE,Total PNL
2024-01-05,Friday,72122.3,TRUE,09:31:00,280.0,71800,342.5,341.3,81.25,226.1,72400,303.0,558.4,291.05,373.95,62.88,0.0,112.12,0.0,-49.24,0.0,62.88
2024-01-12,Friday,72029.27,TRUE,09:31:00,280.0,71700,323.0,936.45,302.5,868.15,72300,338.9,361.8,0.05,0.05,282.12,0.0,-52.49,0.0,334.61,0.0,282.12
2024-01-19,Friday,71858.13,TRUE,09:31:00,280.0,71600,365.15,363.45,63.0,83.9,72200,344.25,610.0,346.3,515.4,220.75,0.0,276.69,0.0,-55.94,0.0,220.75
2024-01-25,Thursday,70880.75,TRUE,09:31:00,280.0,70700,332.0,355.45,0.5,1.95,71100,320.3,850.0,304.5,410.2,273.85,-52.05,325.9,0.0,-52.05,-52.05,221.8
2024-02-02,Friday,72483.81,TRUE,09:31:00,280.0,72300,315.6,995.25,0.05,0.05,72800,340.0,1814.35,70.0,713.35,-106.53,-106.53,-51.28,-51.28,-55.25,-55.25,-213.06
2024-02-09,Friday,71520.79,TRUE,09:31:00,280.0,71400,334.6,478.0,106.0,194.55,71700,315.95,494.5,94.75,105.15,-105.71,-105.71,-54.37,-54.37,-51.34,-51.34,-211.42
2024-02-16,Friday,72307.78,TRUE,09:31:00,280.0,72200,294.15,399.6,186.45,225.9,72400,285.05,307.5,0.05,0.05,233.64,42.43,-47.8,42.43,281.44,0.0,276.07
2024-02-23,Friday,73226.15,TRUE,09:31:00,280.0,73000,367.55,455.0,124.95,143.0,73500,335.6,390.0,195.9,357.3,-114.26,-85.62,-59.73,-59.73,-54.53,-25.89,-199.88
2024-03-01,Friday,72872.2,TRUE,09:31:00,280.0,72800,310.6,1023.3,297.4,947.8,73000,286.45,292.0,0.1,0.1,232.3,0.0,-50.47,0.0,282.77,0.0,232.3
2024-03-07,Thursday,74070.81,TRUE,09:31:00,280.0,73900,288.35,399.0,159.25,219.2,74300,306.3,364.8,123.3,180.65,-96.63,67.85,-46.86,-53.97,-49.77,121.82,-28.78
2024-03-15,Friday,72974.3,TRUE,09:31:00,280.0,72800,309.6,310.65,0.05,0.05,73200,319.0,682.85,318.0,558.3,253.84,0.0,305.68,0.0,-51.84,0.0,253.84
