Date,Day,Future,Expiry.Day,Time,Target,StrikeCE,CE Open,CE High,CE Low,CE Close,StrikePE,PE Open,PE High,PE Low,PE Close,PL0,PL0.CE,PL0.PE,Total PNL
2024-01-01,Monday,72103.46,FALSE,09:29:00,280.0,72600,286.7,593.0,248.5,253.4,71800,294.55,307.1,139.55,261.35,-17.07,-46.59,29.52,-17.07
2024-01-08,Monday,72066.49,FALSE,09:29:00,280.0,72300,312.0,332.55,97.7,104.15,71900,322.05,759.6,275.3,720.6,151.62,203.95,-52.33,151.62
2024-01-15,Monday,73243.69,FALSE,09:29:00,280.0,73700,300.65,315.65,193.1,296.2,72700,292.7,398.2,213.4,216.4,-46.87,0.69,-47.56,-46.87
2024-01-29,Monday,71315.94,FALSE,09:29:00,280.0,72600,298.25,519.2,264.2,455.4,70300,304.85,333.15,157.35,160.75,91.82,-48.47,140.29,91.82
2024-02-05,Monday,72186.87,FALSE,09:29:00,280.0,73200,294.05,330.65,127.9,132.5,71100,298.55,425.4,199.7,356.95,109.36,157.87,-48.51,109.36
2024-02-12,Monday,71646.8,FALSE,09:29:00,280.0,72400,311.05,326.0,145.0,156.5,71000,318.8,618.5,299.25,462.9,98.85,150.66,-51.81,98.85
2024-02-19,Monday,72471.2,FALSE,09:29:00,280.0,73100,292.35,463.45,241.55,336.4,71700,282.35,335.8,177.1,212.9,-93.39,-47.51,-45.88,-93.39
2024-02-26,Monday,73012.74,FALSE,09:29:00,280.0,73900,273.3,306.1,184.5,192.3,72300,287.1,380.0,242.0,300.35,30.93,77.58,-46.65,30.93
2024-03-11,Monday,74065.57,FALSE,09:29:00,280.0,74500,319.0,324.05,144.05,147.4,73600,309.1,479.2,298.5,448.2,117.38,167.61,-50.23,117.38
2024-03-18,Monday,72714.35,FALSE,09:29:00,280.0,73400,302.7,351.55,175.45,223.8,72200,306.75,469.4,191.4,243.7,-99.04,-49.19,-49.85,-99.04
2024-04-01,Monday,74129.69,FALSE,09:29:00,280.0,74700,295.55,330.0,165.0,195.75,73700,305.85,335.0,239.55,266.15,131.99,96.11,35.88,131.99
2024-04-22,Monday,73378.76,FALSE,09:29:00,280.0,73800,314.55,415.8,279.0,413.4,72800,321.45,367.35,188.05,190.0,76.32,-51.11,127.43,76.32
2024-05-06,Monday,74306.1,FALSE,09:29:00,280.0,74800,315.2,326.35,166.55,189.25,73900,324.35,525.0,308.1,435.55,69.3,122.01,-52.71,69.3
