Date,Day,Future,Expiry.Day,Time,Target,StrikeCE,CE Open,CE High,CE Low,CE Close,StrikePE,PE Open,PE High,PE Low,PE Close,PL0,PL1,PL0.CE,PL1.CE,PL0.PE,PL1.PE,Total PNL
2024-01-03,Wednesday,21699.95,FALSE,09:24:00,84.0,21600,84.8,95.45,17.65,21.3,21650,99.55,179.45,81.0,150.15,46.72,-15.93,62.65,0.0,-15.93,-15.93,30.79
2024-01-10,Wednesday,21587.6,FALSE,09:24:00,84.0,21500,93.45,200.5,58.0,176.25,21550,93.75,159.85,16.8,17.7,-29.95,-29.95,-14.95,-14.95,-15.0,-15.0,-59.9
2024-01-17,Wednesday,21801.45,FALSE,09:24:00,84.0,21800,99.5,113.2,11.6,13.75,21800,92.9,267.0,67.5,244.6,69.9,0.0,84.76,0.0,-14.86,0.0,69.9
2024-01-24,Wednesday,21252.1,FALSE,09:24:00,84.0,21300,99.35,222.0,66.85,209.6,21200,98.55,120.8,9.45,11.5,-31.67,70.16,-15.9,-15.9,-15.77,86.06,38.489999999999995
2024-01-31,Wednesday,21603.95,FALSE,09:24:00,84.0,21650,88.15,196.4,87.55,168.0,21350,88.1,89.1,18.2,24.35,48.77,0.0,-14.1,0.0,62.87,0.0,48.77
2024-02-07,Wednesday,22087.9,FALSE,09:24:00,88.0,22050,103.55,104.0,24.95,39.85,22050,108.8,242.95,107.75,128.25,45.25,-17.41,62.66,0.0,-17.41,-17.41,27.84
2024-02-14,Wednesday,21634.0,FALSE,09:24:00,84.0,21550,103.1,381.3,90.05,338.8,21550,99.55,117.4,9.1,9.85,-32.43,72.2,-16.5,-16.5,-15.93,88.7,39.77
2024-02-21,Wednesday,22241.55,FALSE,09:24:00,88.0,22200,106.1,118.0,14.65,17.45,22200,98.95,247.0,58.0,223.1,71.76,-15.83,87.59,0.0,-15.83,-15.83,55.93000000000001
2024-02-28,Wednesday,22208.55,FALSE,09:24:00,88.0,22200,102.1,104.1,13.25,13.6,22200,95.35,326.6,79.2,311.55,72.22,-15.26,87.48,0.0,-15.26,-15.26,56.96
2024-03-06,Wednesday,22415.0,FALSE,09:24:00,88.0,22300,96.9,243.8,53.75,222.65,22350,107.8,162.8,19.95,21.2,-32.75,-32.75,-15.5,-15.5,-17.25,-17.25,-65.5
2024-03-13,Wednesday,22453.75,FALSE,09:24:00,88.0,22400,88.15,90.7,4.3,4.4,22400,98.5,504.05,93.85,459.4,67.11,0.0,82.87,0.0,-15.76,0.0,67.11
2024-03-20,Wednesday,21957.0,FALSE,09:24:00,84.0,21900,95.8,99.85,31.35,54.45,21900,96.2,209.5,61.3,98.1,25.0,-15.39,40.39,0.0,-15.39,-15.39,9.61
2024-03-27,Wednesday,22095.0,FALSE,09:24:00,88.0,22050,109.6,193.5,105.4,156.85,22150,114.0,117.25,37.4,38.55,56.77,0.0,-17.54,0.0,74.31,0.0,56.77
2024-04-03,Wednesday,22467.35,FALSE,09:24:00,88.0,22300,100.05,241.1,88.35,149.7,22400,110.35,124.25,23.6,45.25,47.99,0.0,-16.01,0.0,64.0,0.0,47.99
2024-04-09,Tuesday,22765.0,FALSE,09:24:00,88.0,22650,111.75,164.45,56.85,70.35,22750,104.65,141.45,54.5,110.2,-34.62,23.54,-17.88,40.28,-16.74,-16.74,-11.079999999999998
2024-04-16,Tuesday,22241.65,FALSE,09:24:00,88.0,22200,95.85,99.0,34.55,64.85,22200,95.25,161.0,75.9,86.4,14.8,-15.24,30.04,0.0,-15.24,-15.24,-0.4399999999999995
2024-04-24,Wednesday,22412.0,FALSE,09:24:00,88.0,22350,115.95,168.85,84.15,101.85,22500,123.7,139.75,74.6,103.75,0.16,12.94,-18.55,12.94,18.71,0.0,13.1
2024-04-30,Tuesday,22769.85,FALSE,09:24:00,88.0,22650,114.0,177.05,71.0,77.65,22750,119.4,145.4,57.1,131.75,-37.34,16.11,-18.24,35.21,-19.1,-19.1,-21.230000000000004
2024-05-08,Wednesday,22335.55,FALSE,09:24:00,88.0,22250,103.0,192.0,63.75,105.5,22250,104.7,135.0,29.65,44.2,-33.23,42.97,-16.48,-16.48,-16.75,59.45,9.740000000000002
2024-05-15,Wednesday,22336.0,FALSE,09:24:00,88.0,22250,97.55,114.95,37.3,48.9,22250,85.95,167.25,67.6,94.7,-29.36,33.92,-15.61,47.67,-13.75,-13.75,4.560000000000002
2024-05-22,Wednesday,22629.8,FALSE,09:24:00,88.0,22550,97.0,135.0,64.95,114.8,22550,91.9,137.65,40.25,43.5,-30.22,-30.22,-15.52,-15.52,-14.7,-14.7,-60.44
2024-05-29,Wednesday,22845.0,FALSE,09:24:00,88.0,22850,99.25,108.7,33.0,35.2,22850,106.8,182.6,91.9,151.25,45.97,-17.09,63.06,0.0,-17.09,-17.09,28.88
2024-06-05,Wednesday,21838.55,FALSE,09:24:00,84.0,22050,87.0,597.55,79.0,486.65,21200,84.0,84.1,3.25,3.6,65.64,-13.92,-13.92,-13.92,79.56,0.0,51.72
2024-06-12,Wednesday,23350.0,FALSE,09:24:00,92.0,23300,115.5,202.6,88.3,98.3,23350,108.1,112.2,51.55,98.3,-9.76,16.05,-18.48,16.05,8.72,0.0,6.290000000000001
2024-06-19,Wednesday,23613.15,FALSE,09:24:00,92.0,23550,112.15,178.0,39.75,54.7,23650,102.15,260.8,69.55,169.2,-34.28,39.99,-17.94,56.33,-16.34,-16.34,5.710000000000001
2024-06-26,Wednesday,23696.9,FALSE,09:24:00,92.0,23700,92.35,227.8,80.05,183.2,23700,95.75,105.3,19.35,21.95,58.06,0.0,-14.78,0.0,72.84,0.0,58.06
2024-07-03,Wednesday,24317.0,FALSE,09:24:00,96.0,24200,127.1,172.8,100.55,130.7,24300,114.8,142.05,75.3,79.1,-38.71,29.68,-20.34,-4.87,-18.37,34.55,-9.030000000000001
2024-07-10,Wednesday,24445.35,FALSE,09:24:00,96.0,24350,112.55,122.5,25.55,48.85,24450,103.95,313.2,86.95,159.75,45.94,-16.63,62.57,0.0,-16.63,-16.63,29.31
2024-07-16,Tuesday,24629.0,FALSE,09:24:00,96.0,24600,103.9,137.7,77.85,83.85,24650,103.15,107.55,63.35,73.1,12.4,-16.62,-16.62,-16.62,29.02,0.0,-4.220000000000001
2024-07-24,Wednesday,24434.7,FALSE,09:24:00,96.0,24400,119.35,156.3,47.1,84.15,24450,110.9,220.35,81.25,93.95,-36.84,-36.84,-19.1,-19.1,-17.74,-17.74,-73.68
2024-07-31,Wednesday,24943.1,FALSE,09:24:00,96.0,24850,118.65,174.9,105.2,159.9,24950,117.15,145.0,68.3,71.45,-37.72,25.55,-18.98,-18.98,-18.74,44.53,-12.169999999999998
2024-08-07,Wednesday,24320.2,FALSE,09:24:00,96.0,24300,107.25,153.8,51.8,103.25,24300,109.75,169.0,59.45,77.95,-34.72,-14.63,-17.16,2.93,-17.56,-17.56,-49.35
2024-08-13,Tuesday,24351.85,FALSE,09:24:00,96.0,24300,126.75,149.95,29.55,33.4,24350,113.15,274.75,88.0,222.05,-38.38,92.08,-20.28,92.08,-18.1,0.0,53.699999999999996
2024-08-21,Wednesday,24718.8,FALSE,09:24:00,96.0,24650,108.7,159.15,87.45,139.7,24750,108.05,130.6,44.4,49.9,-34.68,39.68,-17.39,-17.39,-17.29,57.07,5.0
2024-08-28,Wednesday,25030.45,FALSE,09:24:00,100.0,24950,123.5,216.5,94.45,125.0,25100,110.05,151.8,44.9,84.75,-37.37,-20.34,-19.76,-2.73,-17.61,-17.61,-57.709999999999994
2024-09-04,Wednesday,25190.0,FALSE,09:24:00,100.0,25050,119.95,177.8,97.4,150.4,25150,111.85,121.05,50.95,55.3,36.24,-19.19,-19.19,-19.19,55.43,0.0,17.05
2024-09-11,Wednesday,25024.85,FALSE,09:24:00,100.0,24900,119.25,219.05,52.9,70.9,25050,122.75,212.85,49.6,168.6,-38.72,47.16,-19.08,47.16,-19.64,0.0,8.439999999999998
2024-09-18,Wednesday,25441.8,FALSE,09:24:00,100.0,25400,105.95,153.2,65.8,89.6,25450,118.65,226.9,77.45,164.15,-35.93,-16.95,-16.95,-16.95,-18.98,0.0,-52.879999999999995
2024-09-25,Wednesday,25925.4,FALSE,09:24:00,100.0,25900,101.0,152.0,72.35,126.25,25950,104.4,125.0,37.75,41.5,-32.86,61.86,-16.16,0.0,-16.7,61.86,29.0
2024-10-01,Tuesday,26050.0,FALSE,09:24:00,104.0,25900,109.1,113.3,28.6,38.35,25950,118.25,242.75,114.4,157.8,50.74,0.0,69.66,0.0,-18.92,0.0,50.74
2024-10-09,Wednesday,25178.45,FALSE,09:24:00,100.0,25050,114.1,224.0,40.55,57.3,25000,109.9,136.0,29.0,88.45,-35.84,-35.84,-18.26,-18.26,-17.58,-17.58,-71.68
2024-10-16,Wednesday,25094.5,FALSE,09:24:00,100.0,24950,122.3,186.0,66.2,79.4,25100,133.6,220.0,79.05,147.65,-40.95,-34.96,-19.57,-19.57,-21.38,-15.39,-75.91
2024-10-23,Wednesday,24529.35,FALSE,09:24:00,96.0,24500,105.15,188.8,43.9,46.45,24450,106.5,143.9,42.3,87.0,-33.86,1.62,-16.82,-16.82,-17.04,18.44,-32.24
2024-10-30,Wednesday,24403.45,FALSE,09:24:00,96.0,24400,96.4,156.0,47.85,63.15,24400,97.15,130.0,36.4,85.95,-30.96,-30.96,-15.42,-15.42,-15.54,-15.54,-61.92
2024-11-06,Wednesday,24371.85,FALSE,09:24:00,96.0,24300,107.8,260.1,89.5,184.5,24200,105.15,106.55,8.15,10.1,76.75,-17.25,-17.25,-17.25,94.0,0.0,59.5
2024-11-13,Wednesday,23923.45,FALSE,09:24:00,92.0,23850,115.2,119.9,10.3,17.0,23850,103.45,346.0,97.25,245.8,80.5,0.0,97.05,0.0,-16.55,0.0,80.5
2024-11-19,Tuesday,23704.8,FALSE,09:24:00,92.0,23650,111.45,183.0,35.45,37.9,23650,110.3,247.95,44.6,220.15,-35.48,-17.83,-17.83,-17.83,-17.65,0.0,-53.309999999999995
2024-11-27,Wednesday,24202.85,FALSE,09:24:00,96.0,24200,98.1,213.35,69.6,140.0,24200,96.0,118.0,28.45,34.4,-31.06,44.94,-15.7,-15.7,-15.36,60.64,13.879999999999999
2024-12-04,Wednesday,24586.9,FALSE,09:24:00,96.0,24500,118.5,158.0,61.3,96.3,24450,114.85,200.25,71.8,114.85,-37.34,2.64,-18.96,21.02,-18.38,-18.38,-34.7
2024-12-11,Wednesday,24692.0,FALSE,09:24:00,96.0,24550,126.4,177.1,104.0,121.45,24650,122.65,133.2,59.3,68.7,32.5,-20.22,-20.22,-20.22,52.72,0.0,12.280000000000001
2024-12-18,Wednesday,24367.1,FALSE,09:24:00,96.0,24350,103.9,138.0,29.0,39.2,24300,111.9,176.85,54.45,135.0,-34.52,45.76,-16.62,63.66,-17.9,-17.9,11.239999999999995
2024-12-24,Tuesday,23774.05,FALSE,09:24:00,92.0,23750,95.95,173.35,60.3,80.2,23800,94.4,138.75,49.5,77.5,-30.45,0.61,-15.35,-15.35,-15.1,15.96,-29.84
