Date,Day,Future,Expiry.Day,Time,Target,StrikeCE,CE Open,CE High,CE Low,CE Close,StrikePE,PE Open,PE High,PE Low,PE Close,PL0,PL1,PL0.CE,PL1.CE,PL0.PE,PL1.PE,Total PNL
2024-01-05,Friday,72054.28,TRUE,09:26:00,280.0,71800,328.0,351.85,81.25,226.1,72400,315.45,558.4,291.05,373.95,46.54,0.0,97.8,0.0,-51.26,0.0,46.54
2024-01-12,Friday,72018.01,TRUE,09:26:00,280.0,71700,324.9,936.45,296.4,868.15,72300,333.95,375.9,0.05,0.05,276.93,0.0,-52.8,0.0,329.73,0.0,276.93
2024-01-19,Friday,71807.42,TRUE,09:26:00,280.0,71600,326.3,368.75,63.0,83.9,72100,316.3,515.75,267.0,416.6,186.92,-51.4,238.32,0.0,-51.4,-51.4,135.51999999999998
2024-01-25,Thursday,70826.16,TRUE,09:26:00,280.0,70700,289.4,404.75,0.5,1.95,71000,323.2,759.2,203.85,310.2,-99.55,-99.55,-47.03,-47.03,-52.52,-52.52,-199.1
2024-02-02,Friday,72452.03,TRUE,09:26:00,280.0,72300,314.05,995.25,0.05,0.05,72700,286.4,1840.3,56.65,614.95,-97.57,-97.57,-51.03,-51.03,-46.54,-46.54,-195.14
2024-02-09,Friday,71495.01,TRUE,09:26:00,280.0,71400,336.25,478.0,106.0,194.55,71700,337.1,494.5,94.75,105.15,-109.42,-115.87,-54.64,-54.64,-54.78,-61.23,-225.29000000000002
2024-02-16,Friday,72307.32,TRUE,09:26:00,280.0,72200,295.0,600.0,186.45,225.9,72400,294.25,317.15,0.05,0.05,242.58,-47.94,-47.94,-47.94,290.52,0.0,194.64000000000001
2024-02-23,Friday,73267.05,TRUE,09:26:00,280.0,73100,332.5,375.0,30.0,42.9,73500,315.35,402.75,195.9,357.3,234.2,-51.24,285.44,0.0,-51.24,-51.24,182.95999999999998
2024-03-01,Friday,72903.89,TRUE,09:26:00,280.0,72800,316.6,1023.3,285.85,947.8,73000,288.45,310.0,0.1,0.1,233.29,0.0,-51.45,0.0,284.74,0.0,233.29
2024-03-07,Thursday,74157.98,TRUE,09:26:00,280.0,73900,350.7,399.0,159.25,219.2,74400,343.65,500.0,207.1,281.1,71.28,-55.84,127.12,0.0,-55.84,-55.84,15.439999999999998
2024-03-15,Friday,72971.05,TRUE,09:26:00,280.0,72800,317.45,344.55,0.05,0.05,73200,333.35,682.85,301.35,558.3,259.26,0.0,313.43,0.0,-54.17,0.0,259.26
2024-03-22,Friday,72247.93,TRUE,09:26:00,280.0,72100,336.55,1177.05,280.0,733.45,72500,360.8,410.8,0.05,0.1,301.5,-54.69,-54.69,-54.69,356.19,0.0,246.81
2024-03-28,Thursday,73322.04,TRUE,09:26:00,280.0,73200,289.15,1050.0,237.0,449.85,73600,290.25,334.2,0.15,0.2,-94.16,286.42,-46.99,0.0,-47.17,286.42,192.26000000000002
2024-04-05,Friday,74126.53,TRUE,09:26:00,280.0,74000,271.75,331.95,138.7,248.4,74200,291.05,344.5,0.05,0.05,-91.46,307.31,-44.16,19.95,-47.3,287.36,215.85000000000002
2024-04-12,Friday,74903.46,TRUE,09:26:00,280.0,74600,325.9,360.4,0.05,0.1,75100,336.75,1276.0,281.35,857.5,267.01,-54.72,321.73,0.0,-54.72,-54.72,212.29
2024-04-19,Friday,71999.35,TRUE,09:26:00,280.0,72100,292.85,1022.8,170.8,987.65,72000,310.2,329.3,0.05,0.1,258.63,-51.0,-47.59,-51.0,306.22,0.0,207.63
2024-04-26,Friday,74412.67,TRUE,09:26:00,280.0,74200,317.25,344.85,0.05,0.05,74600,331.95,936.05,296.1,874.05,259.29,0.0,313.23,0.0,-53.94,0.0,259.29
2024-05-03,Friday,75063.9,TRUE,09:26:00,300.0,74800,350.6,388.2,0.1,0.2,75200,328.0,1775.95,299.2,1323.1,292.72,0.0,346.02,0.0,-53.3,0.0,292.72
2024-05-10,Friday,72570.43,TRUE,09:26:00,280.0,72500,292.45,559.15,55.5,163.35,72800,323.35,347.7,88.8,136.1,135.69,125.44,-47.52,125.44,183.21,0.0,261.13
2024-05-17,Friday,73516.85,TRUE,09:26:00,280.0,73300,321.5,750.75,260.0,617.0,73600,304.0,330.0,0.05,0.05,247.91,-52.24,-52.24,-52.24,300.15,0.0,195.67
2024-05-24,Friday,75505.34,TRUE,09:26:00,300.0,75300,341.75,380.55,78.0,108.85,75700,329.8,521.0,167.25,291.5,175.04,-53.59,228.63,0.0,-53.59,-53.59,121.44999999999999
2024-05-31,Friday,74408.67,TRUE,09:26:00,280.0,74400,332.95,355.0,0.05,0.05,74600,319.9,779.6,242.1,635.95,276.76,0.0,328.74,0.0,-51.98,0.0,276.76
2024-06-07,Friday,75383.28,TRUE,09:26:00,300.0,75600,310.1,1246.3,214.7,1095.3,75300,301.45,330.0,0.05,0.1,247.19,-50.39,-50.39,-50.39,297.58,0.0,196.8
2024-06-14,Friday,76618.16,TRUE,09:26:00,300.0,76300,360.0,732.2,295.0,694.75,76800,347.5,379.0,0.05,0.05,284.61,0.0,-58.5,0.0,343.11,0.0,284.61
2024-06-21,Friday,77623.4,TRUE,09:26:00,300.0,77400,308.4,370.7,0.05,0.05,77800,341.7,1080.95,269.0,584.6,-105.65,248.96,-50.12,304.49,-55.53,-55.53,143.31
2024-06-28,Friday,79487.08,TRUE,09:26:00,300.0,79300,368.75,450.0,0.05,0.05,79700,351.15,718.6,215.0,668.0,-116.98,-116.98,-59.92,-59.92,-57.06,-57.06,-233.96
2024-07-05,Friday,79573.95,TRUE,09:26:00,300.0,79300,320.1,717.9,273.9,697.45,79700,310.85,317.15,0.05,0.05,254.89,-52.02,-52.02,-52.02,306.91,0.0,202.86999999999998
2024-07-12,Friday,80177.15,TRUE,09:26:00,320.0,80000,342.0,1130.2,153.25,517.5,80500,375.05,753.9,0.1,0.1,-116.52,314.69,-55.57,-55.57,-60.95,370.26,198.17000000000002
2024-07-19,Friday,81266.61,TRUE,09:26:00,320.0,81100,342.65,395.4,0.05,0.05,81400,337.05,801.35,234.2,793.6,-110.45,283.55,-55.68,338.32,-54.77,-54.77,173.10000000000002
2024-07-26,Friday,80253.47,TRUE,09:26:00,320.0,80000,368.75,1373.15,289.05,1327.0,80500,353.45,486.4,0.05,0.05,-117.36,348.98,-59.92,0.0,-57.44,348.98,231.62
2024-08-02,Friday,81291.03,TRUE,09:26:00,320.0,81100,323.45,383.15,0.05,0.1,81400,331.25,523.95,211.45,419.35,-106.39,265.48,-52.56,319.31,-53.83,-53.83,159.09000000000003
2024-08-09,Friday,79733.88,TRUE,09:26:00,300.0,79600,320.2,415.0,93.35,107.45,79900,317.2,361.55,158.35,192.6,68.61,208.75,-52.03,208.75,120.64,0.0,277.36
2024-08-16,Friday,79935.49,TRUE,09:26:00,300.0,79800,313.7,669.45,59.7,638.35,80200,341.55,967.45,0.05,0.05,-106.48,286.25,-50.98,-50.98,-55.5,337.23,179.76999999999998
2024-08-23,Friday,81063.66,TRUE,09:26:00,320.0,80800,345.6,384.0,210.0,286.3,81300,344.05,454.2,172.8,213.95,-0.93,125.8,54.98,0.0,-55.91,125.8,124.86999999999999
2024-08-30,Friday,82467.27,TRUE,09:26:00,320.0,82300,330.7,356.5,55.0,64.4,82700,335.45,575.0,262.5,335.1,207.66,-54.51,262.17,0.0,-54.51,-54.51,153.15
2024-09-06,Friday,81995.27,TRUE,09:26:00,320.0,81800,355.6,599.0,0.1,0.2,82300,347.0,1209.4,213.55,1119.0,-114.17,350.96,-57.78,350.96,-56.39,0.0,236.78999999999996
2024-09-13,Friday,82767.28,TRUE,09:26:00,320.0,82500,342.9,494.6,266.0,392.25,82900,307.4,346.9,3.1,7.85,239.99,-55.72,-55.72,-55.72,295.71,0.0,184.27
2024-09-20,Friday,83390.98,TRUE,09:26:00,320.0,83200,368.1,1450.0,192.0,1353.3,83700,390.8,642.0,0.1,0.3,-123.32,-123.32,-59.82,-59.82,-63.5,-63.5,-246.64
2024-09-27,Friday,85865.17,TRUE,09:26:00,340.0,85600,351.25,465.0,0.1,0.1,86100,336.65,536.0,164.0,525.55,-111.79,292.05,-57.08,346.76,-54.71,-54.71,180.26
2024-10-04,Friday,82128.67,TRUE,09:26:00,320.0,81900,375.75,1575.85,0.1,0.1,82400,381.65,773.4,55.4,711.0,-123.08,-123.08,-61.06,-61.06,-62.02,-62.02,-246.16
2024-10-11,Friday,81524.81,TRUE,09:26:00,320.0,81200,355.35,458.5,181.4,182.2,81700,335.75,373.25,170.35,317.85,-44.04,-57.74,-57.74,-57.74,13.7,0.0,-101.78
2024-10-18,Friday,80467.15,TRUE,09:26:00,320.0,80200,391.45,1130.0,344.65,1033.0,80800,389.55,409.55,0.05,0.05,321.02,0.0,-63.61,0.0,384.63,0.0,321.02
2024-10-25,Friday,80130.14,TRUE,09:26:00,320.0,79900,315.45,413.0,0.05,0.05,80400,352.95,1245.75,290.3,997.4,-108.61,-108.61,-51.26,-51.26,-57.35,-57.35,-217.22
2024-10-31,Thursday,79716.07,TRUE,09:26:00,300.0,79500,365.15,382.2,0.1,0.2,80000,369.2,668.7,233.4,609.55,300.4,-59.99,360.39,0.0,-59.99,-59.99,240.40999999999997
2024-11-08,Friday,79453.34,TRUE,09:26:00,300.0,79400,321.05,551.1,38.1,86.45,79500,316.95,406.4,5.3,13.75,-103.67,247.07,-52.17,-52.17,-51.5,299.24,143.39999999999998
2024-11-14,Thursday,77799.26,TRUE,09:26:00,300.0,77700,312.2,494.65,0.05,0.1,77900,321.8,614.7,160.05,318.0,-103.02,255.91,-50.73,308.2,-52.29,-52.29,152.89
2024-11-22,Friday,77601.39,TRUE,09:26:00,300.0,77600,322.5,1677.05,212.55,1523.7,77600,318.35,761.05,0.15,0.15,-104.14,-104.14,-52.41,-52.41,-51.73,-51.73,-208.28
2024-11-29,Friday,79234.22,TRUE,09:26:00,300.0,79300,323.1,719.3,217.25,503.55,79200,311.0,373.8,0.05,0.05,-103.04,254.56,-52.5,-52.5,-50.54,307.06,151.51999999999998
2024-12-06,Friday,81718.98,TRUE,09:26:00,320.0,81800,338.15,375.35,0.05,0.05,81700,314.95,329.65,0.05,0.05,644.83,0.0,333.87,0.0,310.96,0.0,644.83
2024-12-13,Friday,80902.76,TRUE,09:26:00,320.0,80800,333.95,1345.05,72.0,1335.15,81000,313.1,1045.0,0.05,0.1,-105.15,-112.94,-54.27,-62.06,-50.88,-50.88,-218.09
2024-12-20,Friday,79028.57,TRUE,09:26:00,300.0,78900,359.15,863.2,0.1,0.15,79100,338.05,1114.45,135.1,1061.7,-113.29,-113.29,-58.36,-58.36,-54.93,-54.93,-226.58
2024-12-27,Friday,78708.26,TRUE,09:26:00,300.0,78600,309.25,450.0,89.0,99.6,78800,319.0,338.25,32.0,100.1,164.66,-50.25,-50.25,-50.25,214.91,0.0,114.41
