Date,Day,Future,Expiry.Day,Time,Target,StrikeCE,CE Open,CE High,CE Low,CE Close,StrikePE,PE Open,PE High,PE Low,PE Close,PL0,PL0.CE,PL0.PE,Total PNL
2024-01-03,Wednesday,71679.99,FALSE,09:23:00,280.0,71800,303.85,346.75,103.25,113.9,71600,314.3,446.85,249.9,398.45,135.08,186.15,-51.07,135.08
2024-01-10,Wednesday,71353.2,FALSE,09:23:00,280.0,71400,319.75,590.0,230.5,522.2,71300,321.8,483.95,93.8,102.2,-104.25,-51.96,-52.29,-104.25
2024-01-17,Wednesday,72307.37,FALSE,09:23:00,280.0,72600,287.9,325.4,77.75,87.4,72000,286.25,774.85,210.05,724.65,150.38,196.9,-46.52,150.38
2024-01-23,Tuesday,71981.19,FALSE,09:23:00,280.0,72100,328.4,341.55,38.05,47.4,71900,315.85,1799.5,285.0,1601.0,225.57,276.9,-51.33,225.57
2024-01-31,Wednesday,70925.12,FALSE,09:23:00,280.0,71900,306.55,622.6,308.9,569.5,70100,304.0,301.9,97.5,124.2,126.19,-49.81,176.0,126.19
2024-02-07,Wednesday,72381.72,FALSE,09:23:00,280.0,72900,300.7,314.65,142.2,167.8,71900,316.0,466.75,242.8,280.5,77.79,129.14,-51.35,77.79
2024-02-14,Wednesday,70929.69,FALSE,09:23:00,280.0,71400,291.95,821.55,244.2,723.85,70600,303.6,360.3,60.95,61.05,-96.77,-47.44,-49.33,-96.77
2024-02-21,Wednesday,73112.04,FALSE,09:23:00,280.0,73400,298.75,321.65,80.8,84.25,72700,312.15,553.75,195.2,501.5,160.05,210.77,-50.72,160.05
2024-02-28,Wednesday,73144.41,FALSE,09:23:00,280.0,73500,300.05,301.95,73.65,78.7,72800,311.35,769.4,256.95,731.45,167.01,217.6,-50.59,167.01
2024-03-05,Tuesday,73755.93,FALSE,09:23:00,280.0,74000,305.0,329.25,130.75,175.5,73500,307.8,432.4,194.4,258.0,75.67,125.69,-50.02,75.67
2024-03-13,Wednesday,73899.26,FALSE,09:23:00,280.0,74100,318.15,319.2,39.1,41.65,73700,306.35,1183.1,297.35,1073.45,222.74,272.52,-49.78,222.74
2024-03-20,Wednesday,72233.54,FALSE,09:23:00,280.0,72500,319.0,347.4,133.0,234.0,72100,300.85,584.0,206.25,307.9,32.12,81.01,-48.89,32.12
2024-03-26,Tuesday,72688.17,FALSE,09:23:00,280.0,73000,298.25,303.7,186.15,207.45,72600,307.05,360.4,224.0,258.1,37.17,87.07,-49.9,37.17
2024-04-03,Wednesday,73621.02,FALSE,09:23:00,280.0,73700,317.35,646.45,271.7,465.8,73600,314.1,348.1,132.5,181.55,77.05,-51.57,128.62,77.05
2024-04-09,Tuesday,74853.73,FALSE,09:23:00,280.0,75000,310.35,394.95,186.0,209.0,74700,321.95,375.7,192.65,306.15,-102.75,-50.43,-52.32,-102.75
2024-04-16,Tuesday,73055.3,FALSE,09:23:00,280.0,73400,284.75,296.2,132.65,211.55,72800,300.75,430.1,239.85,292.0,20.77,69.64,-48.87,20.77
2024-04-24,Wednesday,73896.77,FALSE,09:23:00,280.0,73900,329.7,438.2,265.45,335.4,73900,349.7,350.7,236.9,290.1,1.65,-53.58,55.23,1.65
2024-04-30,Tuesday,74760.36,FALSE,09:23:00,280.0,74900,318.85,476.05,180.55,199.55,74600,315.35,392.15,199.95,357.6,-103.05,-51.81,-51.24,-103.05
2024-05-08,Wednesday,73329.39,FALSE,09:23:00,280.0,73700,291.95,450.0,176.85,296.1,73100,287.8,386.4,125.7,154.25,-94.21,-47.44,-46.77,-94.21
2024-05-15,Wednesday,73194.54,FALSE,09:23:00,280.0,73400,315.75,361.6,177.45,216.7,73100,324.5,530.95,263.7,337.0,42.37,95.1,-52.73,42.37
2024-05-22,Wednesday,74027.37,FALSE,09:23:00,280.0,74300,311.55,372.2,248.7,337.0,73900,317.6,407.15,177.45,187.0,-102.24,-50.63,-51.61,-102.24
2024-05-29,Wednesday,74883.11,FALSE,09:23:00,280.0,75300,312.9,339.2,163.2,180.0,74800,300.2,494.8,269.55,438.8,80.21,128.99,-48.78,80.21
2024-06-05,Wednesday,72041.07,FALSE,09:23:00,280.0,73700,323.15,1199.4,183.8,925.2,70000,397.55,462.25,32.5,37.0,-117.11,-52.51,-64.6,-117.11
2024-06-12,Wednesday,76660.59,FALSE,09:23:00,300.0,76900,326.2,519.8,279.45,312.15,76500,341.0,352.2,210.35,336.0,-52.27,-53.01,0.74,-52.27
2024-06-19,Wednesday,77486.27,FALSE,09:23:00,300.0,77500,313.7,599.9,163.95,243.1,77300,290.95,566.5,214.75,392.5,-98.26,-50.98,-47.28,-98.26
2024-06-26,Wednesday,78072.11,FALSE,09:23:00,300.0,78100,322.05,741.45,274.05,674.75,77700,327.45,326.85,107.45,116.4,154.63,-52.33,206.96,154.63
2024-07-03,Wednesday,79927.6,FALSE,09:23:00,300.0,80000,311.05,382.0,244.05,326.45,79600,309.05,350.0,221.4,232.0,22.64,-50.55,73.19,22.64
2024-07-10,Wednesday,80210.84,FALSE,09:23:00,320.0,80200,367.2,384.65,146.8,224.65,80200,348.9,825.7,311.35,488.2,81.26,137.96,-56.7,81.26
2024-07-16,Tuesday,80770.97,FALSE,09:23:00,320.0,80900,368.0,401.05,269.4,293.55,80600,352.1,360.1,255.5,292.0,125.55,69.85,55.7,125.55
2024-07-24,Wednesday,80376.06,FALSE,09:23:00,320.0,80500,348.75,417.45,155.75,198.2,80200,327.2,698.6,248.6,319.2,-109.84,-56.67,-53.17,-109.84
2024-07-31,Wednesday,81604.76,FALSE,09:23:00,320.0,81700,329.55,434.95,272.4,413.15,81500,332.05,387.9,254.55,265.0,-107.51,-53.55,-53.96,-107.51
2024-08-07,Wednesday,79429.83,FALSE,09:23:00,300.0,79900,330.6,381.85,180.0,292.15,79100,337.4,472.8,225.3,250.5,-108.55,-53.72,-54.83,-108.55
2024-08-13,Tuesday,79634.28,FALSE,09:23:00,300.0,80000,306.25,317.6,101.0,124.7,79300,322.55,621.5,266.7,568.1,125.31,177.72,-52.41,125.31
2024-08-21,Wednesday,80726.7,FALSE,09:23:00,320.0,80800,324.45,424.6,270.9,379.15,80700,331.1,360.75,203.65,214.85,59.39,-52.72,112.11,59.39
2024-08-28,Wednesday,81791.0,FALSE,09:23:00,320.0,81800,315.9,489.0,255.0,290.65,81800,338.85,390.55,208.3,290.05,-106.39,-51.33,-55.06,-106.39
2024-09-04,Wednesday,82020.56,FALSE,09:23:00,320.0,82100,344.75,468.85,303.55,432.25,82000,326.3,352.8,193.05,212.1,54.1,-56.02,110.12,54.1
2024-09-11,Wednesday,81850.67,FALSE,09:23:00,320.0,81700,346.95,551.25,213.25,250.0,81800,331.2,577.25,194.9,481.7,-110.2,-56.38,-53.82,-110.2
2024-09-18,Wednesday,83060.94,FALSE,09:23:00,320.0,83200,340.05,483.9,266.8,346.45,82900,330.6,626.15,247.9,484.4,-108.98,-55.26,-53.72,-108.98
2024-09-25,Wednesday,84928.45,FALSE,09:23:00,320.0,85000,336.7,447.25,258.5,397.5,84700,319.55,364.0,189.6,194.85,66.0,-54.71,120.71,66.0
2024-10-01,Tuesday,84598.92,FALSE,09:23:00,320.0,84900,339.6,351.15,133.6,175.45,84500,328.15,616.0,300.55,391.5,106.59,159.91,-53.32,106.59
2024-10-09,Wednesday,81799.03,FALSE,09:23:00,320.0,82200,334.95,524.0,149.6,200.0,81300,329.6,437.85,123.05,327.15,-107.99,-54.43,-53.56,-107.99
2024-10-16,Wednesday,81664.61,FALSE,09:23:00,320.0,81700,349.65,548.7,245.0,286.4,81700,346.5,552.65,221.15,384.4,-113.13,-56.82,-56.31,-113.13
2024-10-23,Wednesday,80285.61,FALSE,09:23:00,320.0,80700,313.4,458.1,144.4,157.3,80100,330.85,484.6,201.55,362.95,-104.69,-50.93,-53.76,-104.69
2024-10-29,Tuesday,79730.04,FALSE,09:23:00,300.0,80000,311.5,625.0,212.9,573.7,79600,300.0,462.7,68.6,87.1,-99.37,-50.62,-48.75,-99.37
2024-11-06,Wednesday,79535.0,FALSE,09:23:00,300.0,80100,322.7,742.8,292.9,565.15,79100,337.0,335.95,55.95,68.65,211.7,-52.44,264.14,211.7
2024-11-12,Tuesday,79629.34,FALSE,09:23:00,300.0,79800,302.9,394.2,75.3,80.15,79500,310.05,915.0,209.0,914.1,-99.6,-49.22,-50.38,-99.6
2024-11-19,Tuesday,77814.61,FALSE,09:23:00,300.0,78000,327.2,694.25,190.0,218.05,77700,343.3,629.5,132.75,577.25,-108.96,-53.17,-55.79,-108.96
2024-11-27,Wednesday,79975.77,FALSE,09:23:00,300.0,80200,338.0,614.8,238.25,420.0,79800,325.2,375.4,124.55,156.8,-107.77,-54.93,-52.84,-107.77
2024-12-04,Wednesday,80955.23,FALSE,09:23:00,320.0,81400,333.8,464.1,240.0,340.8,80300,332.7,516.1,200.6,298.4,-108.3,-54.24,-54.06,-108.3
2024-12-11,Wednesday,81542.71,FALSE,09:23:00,320.0,81700,363.8,466.35,278.95,308.7,81400,361.0,408.4,219.6,244.75,52.62,-59.12,111.74,52.62
2024-12-18,Wednesday,80621.34,FALSE,09:23:00,320.0,81200,339.8,457.35,145.65,196.15,80300,341.35,539.1,218.5,433.55,-110.69,-55.22,-55.47,-110.69
2024-12-24,Tuesday,78610.43,FALSE,09:23:00,300.0,78900,310.25,487.9,221.0,241.8,78500,312.05,456.1,216.1,272.95,-101.13,-50.42,-50.71,-101.13
