Date,Day,Future,Expiry.Day,Time,Target,StrikeCE,CE Open,CE High,CE Low,CE Close,StrikePE,PE Open,PE High,PE Low,PE Close,PL0,PL1,PL0.CE,PL1.CE,PL0.PE,PL1.PE,Total PNL
2024-01-02,Tuesday,21832.8,FALSE,09:35:00,84.0,21750,89.15,109.2,38.1,41.4,21700,82.05,177.25,65.0,110.15,-27.39,33.73,-14.26,46.86,-13.13,-13.13,6.339999999999996
2024-01-09,Tuesday,21718.8,FALSE,09:35:00,84.0,21650,96.2,144.35,33.85,44.0,21700,104.4,193.25,65.75,166.8,-32.09,34.54,-15.39,51.24,-16.7,-16.7,2.4499999999999957
2024-01-16,Tuesday,22073.2,FALSE,09:35:00,88.0,22050,110.3,145.0,59.6,77.5,22050,99.85,147.4,68.65,98.5,-33.63,-33.63,-17.65,-17.65,-15.98,-15.98,-67.26
2024-01-23,Tuesday,21750.6,FALSE,09:35:00,84.0,21750,108.0,120.0,9.1,10.0,21750,103.35,608.05,89.35,549.5,80.38,0.0,96.92,0.0,-16.54,0.0,80.38
2024-01-30,Tuesday,21842.3,FALSE,09:35:00,84.0,21950,99.65,117.95,22.9,25.05,21550,99.25,169.5,75.5,142.45,-31.82,73.6,-15.94,73.6,-15.88,0.0,41.779999999999994
2024-02-06,Tuesday,21860.65,FALSE,09:35:00,84.0,21900,92.15,157.7,74.3,146.1,21700,99.45,104.7,39.75,41.0,42.72,-14.74,-14.74,-14.74,57.46,0.0,27.979999999999997
2024-02-13,Tuesday,21682.55,FALSE,09:35:00,84.0,21700,93.5,159.7,80.25,136.05,21500,90.95,95.5,29.8,35.9,39.18,-14.96,-14.96,-14.96,54.14,0.0,24.22
2024-02-20,Tuesday,22118.3,FALSE,09:35:00,88.0,22100,110.15,178.0,93.2,170.8,22050,119.5,141.9,55.6,57.45,-36.74,43.24,-17.62,-17.62,-19.12,60.86,6.5
2024-02-27,Tuesday,22137.95,FALSE,09:35:00,88.0,22200,100.5,129.0,77.0,100.1,22050,94.65,104.5,44.75,53.8,23.82,-16.08,-16.08,-16.08,39.9,0.0,7.740000000000002
2024-03-05,Tuesday,22465.0,FALSE,09:35:00,88.0,22400,94.5,114.4,43.25,69.6,22300,90.65,136.15,57.85,70.55,-29.62,9.46,-15.12,23.96,-14.5,-14.5,-20.16
2024-03-12,Tuesday,22490.0,FALSE,09:35:00,88.0,22450,98.25,120.55,55.35,64.95,22400,96.7,155.65,69.65,108.65,-31.19,16.85,-15.72,32.32,-15.47,-15.47,-14.34
2024-03-19,Tuesday,22026.0,FALSE,09:35:00,88.0,22000,106.3,113.7,37.0,39.7,21900,97.8,166.2,84.35,145.8,49.89,0.0,65.54,0.0,-15.65,0.0,49.89
2024-03-26,Tuesday,22085.3,FALSE,09:35:00,88.0,22100,103.45,126.15,80.15,89.95,22050,99.45,107.0,60.15,73.9,8.01,-16.55,-16.55,-16.55,24.56,0.0,-8.540000000000001
2024-04-02,Tuesday,22596.2,FALSE,09:35:00,88.0,22500,96.35,99.4,48.75,64.5,22450,89.95,132.9,78.0,81.9,16.5,-14.39,30.89,0.0,-14.39,-14.39,2.1099999999999994
2024-04-08,Monday,22686.5,FALSE,09:35:00,88.0,22600,110.65,164.5,97.7,139.4,22650,120.1,132.7,65.4,76.85,24.35,0.0,-17.7,0.0,42.05,0.0,24.35
2024-04-15,Monday,22383.05,FALSE,09:35:00,88.0,22400,100.8,161.8,60.35,67.25,22300,107.25,116.95,51.3,93.75,-3.7,32.54,-16.13,32.54,12.43,0.0,28.84
2024-04-23,Tuesday,22375.6,FALSE,09:35:00,88.0,22400,93.0,104.3,66.1,67.7,22350,92.5,103.75,58.85,84.5,31.45,0.0,24.37,0.0,7.08,0.0,31.45
2024-04-29,Monday,22643.0,FALSE,09:35:00,88.0,22600,98.35,152.2,70.7,138.6,22550,101.5,144.6,52.5,57.9,-31.98,42.58,-15.74,0.0,-16.24,42.58,10.599999999999998
2024-05-07,Tuesday,22551.0,FALSE,09:35:00,88.0,22500,106.6,115.45,29.9,41.25,22450,109.15,263.35,98.9,194.3,46.82,0.0,64.28,0.0,-17.46,0.0,46.82
2024-05-14,Tuesday,22208.0,FALSE,09:35:00,88.0,22150,108.45,184.0,81.0,142.25,22100,106.55,135.0,40.0,46.45,-34.4,41.68,-17.35,-17.35,-17.05,59.03,7.280000000000001
2024-05-21,Tuesday,22534.0,FALSE,09:35:00,88.0,22500,111.2,172.95,90.2,118.45,22450,107.25,117.35,48.8,68.9,19.49,-17.79,-17.79,-17.79,37.28,0.0,1.6999999999999993
2024-05-28,Tuesday,22984.8,FALSE,09:35:00,88.0,23050,96.65,117.0,54.8,58.0,22900,96.35,115.75,72.1,96.0,-30.88,37.07,-15.46,37.68,-15.42,-0.61,6.190000000000001
2024-06-04,Tuesday,22733.95,FALSE,09:35:00,88.0,24000,90.0,107.55,21.15,24.8,21350,91.15,494.95,39.95,105.4,-28.98,49.72,-14.4,64.3,-14.58,-14.58,20.74
2024-06-11,Tuesday,23248.75,FALSE,09:35:00,92.0,23300,107.95,201.0,91.45,97.5,23100,100.0,114.65,33.2,54.05,27.68,9.37,-17.27,9.37,44.95,0.0,37.05
2024-06-18,Tuesday,23577.3,FALSE,09:35:00,92.0,23550,110.25,127.0,77.4,92.6,23600,111.1,129.1,90.0,105.2,-35.42,21.34,-17.64,16.55,-17.78,4.79,-14.080000000000002
2024-06-25,Tuesday,23580.05,FALSE,09:35:00,92.0,23600,97.95,198.75,89.4,186.65,23550,93.6,97.75,39.65,41.25,35.74,-15.67,-15.67,-15.67,51.41,0.0,20.07
2024-07-02,Tuesday,24199.85,FALSE,09:35:00,96.0,24200,96.15,123.0,55.55,76.5,24100,98.8,135.0,60.25,82.8,-31.19,2.88,-15.38,18.69,-15.81,-15.81,-28.310000000000002
2024-07-09,Tuesday,24406.0,FALSE,09:35:00,96.0,24350,104.4,168.6,102.35,140.6,24400,110.9,112.2,55.05,64.75,28.34,-16.7,-16.7,-16.7,45.04,0.0,11.64
2024-07-15,Monday,24571.2,FALSE,09:35:00,96.0,24550,118.4,153.5,100.05,132.1,24600,123.9,145.65,84.15,94.0,-38.76,-38.76,-18.94,-18.94,-19.82,-19.82,-77.52
2024-07-23,Tuesday,24506.0,FALSE,09:35:00,96.0,24800,102.3,125.0,17.25,22.15,24150,97.5,225.0,18.0,26.2,-31.97,63.53,-16.37,79.13,-15.6,-15.6,31.560000000000002
2024-07-30,Tuesday,24923.5,FALSE,09:35:00,96.0,24900,98.15,146.85,77.0,82.75,24850,98.2,115.45,49.65,80.75,-31.41,-31.41,-15.7,-15.7,-15.71,-15.71,-62.82
2024-08-06,Tuesday,24327.4,FALSE,09:35:00,96.0,24400,105.9,123.55,18.85,24.45,24200,106.25,293.8,82.75,230.55,-33.94,63.39,-16.94,80.39,-17.0,-17.0,29.450000000000003
2024-08-12,Monday,24349.75,FALSE,09:35:00,96.0,24350,118.45,226.0,84.45,112.35,24250,110.3,147.7,47.4,78.85,-36.6,35.27,-18.95,4.92,-17.65,30.35,-1.3299999999999983
2024-08-20,Tuesday,24658.55,FALSE,09:35:00,96.0,24600,117.05,199.2,114.25,140.05,24700,128.15,130.0,69.0,89.65,18.49,0.0,-18.73,0.0,37.22,0.0,18.49
2024-08-27,Tuesday,25002.25,FALSE,09:35:00,100.0,24950,123.7,180.95,110.2,116.7,25050,123.05,132.7,65.45,97.65,4.38,-19.79,-19.79,-19.79,24.17,0.0,-15.41
2024-09-03,Tuesday,25340.0,FALSE,09:35:00,100.0,25250,107.55,138.0,97.45,101.0,25300,108.1,117.9,79.45,96.55,-6.74,5.47,-17.21,5.47,10.47,0.0,-1.2700000000000005
2024-09-10,Tuesday,25018.4,FALSE,09:35:00,100.0,24950,101.95,206.75,66.65,138.3,25000,111.25,185.0,41.3,59.3,-34.11,50.84,-16.31,0.0,-17.8,50.84,16.730000000000004
2024-09-17,Tuesday,25420.3,FALSE,09:35:00,100.0,25350,126.45,162.0,106.2,138.25,25450,137.5,164.7,98.55,115.65,-42.23,20.47,-20.23,0.0,-22.0,20.47,-21.759999999999998
2024-09-24,Tuesday,25941.1,FALSE,09:35:00,100.0,25950,110.85,139.9,81.5,92.85,25900,100.7,101.8,59.3,78.05,3.9,16.89,-17.74,16.89,21.64,0.0,20.79
2024-09-30,Monday,26200.0,FALSE,09:35:00,104.0,26100,106.2,107.45,33.8,36.65,26050,108.85,293.1,108.55,247.85,51.07,0.0,68.49,0.0,-17.42,0.0,51.07
2024-10-08,Tuesday,24965.0,FALSE,09:35:00,96.0,24950,115.0,198.15,97.4,162.6,24650,118.35,130.55,33.0,38.1,60.67,-18.4,-18.4,-18.4,79.07,0.0,42.27
2024-10-15,Tuesday,25268.0,FALSE,09:35:00,100.0,25150,117.75,119.45,40.2,53.9,25200,104.05,251.8,103.55,187.1,46.02,0.0,62.67,0.0,-16.65,0.0,46.02
2024-10-22,Tuesday,24864.4,FALSE,09:35:00,96.0,24800,119.2,160.0,19.5,22.15,24850,125.3,404.8,84.2,378.0,-39.12,95.86,-19.07,95.86,-20.05,0.0,56.74
2024-10-29,Tuesday,24255.35,FALSE,09:35:00,96.0,24300,98.25,228.0,64.6,204.2,24200,100.65,144.8,18.2,23.3,-31.82,-31.82,-15.72,-15.72,-16.1,-16.1,-63.64
2024-11-05,Tuesday,24111.95,FALSE,09:35:00,96.0,24150,112.85,192.1,74.0,170.1,23800,118.35,169.0,43.2,53.35,-37.0,-18.94,-18.06,0.0,-18.94,-18.94,-55.94
2024-11-12,Tuesday,24233.25,FALSE,09:35:00,96.0,24150,123.8,166.8,27.8,28.4,24150,111.5,304.05,69.2,299.7,-37.65,76.32,-19.81,94.16,-17.84,-17.84,38.669999999999995
2024-11-18,Monday,23476.25,FALSE,09:35:00,92.0,23500,109.05,182.35,69.0,99.25,23350,109.5,146.5,47.1,75.45,-34.97,-34.97,-17.45,-17.45,-17.52,-17.52,-69.94
2024-11-26,Tuesday,24305.0,FALSE,09:35:00,96.0,24350,107.5,109.9,39.3,52.25,24250,107.45,186.6,96.55,128.7,36.99,-17.19,54.18,0.0,-17.19,-17.19,19.8
2024-12-03,Tuesday,24421.6,FALSE,09:35:00,96.0,24400,116.0,184.8,109.15,149.45,24200,116.4,118.35,46.6,63.0,33.68,0.0,-18.56,0.0,52.24,0.0,33.68
2024-12-10,Tuesday,24714.0,FALSE,09:35:00,96.0,24700,102.25,121.0,55.55,74.25,24550,97.0,157.5,76.4,94.7,-31.88,28.31,-16.36,26.98,-15.52,1.33,-3.5700000000000003
2024-12-17,Tuesday,24634.7,FALSE,09:35:00,96.0,24700,103.95,105.65,28.25,31.55,24450,101.5,208.55,97.25,166.2,55.12,0.0,71.36,0.0,-16.24,0.0,55.12
2024-12-23,Monday,23784.0,FALSE,09:35:00,92.0,23850,103.5,139.75,40.7,64.95,23700,96.2,129.1,38.8,69.15,-31.95,22.13,-16.56,37.52,-15.39,-15.39,-9.82
