Date,Day,Future,Expiry.Day,Time,Target,StrikeCE,CE Open,CE High,CE Low,CE Close,StrikePE,PE Open,PE High,PE Low,PE Close,PL0,PL0.CE,PL0.PE,Total PNL
2024-01-05,Friday,21805.7,FALSE,09:21:00,84.0,21800,89.65,96.0,47.3,70.7,21700,99.4,160.0,82.0,94.0,2.15,18.05,-15.9,2.15
2024-01-12,Friday,21768.05,FALSE,09:21:00,84.0,21800,101.5,254.45,96.55,220.7,21700,104.8,108.7,48.7,49.4,38.11,-16.24,54.35,38.11
2024-01-19,Friday,21666.35,FALSE,09:21:00,84.0,21850,83.0,89.3,56.1,74.35,21500,87.15,124.15,66.9,74.4,-6.12,7.82,-13.94,-6.12
2024-02-02,Friday,22005.0,FALSE,09:21:00,88.0,22100,101.3,202.5,60.95,61.9,21800,102.0,142.75,56.15,120.4,-32.53,-16.21,-16.32,-32.53
2024-02-09,Friday,21819.95,FALSE,09:21:00,84.0,21950,98.6,110.85,62.1,80.6,21600,103.0,171.55,73.7,79.2,0.53,17.01,-16.48,0.53
2024-02-16,Friday,22057.5,FALSE,09:21:00,88.0,22150,100.45,134.0,93.45,100.05,21900,106.45,116.1,78.0,96.6,-7.28,-16.07,8.79,-7.28
2024-02-23,Friday,22270.0,FALSE,09:21:00,88.0,22400,101.9,118.2,65.5,67.6,22100,94.75,108.4,72.45,97.65,-20.15,-16.3,-3.85,-20.15
2024-03-01,Friday,22240.7,FALSE,09:21:00,88.0,22300,99.1,203.5,95.15,184.6,22000,101.35,102.45,49.55,52.65,31.83,-15.86,47.69,31.83
2024-03-15,Friday,22158.2,FALSE,09:21:00,88.0,22250,91.75,106.7,47.1,67.3,21950,88.95,159.95,79.25,86.5,-28.91,-14.68,-14.23,-28.91
2024-04-19,Friday,21825.0,FALSE,09:21:00,84.0,22000,99.7,267.0,99.15,227.3,21550,94.75,95.35,28.4,34.5,43.35,-15.95,59.3,43.35
2024-05-03,Friday,22865.0,FALSE,09:21:00,88.0,22900,89.2,97.35,22.7,25.45,22700,91.6,358.35,87.45,257.35,48.2,62.86,-14.66,48.2
2024-05-10,Friday,22087.65,FALSE,09:21:00,88.0,22200,92.55,144.3,72.25,87.3,21800,86.0,90.35,44.95,55.85,14.48,-14.81,29.29,14.48
2024-05-24,Friday,23019.0,FALSE,09:21:00,92.0,23200,92.0,105.8,64.5,70.6,22800,93.0,109.7,60.5,74.75,-29.6,-14.72,-14.88,-29.6
2024-05-31,Friday,22735.05,FALSE,09:21:00,88.0,23650,97.95,100.55,57.45,96.0,21500,95.8,137.25,67.2,121.3,-14.36,0.97,-15.33,-14.36
2024-06-07,Friday,22934.15,FALSE,09:21:00,88.0,23250,90.35,255.5,86.25,235.0,22500,94.05,94.1,30.6,31.8,46.85,-14.46,61.31,46.85
2024-06-21,Friday,23599.45,FALSE,09:21:00,92.0,23650,114.25,124.65,53.05,58.7,23550,115.7,216.6,99.05,167.0,35.9,54.41,-18.51,35.9
2024-06-28,Friday,24168.25,FALSE,09:21:00,96.0,24250,96.55,134.25,62.25,71.15,23950,102.6,122.2,71.85,100.45,-31.87,-15.45,-16.42,-31.87
2024-07-05,Friday,24271.35,FALSE,09:21:00,96.0,24250,116.65,200.85,103.3,169.2,24150,106.65,116.45,42.3,53.45,33.47,-18.66,52.13,33.47
2024-07-19,Friday,24759.3,FALSE,09:21:00,96.0,25050,102.8,109.0,56.1,59.65,24400,101.15,188.0,90.7,172.65,25.94,42.12,-16.18,25.94
2024-07-26,Friday,24518.0,FALSE,09:21:00,96.0,24550,110.0,383.6,102.5,348.05,24400,114.85,117.15,21.9,25.9,70.2,-17.6,87.8,70.2
2024-08-02,Friday,24842.9,FALSE,09:21:00,96.0,24900,106.7,122.9,55.55,65.35,24700,111.65,194.6,93.85,161.3,-34.93,-17.07,-17.86,-34.93
2024-08-16,Friday,24417.65,FALSE,09:21:00,96.0,24500,106.55,184.0,49.6,174.8,24300,100.2,205.5,46.0,48.95,-33.08,-17.05,-16.03,-33.08
2024-08-23,Friday,24820.0,FALSE,09:21:00,96.0,24900,97.8,121.9,86.4,110.4,24750,102.5,118.65,68.15,84.65,-32.05,-15.65,-16.4,-32.05
2024-08-30,Friday,25318.95,FALSE,09:21:00,100.0,25300,112.25,132.0,96.0,124.05,25200,107.8,128.0,71.8,73.65,-35.21,-17.96,-17.25,-35.21
2024-09-06,Friday,25162.05,FALSE,09:21:00,100.0,25150,115.7,152.2,46.15,50.1,25050,110.2,315.0,87.75,259.5,-36.14,-18.51,-17.63,-36.14
2024-09-13,Friday,25370.1,FALSE,09:21:00,100.0,25400,116.4,139.5,88.05,99.8,25300,121.95,162.75,93.0,110.3,-38.13,-18.62,-19.51,-38.13
2024-09-20,Friday,25499.65,FALSE,09:21:00,100.0,25600,108.65,292.15,90.0,258.95,25400,115.15,144.6,48.6,50.05,-35.8,-17.38,-18.42,-35.8
2024-10-04,Friday,25394.05,FALSE,09:21:00,100.0,25450,100.85,224.0,36.7,41.5,24950,99.4,172.9,51.0,139.65,-32.04,-16.14,-15.9,-32.04
2024-10-11,Friday,25084.7,FALSE,09:21:00,100.0,25100,117.0,130.9,76.2,83.3,24900,124.0,153.2,91.35,116.65,12.69,32.53,-19.84,12.69
2024-10-18,Friday,24655.15,FALSE,09:21:00,96.0,24750,114.0,269.0,106.6,232.6,24450,115.0,120.0,24.25,27.4,68.21,-18.24,86.45,68.21
2024-10-25,Friday,24419.0,FALSE,09:21:00,96.0,24550,98.8,101.9,20.5,35.55,24250,95.95,266.95,80.4,165.8,46.91,62.26,-15.35,46.91
2024-11-08,Friday,24175.0,FALSE,09:21:00,96.0,24250,113.0,215.0,88.4,100.7,23900,109.4,113.75,49.15,64.6,25.63,-18.08,43.71,25.63
2024-11-22,Friday,23454.6,FALSE,09:21:00,92.0,23650,91.95,416.2,91.6,340.85,23200,94.85,110.3,36.9,41.25,-29.89,-14.71,-15.18,-29.89
2024-11-29,Friday,24148.0,FALSE,09:21:00,96.0,24200,112.4,186.0,105.0,146.4,23850,116.6,133.0,44.35,50.0,47.45,-17.98,65.43,47.45
2024-12-06,Friday,24787.8,FALSE,09:21:00,96.0,25050,98.2,111.35,48.9,52.65,24300,99.45,105.55,47.95,53.4,89.63,44.57,45.06,89.63
2024-12-13,Friday,24508.0,FALSE,09:21:00,96.0,24650,99.05,235.9,46.05,227.1,24250,96.25,235.0,18.8,19.4,-31.25,-15.85,-15.4,-31.25
2024-12-27,Friday,23989.95,FALSE,09:21:00,92.0,24050,97.55,124.6,57.35,65.5,23650,94.25,99.95,50.05,60.5,17.2,-15.61,32.81,17.2
