Date,Day,Future,Expiry.Day,Time,Target,StrikeCE,CE Open,CE High,CE Low,CE Close,StrikePE,PE Open,PE High,PE Low,PE Close,PL0,PL0.CE,PL0.PE,Total PNL
2024-01-03,Wednesday,71674.4,FALSE,09:22:00,280.0,71800,300.2,346.75,103.25,113.9,71500,282.65,384.0,210.8,341.65,-94.71,-48.78,-45.93,-94.71
2024-01-10,Wednesday,71362.82,FALSE,09:22:00,280.0,71400,320.0,590.0,230.5,522.2,71300,315.7,483.95,93.8,102.2,-103.3,-52.0,-51.3,-103.3
2024-01-17,Wednesday,72356.02,FALSE,09:22:00,280.0,72600,306.95,325.4,77.75,87.4,72100,305.0,838.5,242.0,794.05,166.15,215.71,-49.56,166.15
2024-01-23,Tuesday,71989.14,FALSE,09:22:00,280.0,72200,289.55,295.55,35.7,42.4,71900,306.95,1799.5,285.0,1601.0,193.65,243.53,-49.88,193.65
2024-01-31,Wednesday,70889.99,FALSE,09:22:00,280.0,71900,309.25,622.6,300.8,569.5,70100,306.95,310.1,97.5,124.2,128.66,-50.25,178.91,128.66
2024-02-07,Wednesday,72373.06,FALSE,09:22:00,280.0,72900,290.2,314.65,142.2,167.8,71800,301.65,421.9,214.15,247.4,69.75,118.77,-49.02,69.75
2024-02-14,Wednesday,70915.13,FALSE,09:22:00,280.0,71400,282.0,821.55,244.2,723.85,70500,280.8,322.55,52.45,53.0,178.47,-45.82,224.29,178.47
2024-02-21,Wednesday,73069.66,FALSE,09:22:00,280.0,73400,287.0,321.65,80.8,84.25,72600,297.45,495.95,168.7,448.55,150.82,199.16,-48.34,150.82
2024-02-28,Wednesday,73132.83,FALSE,09:22:00,280.0,73500,301.4,304.0,73.65,78.7,72800,312.15,769.4,256.95,731.45,168.21,218.93,-50.72,168.21
2024-03-05,Tuesday,73751.85,FALSE,09:22:00,280.0,74000,309.05,329.25,130.75,175.5,73500,307.35,432.4,194.4,258.0,79.75,129.69,-49.94,79.75
2024-03-13,Wednesday,73861.39,FALSE,09:22:00,280.0,74100,318.4,320.0,39.1,41.65,73700,315.45,1183.1,297.35,1073.45,221.51,272.77,-51.26,221.51
2024-03-20,Wednesday,72206.46,FALSE,09:22:00,280.0,72500,312.05,347.4,133.0,234.0,72100,310.95,584.0,206.25,307.9,23.62,74.15,-50.53,23.62
2024-03-26,Tuesday,72679.34,FALSE,09:22:00,280.0,73000,287.5,303.7,186.15,207.45,72500,279.6,321.85,192.4,223.2,31.02,76.46,-45.44,31.02
2024-04-03,Wednesday,73606.73,FALSE,09:22:00,280.0,73700,314.1,646.45,271.7,465.8,73600,314.1,348.1,132.5,181.55,77.58,-51.04,128.62,77.58
2024-04-09,Tuesday,74837.25,FALSE,09:22:00,280.0,75000,298.85,394.95,186.0,209.0,74600,298.7,330.1,166.95,264.0,-17.59,-48.56,30.97,-17.59
2024-04-16,Tuesday,73030.3,FALSE,09:22:00,280.0,73300,319.2,341.3,161.25,250.0,72800,309.55,430.1,239.85,292.0,14.91,65.21,-50.3,14.91
2024-04-24,Wednesday,73908.8,FALSE,09:22:00,280.0,74000,282.45,379.65,221.2,282.3,73800,303.3,305.05,201.5,245.8,7.81,-45.9,53.71,7.81
2024-04-30,Tuesday,74778.57,FALSE,09:22:00,280.0,74900,325.0,476.05,180.55,199.55,74600,309.45,392.15,199.95,357.6,-103.1,-52.81,-50.29,-103.1
2024-05-08,Wednesday,73317.21,FALSE,09:22:00,280.0,73700,284.05,450.0,176.85,296.1,73100,288.7,386.4,125.7,154.25,-93.07,-46.16,-46.91,-93.07
2024-05-15,Wednesday,73192.19,FALSE,09:22:00,280.0,73400,310.85,361.6,177.45,216.7,73000,292.45,472.3,230.0,291.9,-98.03,-50.51,-47.52,-98.03
2024-05-22,Wednesday,73985.44,FALSE,09:22:00,280.0,74300,304.25,372.2,248.7,337.0,73800,289.85,362.05,151.0,158.95,-96.54,-49.44,-47.1,-96.54
2024-05-29,Wednesday,74869.99,FALSE,09:22:00,280.0,75300,304.15,339.2,163.2,180.0,74800,305.2,494.8,269.55,438.8,70.76,120.35,-49.59,70.76
2024-06-05,Wednesday,72305.54,FALSE,09:22:00,280.0,73900,321.95,1066.35,152.45,814.9,70000,341.65,462.25,32.5,37.0,-107.84,-52.32,-55.52,-107.84
2024-06-12,Wednesday,76644.84,FALSE,09:22:00,300.0,76900,317.45,519.8,279.45,312.15,76400,316.15,319.15,184.2,296.65,-36.04,-51.59,15.55,-36.04
2024-06-19,Wednesday,77505.45,FALSE,09:22:00,300.0,77500,316.2,599.9,163.95,243.1,77400,334.15,631.55,245.8,451.5,-105.68,-51.38,-54.3,-105.68
2024-06-26,Wednesday,78085.28,FALSE,09:22:00,300.0,78100,333.7,741.45,274.05,674.75,77700,319.75,330.0,107.45,116.4,145.12,-54.23,199.35,145.12
2024-07-03,Wednesday,79928.2,FALSE,09:22:00,300.0,80000,312.15,382.0,244.05,326.45,79600,303.15,350.0,221.4,232.0,-99.98,-50.72,-49.26,-99.98
2024-07-10,Wednesday,80225.82,FALSE,09:22:00,320.0,80200,369.5,384.65,146.8,224.65,80200,349.4,825.7,311.35,488.2,83.45,140.23,-56.78,83.45
2024-07-16,Tuesday,80752.15,FALSE,09:22:00,320.0,80900,360.95,401.05,269.4,293.55,80600,361.35,362.65,255.5,292.0,127.72,62.89,64.83,127.72
2024-07-24,Wednesday,80440.89,FALSE,09:22:00,320.0,80600,341.65,366.75,134.85,168.15,80200,323.75,698.6,248.6,319.2,116.62,169.23,-52.61,116.62
2024-07-31,Wednesday,81616.32,FALSE,09:22:00,320.0,81700,331.7,434.95,272.4,413.15,81500,331.95,387.9,254.55,265.0,-107.84,-53.9,-53.94,-107.84
2024-08-07,Wednesday,79400.62,FALSE,09:22:00,300.0,79900,316.3,381.85,180.0,292.15,79000,314.8,430.0,201.05,223.0,-102.55,-51.4,-51.15,-102.55
2024-08-13,Tuesday,79610.49,FALSE,09:22:00,300.0,80000,303.25,317.6,101.0,124.7,79200,299.25,561.25,236.75,516.05,126.13,174.76,-48.63,126.13
2024-08-21,Wednesday,80778.56,FALSE,09:22:00,320.0,80800,344.0,424.6,270.9,379.15,80800,363.4,412.45,239.45,251.45,51.51,-55.9,107.41,51.51
2024-08-28,Wednesday,81803.33,FALSE,09:22:00,320.0,81800,322.35,489.0,255.0,290.65,81800,337.3,390.55,208.3,290.05,-107.19,-52.38,-54.81,-107.19
2024-09-04,Wednesday,82022.51,FALSE,09:22:00,320.0,82100,343.4,468.85,303.55,432.25,82000,332.8,352.8,193.05,212.1,60.74,-55.8,116.54,60.74
2024-09-11,Wednesday,81860.14,FALSE,09:22:00,320.0,81700,355.55,551.25,213.25,250.0,81900,367.55,648.45,231.75,546.05,-117.51,-57.78,-59.73,-117.51
2024-09-18,Wednesday,83069.62,FALSE,09:22:00,320.0,83200,339.7,483.9,266.8,346.45,82900,328.2,626.15,247.9,484.4,-108.53,-55.2,-53.33,-108.53
2024-09-25,Wednesday,84876.63,FALSE,09:22:00,320.0,85000,322.4,447.25,258.5,397.5,84700,333.8,364.0,189.6,194.85,82.39,-52.39,134.78,82.39
2024-10-01,Tuesday,84539.7,FALSE,09:22:00,320.0,84900,327.85,351.15,133.6,175.45,84400,313.65,556.0,265.1,340.75,97.33,148.3,-50.97,97.33
2024-10-09,Wednesday,81798.66,FALSE,09:22:00,320.0,82200,339.4,524.0,149.6,200.0,81300,325.0,437.85,123.05,327.15,-107.96,-55.15,-52.81,-107.96
2024-10-16,Wednesday,81672.0,FALSE,09:22:00,320.0,81700,359.05,548.7,245.0,286.4,81700,343.0,552.65,221.15,384.4,-114.09,-58.35,-55.74,-114.09
2024-10-23,Wednesday,80263.4,FALSE,09:22:00,320.0,80600,355.75,517.0,171.0,184.85,80200,373.5,541.0,227.65,409.9,-118.5,-57.81,-60.69,-118.5
2024-10-29,Tuesday,79722.53,FALSE,09:22:00,300.0,80000,313.5,625.0,212.9,573.7,79700,329.65,513.25,79.1,101.7,-104.51,-50.94,-53.57,-104.51
2024-11-06,Wednesday,79470.64,FALSE,09:22:00,300.0,80100,301.5,742.8,292.9,565.15,78900,299.35,299.25,45.35,54.0,192.62,-48.99,241.61,192.62
2024-11-12,Tuesday,79633.36,FALSE,09:22:00,300.0,79800,307.05,394.2,75.3,80.15,79500,304.3,915.0,209.0,914.1,-99.35,-49.9,-49.45,-99.35
2024-11-19,Tuesday,77756.85,FALSE,09:22:00,300.0,78000,311.2,694.25,190.0,218.05,77600,324.45,570.0,115.05,525.75,-103.29,-50.57,-52.72,-103.29
2024-11-27,Wednesday,80000.52,FALSE,09:22:00,320.0,80200,346.6,614.8,238.25,420.0,79900,356.9,425.0,144.8,182.2,-114.32,-56.32,-58.0,-114.32
2024-12-04,Wednesday,80956.66,FALSE,09:22:00,320.0,81400,336.55,464.1,240.0,340.8,80300,329.85,516.1,200.6,298.4,-108.29,-54.69,-53.6,-108.29
2024-12-11,Wednesday,81549.39,FALSE,09:22:00,320.0,81800,334.35,414.15,240.0,266.6,81400,350.2,408.4,219.6,244.75,-111.24,-54.33,-56.91,-111.24
2024-12-18,Wednesday,80631.27,FALSE,09:22:00,320.0,81300,321.55,415.5,135.0,182.1,80300,330.65,539.1,218.5,433.55,-105.98,-52.25,-53.73,-105.98
2024-12-24,Tuesday,78595.58,FALSE,09:22:00,300.0,78900,300.0,487.9,221.0,241.8,78500,315.55,456.1,216.1,272.95,-100.03,-48.75,-51.28,-100.03
