Date,Day,Future,Expiry.Day,Time,Target,StrikeCE,CE Open,CE High,CE Low,CE Close,StrikePE,PE Open,PE High,PE Low,PE Close,PL0,PL0.CE,PL0.PE,Total PNL
2024-01-01,Monday,21826.6,FALSE,09:29:00,84.0,21750,105.9,231.5,88.0,90.35,21700,108.1,114.15,36.15,84.95,5.13,-16.94,22.07,5.13
2024-01-08,Monday,21786.7,FALSE,09:29:00,84.0,21750,91.0,93.75,26.4,26.7,21700,87.5,228.0,79.95,218.4,49.39,63.39,-14.0,49.39
2024-01-15,Monday,22093.3,FALSE,09:29:00,88.0,22100,109.65,129.85,71.25,120.75,22050,109.65,160.85,77.2,79.1,-35.08,-17.54,-17.54,-35.08
2024-01-20,Saturday,21712.45,FALSE,09:29:00,84.0,21800,96.15,99.0,49.1,61.4,21650,105.0,179.9,99.95,146.2,16.99,33.79,-16.8,16.99
2024-01-29,Monday,21700.4,FALSE,09:29:00,84.0,21850,94.55,152.0,82.6,143.55,21400,99.5,109.15,46.7,48.6,34.77,-15.13,49.9,34.77
2024-02-05,Monday,21980.1,FALSE,09:29:00,84.0,22050,99.6,125.0,35.75,40.65,21750,92.05,182.2,64.7,147.35,-30.67,-15.94,-14.73,-30.67
2024-02-12,Monday,21870.25,FALSE,09:29:00,84.0,21900,102.65,107.7,38.1,44.5,21700,99.15,216.55,92.8,171.55,41.26,57.12,-15.86,41.26
2024-02-19,Monday,22114.35,FALSE,09:29:00,88.0,22150,100.85,175.0,78.5,114.05,21950,99.65,126.0,51.7,71.8,-32.08,-16.14,-15.94,-32.08
2024-02-26,Monday,22196.9,FALSE,09:29:00,88.0,22300,94.1,108.65,58.6,64.95,22100,102.3,151.9,88.45,113.75,-31.43,-15.06,-16.37,-31.43
2024-03-04,Monday,22490.1,FALSE,09:29:00,88.0,22500,91.1,103.65,65.0,73.9,22300,100.25,110.0,74.35,84.3,31.24,16.29,14.95,31.24
2024-03-11,Monday,22564.95,FALSE,09:29:00,88.0,22550,98.7,99.85,38.55,41.35,22450,108.0,189.7,101.7,170.0,39.08,56.36,-17.28,39.08
